,name,upjong,address_x,category,평점_건수,평점_합계,평점_평균,평점_표준편차,Latitude,Longitude,상태
472,세러데이아일랜드,"외국음식전문점(인도,태국등)","제주특별자치도 제주시 구좌읍 평대7길 51, 1층",구좌읍,76,364.5,4.796052632,0.572582638,33.5325407,126.8441262,정좌표
473,야미야미치킨,호프/통닭,"제주특별자치도 제주시 구좌읍 월정3길 52, 1층",구좌읍,14,67.0,4.785714286,0.544704779,33.5553643,126.7948091,정좌표
474,어멍이해녀,한식,"제주특별자치도 제주시 구좌읍 해맞이해안로 2244, 1층",구좌읍,127,579.5,4.562992126,0.799285708,33.5246476,126.8599392,정좌표
475,오스모시스,기타,"제주특별자치도 제주시 구좌읍 해맞이해안로 1026, 1동 1층",구좌읍,37,170.0,4.594594595,0.7152878,33.5404929,126.8307706,정좌표
476,한라산,한식,"제주특별자치도 제주시 구좌읍 면수1길 48, 2동 1층",구좌읍,738,3453.5,4.679539295,0.564029219,33.5247614,126.8629928,정좌표
477,영희네우럭명가,한식,"제주특별자치도 제주시 구좌읍 세화1길 27, 1층",구좌읍,123,558.0,4.536585366,0.949915293,33.5254154,126.855013,정좌표
478,풍미독서,기타,"제주특별자치도 제주시 구좌읍 세화합전2길 7, 1층 1호",구좌읍,221,974.5,4.409502262,0.986707208,33.5137935,126.8591021,정좌표
479,오조파스타앤피자,기타,"제주특별자치도 제주시 구좌읍 해녀박물관길 30, 1층",구좌읍,27,129.5,4.796296296,0.398537211,33.5238469,126.8627755,정좌표
480,구슬함박,경양식,"제주특별자치도 제주시 구좌읍 해맞이해안로 1460, 세화팬션 숨비 1층",구좌읍,21,101.0,4.80952381,0.402373908,33.5160918,126.8632246,정좌표
481,비자림휴게소,분식,"제주특별자치도 제주시 구좌읍 비자숲길 62, 비자림 1층",구좌읍,10,37.5,3.75,1.1843892,33.484272,126.8064793,정좌표
482,흙소담,한식,"제주특별자치도 제주시 구좌읍 해맞이해안로 2484, 1층 107호",구좌읍,9,44.5,4.944444444,0.166666667,33.5291668,126.8538817,정좌표
483,섭섭이네,경양식,"제주특별자치도 제주시 구좌읍 중산간동로 2261, 1층",구좌읍,172,777.5,4.520348837,0.73420514,33.4715704,126.7844075,정좌표
484,우드스탁,한식,"제주특별자치도 제주시 구좌읍 월정7길 52, 1~2층",구좌읍,105,461.0,4.39047619,0.802582827,33.5553068,126.7966793,정좌표
485,한라식당,한식,제주특별자치도 제주시 구좌읍 김녕로 99-1,구좌읍,13,60.5,4.653846154,0.851092812,33.5542816,126.7488346,정좌표
486,비자림 양푼이 국수,기타,"제주특별자치도 제주시 구좌읍 비자림로 2235-2, 1층",구좌읍,7,28.5,4.071428571,0.932227236,33.467852,126.7724183,정좌표
487,유니온제주,기타,"제주특별자치도 제주시 구좌읍 해맞이해안로 486, B103호",구좌읍,223,1104.0,4.950672646,0.195182971,33.5291668,126.8538817,정좌표
488,바당지기,기타,"제주특별자치도 제주시 구좌읍 해맞이해안로 480, 1층",구좌읍,78,321.5,4.121794872,1.227884617,33.5593822,126.7931782,정좌표
489,인손,기타,"제주특별자치도 제주시 구좌읍 세화4길 10, 1층",구좌읍,92,434.5,4.722826087,0.723863757,33.5227733,126.8556461,정좌표
490,페어리제주,기타,"제주특별자치도 제주시 구좌읍 해맞이해안로 1486, 1층",구좌읍,71,312.0,4.394366197,0.877966372,33.5249042,126.8642192,정좌표
491,술의식물원,기타,"제주특별자치도 제주시 구좌읍 중산간동로 2253, 1층",구좌읍,66,301.5,4.568181818,0.748775224,33.471814,126.7837769,정좌표
492,에그써티제주점,기타,"제주특별자치도 제주시 구좌읍 해맞이해안로 820, 2동 1층",구좌읍,24,119.0,4.958333333,0.204124145,33.5291668,126.8538817,정좌표
493,제주로움,경양식,"제주특별자치도 제주시 구좌읍 월정3길 14, 2층",구좌읍,89,436.0,4.898876404,0.283843099,33.5554342,126.7966183,정좌표
494,돌담넘는고양이,호프/통닭,"제주특별자치도 제주시 구좌읍 해맞이해안로 2478, 나동 1층",구좌읍,11,42.5,3.863636364,1.831541824,33.5291668,126.8538817,정좌표
495,철이네정육식당,식육(숯불구이),제주특별자치도 제주시 구좌읍 종달로 53,구좌읍,11,54.0,4.909090909,0.301511345,33.4934377,126.8967303,정좌표
496,월정리곳간,경양식,"제주특별자치도 제주시 구좌읍 해맞이해안로 584-2, 1층",구좌읍,32,153.5,4.796875,0.472798378,33.5563575,126.8068338,정좌표
497,카페청굴물,기타,"제주특별자치도 제주시 구좌읍 김녕로1길 75-1, 1층",구좌읍,60,279.5,4.658333333,0.482680252,33.5577761,126.751232,정좌표
498,부가네얼큰이구좌세화점,호프/통닭,제주특별자치도 제주시 구좌읍 구좌로 8,구좌읍,4,15.5,3.875,0.62915287,33.5215282,126.8574235,정좌표
499,넘은봄,한식,"제주특별자치도 제주시 구좌읍 김녕로1길 75-1, 1층",구좌읍,29,143.0,4.931034483,0.371390676,33.5577761,126.751232,정좌표
500,빗소리,일식,"제주특별자치도 제주시 구좌읍 김녕로 151, 1층",구좌읍,78,366.0,4.692307692,0.598866729,33.5556556,126.7540181,정좌표
501,금송당,기타,"제주특별자치도 제주시 구좌읍 중산간동로 2262, 1층",구좌읍,17,80.0,4.705882353,0.397603113,33.4713153,126.7843218,정좌표
502,흑족발집,한식,제주특별자치도 제주시 구좌읍 일주동로 3141,구좌읍,31,136.5,4.403225806,0.916691104,33.5425771,126.8122604,정좌표
503,윤슬,기타,"제주특별자치도 제주시 구좌읍 김녕로17길 30, 1~2층",구좌읍,63,302.5,4.801587302,0.606016092,33.5578479,126.7544228,정좌표
504,곱창에미치다,한식,"제주특별자치도 제주시 한경면 두신로 39, 2동 1층",한경면,44,208.5,4.738636364,0.554984144,33.3468437,126.1823411,정좌표
505,모살왓,한식,제주특별자치도 제주시 한경면 두신로 21-28,한경면,52,211.5,4.067307692,1.465381052,33.3446775,126.181486,정좌표
506,미식가,한식,제주특별자치도 제주시 한경면 노을해안로 1146,한경면,10,34.0,3.4,1.286683938,33.308255,126.1647061,정좌표
507,열두달,기타,"제주특별자치도 제주시 한경면 용수길 37, 1층",한경면,10,46.5,4.65,0.579750904,33.3223998,126.1701912,정좌표
508,웃뜨르항아리,기타,"제주특별자치도 제주시 한경면 중산간서로 3705, 1층",한경면,9,43.5,4.833333333,0.25,33.33543,126.2565711,정좌표
509,그린사이공,기타,"제주특별자치도 제주시 한경면 두신로 38, 1층",한경면,10,48.5,4.85,0.337474279,33.3464024,126.1832343,정좌표
510,쉘브르,기타,"제주특별자치도 제주시 한경면 일주서로 4533-11, 1층",한경면,8,39.0,4.875,0.231455025,33.3654338,126.1989556,정좌표
511,인디에어,기타,"제주특별자치도 제주시 한경면 두모11길 51, 1층",한경면,9,44.0,4.888888889,0.333333333,33.356885,126.1825953,정좌표
512,마루나,기타,"제주특별자치도 제주시 한경면 금등4길 11, 1층",한경면,10,47.0,4.7,0.349602949,33.3619265,126.195894,정좌표
513,당산봉,한식,제주특별자치도 제주시 한경면 고산로 59,한경면,9,40.5,4.5,0.790569415,33.306206,126.1786239,정좌표
514,휴식공간,한식,"제주특별자치도 제주시 한경면 낙수로 85, 1층",한경면,3,13.0,4.333333333,1.154700538,33.3283528,126.2307993,정좌표
515,제주돔베막국수,한식,제주특별자치도 제주시 한경면 고산로 35,한경면,65,299.5,4.607692308,0.850056559,33.3041465,126.1794537,정좌표
516,저지리498맛나게드시게,한식,제주특별자치도 제주시 한경면 중산간서로 3793,한경면,101,474.5,4.698019802,0.911260687,33.3422665,126.2558086,정좌표
517,한라당몰국수,한식,제주특별자치도 제주시 한경면 중산간서로 3645,한경면,69,321.0,4.652173913,0.583500768,33.3301746,126.2550713,정좌표
518,한양동식당,한식,"제주특별자치도 제주시 한경면 용금로 501, 1층 2호",한경면,11,52.0,4.727272727,0.410099766,33.3366069,126.2336296,정좌표
519,미온당,한식,제주특별자치도 제주시 한경면 중산간서로 3594,한경면,24,97.0,4.041666667,1.552814182,33.3258701,126.2526613,정좌표
520,수월식당,한식,제주특별자치도 제주시 한경면 고산로 32,한경면,2,9.0,4.5,0.707106781,33.3039323,126.1797276,정좌표
521,지서개식당,기타,"제주특별자치도 제주시 한경면 한경해안로 77, 1층",한경면,21,92.0,4.380952381,1.035673234,33.3328723,126.1697983,정좌표
522,아방도르다,한식,"제주특별자치도 제주시 한경면 두신로 68, 1층",한경면,10,43.5,4.35,1.334374593,33.3489619,126.182803,정좌표
523,뿌떡,분식,"제주특별자치도 제주시 한경면 용수1길 4, 1층",한경면,5,25.0,5.0,0.0,33.3220484,126.1688595,정좌표
524,명동식도락,한식,"제주특별자치도 제주시 한경면 녹차분재로 530, 1층",한경면,9,41.0,4.555555556,0.682112731,33.3257082,126.2552516,정좌표
525,달아래팥,한식,"제주특별자치도 제주시 한경면 낙수로 148, 1층",한경면,9,43.0,4.777777778,0.440958552,33.3240679,126.2291082,정좌표
526,서쪽하늘,까페,"제주특별자치도 제주시 한경면 한장중길 24-3, 1층 제1호",한경면,10,49.0,4.9,0.316227766,33.289235,126.1662584,정좌표
527,물통식당,한식,제주특별자치도 제주시 한경면 명이5길 20,한경면,287,1391.0,4.846689895,0.441526102,33.3190367,126.2707855,정좌표
528,청수청년곱창,한식,"제주특별자치도 제주시 한경면 연명로 344, 1층",한경면,10,49.0,4.9,0.316227766,33.3020455,126.2589933,정좌표
529,가자고산,한식,제주특별자치도 제주시 한경면 용고로 76,한경면,5,12.0,2.4,1.781852968,33.3014513,126.1793106,정좌표
530,양가형제,경양식,"제주특별자치도 제주시 한경면 청수동8길 3, 1층",한경면,10,44.5,4.45,1.403368962,33.3073725,126.2540944,정좌표
531,맛있는폴부엌,경양식,제주특별자치도 제주시 한경면 녹차분재로 568,한경면,10,48.0,4.8,0.421637021,33.3244002,126.2558172,정좌표
532,황토가든,한식,"제주특별자치도 제주시 한경면 두조로 260, 1층",한경면,1,5.0,5.0,,33.3430426,126.2096635,정좌표
533,진달래식당,기타,"제주특별자치도 제주시 한경면 용수3길 38, 1층",한경면,10,50.0,5.0,0.0,33.3246505,126.1659485,정좌표
534,수월봉가마솥순대국,한식,"제주특별자치도 제주시 한경면 고산서2길 18, 1층",한경면,9,44.0,4.888888889,0.333333333,33.3007773,126.1777823,정좌표
535,저바다에누워,기타,"제주특별자치도 제주시 한경면 판조로 3-5, 제2동 1~2층",한경면,10,47.5,4.75,0.790569415,33.351183,126.216621,정좌표
536,요나스,한식,"제주특별자치도 제주시 한경면 신한로 17, 1층",한경면,10,48.5,4.85,0.337474279,33.3496635,126.185099,정좌표
537,판포어촌계직영펜션식당,한식,"제주특별자치도 제주시 한경면 일주서로 4542, 1층",한경면,16,71.5,4.46875,1.189800403,33.3414039,126.1898997,정좌표
538,한질에칼국수,한식,제주특별자치도 제주시 한경면 두신로 76,한경면,11,53.0,4.818181818,0.603022689,33.3497362,126.1831059,정좌표
539,탐라반상,한식,제주특별자치도 제주시 한경면 녹차분재로 462,한경면,165,790.5,4.790909091,0.790709637,33.3148365,126.2734488,정좌표
540,트레이712,경양식,"제주특별자치도 제주시 한경면 용금로 858, 1층",한경면,18,73.0,4.055555556,1.161754364,33.3351221,126.226991,정좌표
541,채훈이네해장국,한식,제주특별자치도 제주시 한경면 두신로 69,한경면,218,1028.0,4.71559633,0.668125421,33.3493211,126.182527,정좌표
542,뚱보아저씨,한식,"제주특별자치도 제주시 한경면 중산간서로 3651, 1층",한경면,400,1780.5,4.45125,0.903625911,33.3306389,126.2554594,정좌표
543,세가름,한식,"제주특별자치도 제주시 한경면 신한로 20, 나동",한경면,15,61.5,4.1,1.213024555,33.349418,126.1850181,정좌표
544,아찌국밥,경양식,제주특별자치도 제주시 한경면 고산로 34,한경면,16,76.5,4.78125,0.446047456,33.3040485,126.1797177,정좌표
545,청은국수,경양식,"제주특별자치도 제주시 한경면 두신로 70, 1층",한경면,25,104.0,4.16,0.81291656,33.3491053,126.1828064,정좌표
546,풍차와전복,한식,"제주특별자치도 제주시 한경면 두모5길 59, 1층",한경면,98,430.0,4.387755102,1.068602065,33.3564038,126.1821222,정좌표
547,바람과언덕,기타,"제주특별자치도 제주시 한경면 노을해안로 1203-4, 1층",한경면,9,33.0,3.666666667,1.414213562,33.3071297,126.1684779,정좌표
548,중국집마씸,중국식,"제주특별자치도 제주시 한경면 두신로 78, 1층",한경면,121,527.5,4.359504132,1.049251996,33.3498359,126.1832048,정좌표
549,고산함지박,한식,제주특별자치도 제주시 한경면 고락로 4,한경면,15,67.5,4.5,0.981980506,33.3033042,126.1801143,정좌표
550,대물식당,한식,"제주특별자치도 제주시 한경면 노을해안로 1169, 1층",한경면,63,285.5,4.531746032,0.82732086,33.308573,126.1657849,정좌표
551,제주오름과바당,한식,"제주특별자치도 제주시 한경면 녹차분재로 531, 1층",한경면,60,266.5,4.441666667,0.892965288,33.3244002,126.2558172,정좌표
552,돈뜰,식육(숯불구이),"제주특별자치도 제주시 한경면 녹차분재로 619, 1층",한경면,119,576.0,4.840336134,0.441169349,33.3257082,126.2552516,정좌표
553,아파트먼트커피,기타,"제주특별자치도 제주시 한경면 청수서2길 96, 1층",한경면,2,9.5,4.75,0.353553391,33.3113329,126.2447042,정좌표
554,연리지가든,식육(숯불구이),"제주특별자치도 제주시 한경면 두조로 190-20, 다동 1층",한경면,96,384.5,4.005208333,1.524354551,33.3444986,126.2027639,정좌표
555,인판포,까페,제주특별자치도 제주시 한경면 일주서로 4533-21,한경면,10,42.0,4.2,0.823272602,33.3654338,126.1989556,정좌표
556,저지오름반점,중국식,제주특별자치도 제주시 한경면 중산간서로 3649,한경면,45,192.5,4.277777778,0.926599082,33.3304855,126.2553218,정좌표
557,제비상회,한식,"제주특별자치도 제주시 한경면 신한로 45, 1층",한경면,20,93.0,4.65,1.052565787,33.3484293,126.1876328,정좌표
558,백일,한식,제주특별자치도 제주시 한경면 두신로 88,한경면,8,35.5,4.4375,1.050085031,33.3505996,126.1837067,정좌표
559,춤추는짜장,분식,"제주특별자치도 제주시 한경면 일주서로 4187, 1층 1호",한경면,5,22.5,4.5,0.5,33.3402228,126.1818428,정좌표
560,가보카,한식,"제주특별자치도 제주시 한경면 명이2길 31, 1층",한경면,10,49.5,4.95,0.158113883,33.3173958,126.264702,정좌표
561,장수촌,한식,제주특별자치도 제주시 한경면 고산서2길 18,한경면,3,13.5,4.5,0.866025404,33.3007773,126.1777823,정좌표
562,이누팬,경양식,"제주특별자치도 제주시 한경면 고산로 33-3, 1층",한경면,7,33.5,4.785714286,0.56694671,33.3038593,126.1789271,정좌표
563,바람과노을,기타,"제주특별자치도 제주시 한경면 노을해안로 1150, 2층",한경면,12,44.5,3.708333333,1.117186672,33.3085269,126.1646779,정좌표
564,토리,한식,"제주특별자치도 제주시 한경면 녹차분재로 626, 1층",한경면,22,97.0,4.409090909,0.717740563,33.3244002,126.2558172,정좌표
565,더애월김치찌개전문점저지점,기타,제주특별자치도 제주시 한경면 저지12길 99,한경면,70,315.5,4.507142857,0.849095244,33.3397466,126.261347,정좌표
566,노을안에풍차,기타,"제주특별자치도 제주시 한경면 한경해안로 360, 1층",한경면,21,95.5,4.547619048,0.56799564,33.3368816,126.1647341,정좌표
567,해문달술,한식,"제주특별자치도 제주시 한경면 노을해안로 1174, 차귀낚시점 1층",한경면,17,85.0,5.0,0.0,33.3080639,126.1655615,정좌표
568,우리집아점,한식,"제주특별자치도 제주시 한림읍 한림로 242, 1층",한림읍,90,414.5,4.605555556,0.684886788,33.387882,126.2332862,정좌표
569,몽실이네,한식,제주특별자치도 제주시 한림읍 한림로 669-1,한림읍,4,17.0,4.25,0.866025404,33.414972,126.2645636,정좌표
570,모이모이,한식,제주특별자치도 제주시 한림읍 귀덕8길 39,한림읍,199,967.0,4.859296482,0.366255289,33.4406593,126.2898087,정좌표
571,칠일칠팔,한식,제주특별자치도 제주시 한림읍 문화길 5,한림읍,8,39.0,4.875,0.353553391,33.4141919,126.2621603,정좌표
572,두마리찜닭두찜제주한림점,통닭(치킨),제주특별자치도 제주시 한림읍 한림중앙로 41,한림읍,10,46.0,4.6,0.774596669,33.4111115,126.2655863,정좌표
573,마당집,식육(숯불구이),"제주특별자치도 제주시 한림읍 한림로12길 1-4, 1층",한림읍,17,80.0,4.705882353,0.685994341,33.415472,126.2655641,정좌표
574,대문집,한식,제주특별자치도 제주시 한림읍 한림로 484,한림읍,10,39.5,3.95,1.739252713,33.4026902,126.2519622,정좌표
575,돈지정가든,한식,제주특별자치도 제주시 한림읍 금악로 1-1,한림읍,3,12.0,4.0,0.866025404,33.3574905,126.295638,정좌표
576,제주도민상회본점,한식,제주특별자치도 제주시 한림읍 한림로3길 8,한림읍,661,3054.0,4.620272315,0.884366192,33.4132616,126.260303,정좌표
577,돌갱이네집,호프/통닭,"제주특별자치도 제주시 한림읍 한림로 329-6, 1층",한림읍,10,49.0,4.9,0.316227766,33.393627,126.2399044,정좌표
578,야미야미한림점,식육(숯불구이),제주특별자치도 제주시 한림읍 명랑로 10,한림읍,2,8.5,4.25,1.060660172,33.4144928,126.2659416,정좌표
579,고향숯불막창한림점,기타,"제주특별자치도 제주시 한림읍 한림로4길 31, 1층",한림읍,10,43.5,4.35,1.131616346,33.4103808,126.2632295,정좌표
580,금능이모네,기타,"제주특별자치도 제주시 한림읍 금능길 55, 1층",한림읍,10,49.5,4.95,0.158113883,33.3881374,126.2294884,정좌표
581,누산타라,기타,"제주특별자치도 제주시 한림읍 한림로 649-1, 1층",한림읍,2,5.5,2.75,2.474873734,33.4140322,126.2626655,정좌표
582,제주코,기타,"제주특별자치도 제주시 한림읍 중산간서로 4494, 1층",한림읍,8,33.0,4.125,1.217432896,33.3726752,126.2845786,정좌표
583,콩마루순두부짬뽕,기타,"제주특별자치도 제주시 한림읍 한림로 638, 1층",한림읍,10,41.5,4.15,1.434689281,33.4131707,126.2619205,정좌표
584,돈해상,기타,"제주특별자치도 제주시 한림읍 귀덕11길 39, 1층",한림읍,10,42.5,4.25,1.379412113,33.4461793,126.2960732,정좌표
585,사형제,횟집,"제주특별자치도 제주시 한림읍 한림상로 273, 1~2층",한림읍,7,28.5,4.071428571,1.742330131,33.4224146,126.2663991,정좌표
586,오늘은고기한림점,식육(숯불구이),"제주특별자치도 제주시 한림읍 한림중앙로 46, 1층",한림읍,5,24.5,4.9,0.223606798,33.4044889,126.2697728,정좌표
587,민경이네,한식,제주특별자치도 제주시 한림읍 비양도길 275,한림읍,5,25.0,5.0,0.0,33.4064952,126.2311994,정좌표
588,수구레해장국5호점,한식,제주특별자치도 제주시 한림읍 한림로3길 8-9,한림읍,5,19.0,3.8,0.908295106,33.4138845,126.260941,정좌표
589,새하네식탁,까페,"제주특별자치도 제주시 한림읍 한림해안로 460, 1층",한림읍,68,320.0,4.705882353,0.554730633,33.4367966,126.2704561,정좌표
590,이서순대국밥,한식,제주특별자치도 제주시 한림읍 한림해안로 162,한림읍,19,86.0,4.526315789,0.696692268,33.4166615,126.2633377,정좌표
591,비양도,일식,제주특별자치도 제주시 한림읍 한림로 167,한림읍,21,87.0,4.142857143,0.808437647,33.3860678,126.2258574,정좌표
592,독개물항,일식,"제주특별자치도 제주시 한림읍 한림로 478, 1층",한림읍,763,3320.5,4.351900393,1.12111958,33.4018706,126.2516959,정좌표
593,한림바다생태체험마을,일식,제주특별자치도 제주시 한림읍 한림해안로 200,한림읍,72,315.5,4.381944444,0.9622928,33.4197809,126.2628316,정좌표
594,대금,한식,제주특별자치도 제주시 한림읍 옹포1길 6,한림읍,7,32.5,4.642857143,0.475594866,33.4025174,126.2510864,정좌표
595,뼈대감,한식,제주특별자치도 제주시 한림읍 한림중앙로 61-2,한림읍,70,325.0,4.642857143,0.812684125,33.4094157,126.2663542,정좌표
596,남성해장국,한식,제주특별자치도 제주시 한림읍 한림상로 230,한림읍,16,75.0,4.6875,0.512347538,33.4188203,126.268211,정좌표
597,금수강산바다장어,한식,제주특별자치도 제주시 한림읍 사가동길 17,한림읍,3,11.0,3.666666667,1.154700538,33.4156209,126.2629994,정좌표
598,영림흑돼지가든,한식,제주특별자치도 제주시 한림읍 한수풀로 30,한림읍,21,96.5,4.595238095,0.583503377,33.4177892,126.266104,정좌표
599,제주하늘집,한식,"제주특별자치도 제주시 한림읍 한림로 475, 지1층",한림읍,276,1262.5,4.574275362,1.025541728,33.3989324,126.2421759,정좌표
600,페리카나한림분점,호프/통닭,제주특별자치도 제주시 한림읍 한림중앙로 3-1,한림읍,6,27.0,4.5,0.836660027,33.4143077,126.2649541,정좌표
601,한림족발,한식,"제주특별자치도 제주시 한림읍 한림상로 219, 1층",한림읍,24,117.5,4.895833333,0.294114983,33.4178678,126.2679859,정좌표
602,도르르김밥,한식,"제주특별자치도 제주시 한림읍 일주서로 5903-6, 1층",한림읍,25,111.5,4.46,0.720532211,33.4449056,126.2966756,정좌표
603,착한스시,일식,"제주특별자치도 제주시 한림읍 협재2길 18, 동양빌리지 1층",한림읍,236,1138.5,4.824152542,0.559073438,33.3923698,126.2416493,정좌표
604,한림국수집,한식,제주특별자치도 제주시 한림읍 한림상로 158,한림읍,14,68.0,4.857142857,0.412710153,33.412296,126.2689984,정좌표
605,옹포바다,한식,"제주특별자치도 제주시 한림읍 옹포1길 24, 1층",한림읍,116,526.5,4.538793103,0.955876247,33.4038406,126.2517757,정좌표
606,투존치킨협재점,패스트푸드,제주특별자치도 제주시 한림읍 한림로 127,한림읍,10,45.5,4.55,0.497214463,33.3852479,126.2212993,정좌표
607,씨리얼제주,기타,"제주특별자치도 제주시 한림읍 명랑로 26, 1층",한림읍,138,636.0,4.608695652,0.666560872,33.414175,126.267655,정좌표
608,오태식해바라기치킨한림점,호프/통닭,"제주특별자치도 제주시 한림읍 대림4길 20, 101호",한림읍,12,53.0,4.416666667,0.668557923,33.4194328,126.2661745,정좌표
609,백부장집,뷔페식,"제주특별자치도 제주시 한림읍 한림중앙로 64, 1층",한림읍,40,142.5,3.5625,1.699123077,33.4089912,126.265851,정좌표
610,모래알,분식,제주특별자치도 제주시 한림읍 한림로 349-1,한림읍,55,245.0,4.454545455,0.702328978,33.3945434,126.2409499,정좌표
611,국수와야식,한식,제주특별자치도 제주시 한림읍 한림로 668,한림읍,2,10.0,5.0,0.0,33.4144183,126.2645499,정좌표
612,한림옹포왕코다리전문점,한식,"제주특별자치도 제주시 한림읍 한림해안로 8, 103호",한림읍,48,227.0,4.729166667,0.627035692,33.3895279,126.2392884,정좌표
613,한림도새기,식육(숯불구이),"제주특별자치도 제주시 한림읍 한림상로 149, 1층 1호",한림읍,38,174.0,4.578947368,0.850487267,33.4120751,126.2679633,정좌표
614,땅땅치킨한림점,한식,"제주특별자치도 제주시 한림읍 한림상로 146, 1층",한림읍,16,72.0,4.5,0.658280589,33.4116487,126.2681556,정좌표
615,푸른솔샘,한식,제주특별자치도 제주시 한림읍 중산간서로 4280,한림읍,31,121.0,3.903225806,1.287240944,33.3568939,126.2948654,정좌표
616,황칠이야기,한식,"제주특별자치도 제주시 한림읍 옹포6길 5, 1층",한림읍,10,46.0,4.6,0.699205899,33.4031346,126.2526637,정좌표
617,아이스데이,한식,"제주특별자치도 제주시 한림읍 명월성로 18, 1층",한림읍,10,47.0,4.7,0.53748385,33.504269,126.5410236,정좌표
618,지희네,탕류(보신용),제주특별자치도 제주시 한림읍 한림중앙로 26,한림읍,1,4.0,4.0,,33.4123031,126.2646629,정좌표
619,파라토도스,기타,"제주특별자치도 제주시 한림읍 금능길 87, 2~3층",한림읍,373,1648.0,4.418230563,0.858631119,33.3891272,126.2325092,정좌표
620,수일통닭한림점,기타,"제주특별자치도 제주시 한림읍 한림로 475, 지하1층",한림읍,10,45.5,4.55,0.550252467,33.3989324,126.2421759,정좌표
621,캘리포니아,까페,"제주특별자치도 제주시 한림읍 금악남1길 8, 1층",한림읍,8,35.5,4.4375,0.903860767,33.3570393,126.2983035,정좌표
622,돌고래식당,기타,"제주특별자치도 제주시 한림읍 한림해안로 139, 한림항 선원복지회관 1층",한림읍,5,21.0,4.2,1.524795068,33.4151701,126.2611176,정좌표
623,제주협재밥집술집홍대부부,기타,"제주특별자치도 제주시 한림읍 협재4길 9, 1층",한림읍,10,39.5,3.95,1.212206436,33.3945924,126.2424977,정좌표
624,놀부네,한식,"제주특별자치도 제주시 한림읍 한림남길 4, 1층",한림읍,8,34.5,4.3125,0.59386747,33.4116655,126.2685208,정좌표
625,기똥찬양꼬치,한식,"제주특별자치도 제주시 한림읍 한림로 687, 1층",한림읍,8,35.5,4.4375,0.562995813,33.4160916,126.2649401,정좌표
626,곱창스튜디오,한식,"제주특별자치도 제주시 한림읍 한림로19길 10, 1층",한림읍,8,38.5,4.8125,0.372011905,33.4172059,126.2637784,정좌표
627,수우동,한식,"제주특별자치도 제주시 한림읍 협재1길 11, 1층",한림읍,277,1145.5,4.135379061,1.02092826,33.3965751,126.2425147,정좌표
628,해물창고,한식,"제주특별자치도 제주시 한림읍 한림북동길 7, 2층 224호",한림읍,5,23.0,4.6,0.894427191,33.4158571,126.2637709,정좌표
629,호텔샌드,까페,"제주특별자치도 제주시 한림읍 한림로 339, 1층",한림읍,10,43.0,4.3,0.714920353,33.3940557,126.2405094,정좌표
630,신스버거,기타,"제주특별자치도 제주시 한림읍 월령2길 2, 1층",한림읍,10,49.5,4.95,0.158113883,33.3746401,126.2166188,정좌표
631,한림대덕,한식,제주특별자치도 제주시 한림읍 한림로5길 17,한림읍,1,5.0,5.0,,33.4167713,126.2642302,정좌표
632,비양,기타,"제주특별자치도 제주시 한림읍 옹포3길 25-2, 1층",한림읍,10,43.5,4.35,1.106797181,33.4053831,126.2520877,정좌표
633,장수골,한식,제주특별자치도 제주시 한림읍 한림상로 150,한림읍,8,34.0,4.25,0.88640526,33.4118152,126.2683931,정좌표
634,후원,한식,"제주특별자치도 제주시 한림읍 한림로 503, 1층",한림읍,10,43.0,4.3,1.398411798,33.4041634,126.2529269,정좌표
635,제주산책,일식,"제주특별자치도 제주시 한림읍 한림로 698, 1층",한림읍,3,12.0,4.0,0.5,33.4168891,126.2651092,정좌표
636,통큰코다리,한식,"제주특별자치도 제주시 한림읍 협재2길 10-1, 1층",한림읍,25,115.0,4.6,0.478713554,33.3917519,126.2419452,정좌표
637,돈까스집,한식,"제주특별자치도 제주시 한림읍 한림로 655-1, 1층",한림읍,9,37.0,4.111111111,1.244432044,33.4144376,126.2631573,정좌표
638,제주미친흑돈,식육(숯불구이),"제주특별자치도 제주시 한림읍 한림해안로 534, 다동 1층",한림읍,10,43.5,4.35,1.395429046,33.43666,126.2748879,정좌표
639,비타민국수,기타,제주특별자치도 제주시 한림읍 한림로 661,한림읍,10,39.5,3.95,1.363207003,33.4144793,126.2637553,정좌표
640,비양도봄날,중국식,"제주특별자치도 제주시 한림읍 비양도길 62, 1층",한림읍,2,9.0,4.5,0.707106781,33.4049998,126.2253511,정좌표
641,인제주,까페,"제주특별자치도 제주시 한림읍 명월성로 137-14, 2층",한림읍,10,46.5,4.65,0.625832779,33.3966652,126.2636389,정좌표
642,협재해물라면쪼꼴락상회,한식,"제주특별자치도 제주시 한림읍 협재4길 9, 1층",한림읍,218,967.5,4.438073394,1.015805941,33.3945924,126.2424977,정좌표
643,해담은,회집,제주특별자치도 제주시 한림읍 강구로 70-2,한림읍,2,7.5,3.75,1.767766953,33.4095004,126.2754724,정좌표
644,제주나무처럼,기타,"제주특별자치도 제주시 한림읍 홍수암로 3-1, 1층",한림읍,335,1633.0,4.874626866,0.378043848,33.3844265,126.2262826,정좌표
645,가리비안의해적,한식,"제주특별자치도 제주시 한림읍 한림로 335, D동 2층",한림읍,9,41.5,4.611111111,0.697216689,33.3989324,126.2421759,정좌표
