Column2,name,upjong,address_x,category,평점_건수,평점_합계,평점_평균,평점_표준편차,Latitude,Longitude,상태
747,혜화동돈까스극장제주삼화점,기타,"제주특별자치도 제주시 삼봉로 39, 1동 1층 (도련이동)",제주시,6,27,4.5,0.836660027,33.5186213,126.5889811,정좌표
748,바다사랑채,한식,"제주특별자치도 제주시 테우해안로 132, 1층 (이호일동)",제주시,10,47.5,4.75,0.353553391,33.4977677,126.44805,정좌표
749,춤추는돼지,기타,"제주특별자치도 제주시 건주로4길 34, 에이플러스타워 1층 107호 (도련일동)",제주시,9,41.5,4.611111111,0.857969178,33.5166785,126.5790859,정좌표
750,베이징덕,기타,"제주특별자치도 제주시 노연로 25, 금경빌딩 1층 (노형동)",제주시,9,40.5,4.5,0.75,33.4862605,126.4828661,정좌표
751,올웨이즈,기타,"제주특별자치도 제주시 조천읍 조함해안로 432-19, 1층 101호",제주시,1,5,5,,33.5448874,126.6621194,정좌표
752,선장과해녀,기타,"제주특별자치도 제주시 조천읍 조함해안로 432-19, 2층",제주시,10,47.5,4.75,0.424918293,33.5448874,126.6621194,정좌표
753,밍떰본점,기타,"제주특별자치도 제주시 남광로2길 43-13, 1층 (이도이동)",제주시,9,41.5,4.611111111,0.485912658,33.4893506,126.540243,정좌표
754,쿠루미,기타,"제주특별자치도 제주시 연문6길 6, 1층 (연동)",제주시,1,5,5,,33.4926944,126.5012712,정좌표
755,고집돌우럭함덕점,한식,"제주특별자치도 제주시 조천읍 신북로 491-9, 2층",제주시,10,49,4.9,0.210818511,33.5430312,126.6627219,정좌표
756,아라스시,기타,"제주특별자치도 제주시 인다9길 8, 1층 (아라일동)",제주시,10,37,3.7,1.584648577,33.4261379,126.5626925,정좌표
757,노형짬뽕,기타,"제주특별자치도 제주시 월광로 33, 1층 (노형동)",제주시,10,49.5,4.95,0.158113883,33.4893239,126.4708027,정좌표
758,박여사네,기타,"제주특별자치도 제주시 조천읍 신북로 467-1, 1층",제주시,10,43.5,4.35,0.747217059,33.5438291,126.6603818,정좌표
759,도두반점제주사수본점,기타,"제주특별자치도 제주시 서해안로 317, 2층 (도두이동)",제주시,10,45.5,4.55,0.437797518,33.5055899,126.4897243,정좌표
760,토닥토닥,기타,제주특별자치도 제주시 관덕로15길 7 (일도일동),제주시,10,44.5,4.45,0.643341969,33.5137998,126.5268072,정좌표
761,비스듬히,기타,"제주특별자치도 제주시 중앙로11길 1, 2층 203호 (이도일동)",제주시,3,12.5,4.166666667,0.763762616,33.5125758,126.5252426,정좌표
762,제주전유화,기타,"제주특별자치도 제주시 중앙로11길 1, 2층 210호 (이도일동)",제주시,1,4,4,,33.5125758,126.5252426,정좌표
763,떡갈비먹젠,기타,"제주특별자치도 제주시 중앙로11길 1, 2층 207호 (이도일동)",제주시,9,41,4.555555556,0.98248551,33.5125758,126.5252426,정좌표
764,바론,기타,"제주특별자치도 제주시 신광로1길 14, 1층 (연동)",제주시,10,47.5,4.75,0.424918293,33.4931034,126.4933597,정좌표
765,반주,기타,"제주특별자치도 제주시 성신로1길 21, 2층 (연동)",제주시,8,35.5,4.4375,1.399936223,33.4918016,126.4879708,정좌표
766,서쪽부엌,기타,"제주특별자치도 제주시 중앙로 537, 1층 (아라일동)",제주시,8,39,4.875,0.231455025,33.4814679,126.5411458,정좌표
767,어디가맨,기타,"제주특별자치도 제주시 중앙로 537, 1층 (아라일동)",제주시,9,38.5,4.277777778,1.003466215,33.4814679,126.5411458,정좌표
768,대풍미락정육식당함덕본점,기타,"제주특별자치도 제주시 조천읍 조함해안로 450, 가동 2~4층",제주시,9,40.5,4.5,1.322875656,33.5440366,126.6537771,정좌표
769,기꾸스시,기타,"제주특별자치도 제주시 중앙로 73, 1층 (이도일동)",제주시,10,34.5,3.45,1.342675604,33.5030704,126.5285942,정좌표
770,고봉강선생,기타,"제주특별자치도 제주시 중앙로11길 1, 2층 209호 (이도일동)",제주시,3,15,5,0,33.5125758,126.5252426,정좌표
771,착한혼밥,기타,"제주특별자치도 제주시 중앙로11길 1, 2층 205호 (이도일동)",제주시,10,42,4.2,1.456784892,33.5125758,126.5252426,정좌표
772,수문미트,기타,"제주특별자치도 제주시 다랑곶4길 48, 1층 (노형동)",제주시,2,3.5,1.75,1.767766953,33.4901927,126.4781988,정좌표
773,홀리브,기타,"제주특별자치도 제주시 조천읍 조천16길 44, 1층",제주시,8,39.5,4.9375,0.176776695,33.5375717,126.6442764,정좌표
774,이태리너랑같이제주,기타,"제주특별자치도 제주시 서광로20길 3-11, 1층 (삼도일동)",제주시,9,43.5,4.833333333,0.353553391,33.4992495,126.5227235,정좌표
775,거당순대국밥,기타,"제주특별자치도 제주시 선사로8길 70, 1층 (삼양일동)",제주시,4,18,4.5,0.577350269,33.5219755,126.5876628,정좌표
776,담소락,기타,"제주특별자치도 제주시 조천읍 함덕서1길 7-3, 1층",제주시,10,42.5,4.25,1.532064693,33.5410853,126.6588587,정좌표
777,안녕함덕,기타,"제주특별자치도 제주시 조천읍 함덕로 10, 3층",제주시,10,48,4.8,0.632455532,33.5409595,126.6737938,정좌표
778,어멍식당,기타,"제주특별자치도 제주시 조천읍 와흘로 357, 1층",제주시,9,31.5,3.5,1.820027472,33.4742743,126.6447026,정좌표
779,신이내린닭삼화점,기타,"제주특별자치도 제주시 지석12길 14, 1층 102호 (삼양이동)",제주시,6,30,5,0,33.5203869,126.5846156,정좌표
780,함덕육삼김치찌개,기타,"제주특별자치도 제주시 조천읍 함와로 10, 1층",제주시,10,45.5,4.55,0.95597536,33.5145232,126.6777359,정좌표
781,서울옛날떡볶이,기타,"제주특별자치도 제주시 남녕로 47, 1층 (노형동)",제주시,1,5,5,,33.4913859,126.4797048,정좌표
782,생길국수,기타,"제주특별자치도 제주시 전농로 109, 제덕빌딩 1층 (삼도이동)",제주시,5,25,5,0,33.5044915,126.5250171,정좌표
783,연지네,기타,"제주특별자치도 제주시 신성로 51, 1층 (도남동)",제주시,10,47,4.7,0.421637021,33.4959335,126.5250611,정좌표
784,대팽,기타,"제주특별자치도 제주시 도령로7길 32-2, 1층 101호 (연동)",제주시,1,5,5,,33.4913297,126.4837257,정좌표
785,코로웨이니,기타,"제주특별자치도 제주시 신광로 41, 3층 (연동)",제주시,9,43,4.777777778,0.666666667,33.4884212,126.4903667,정좌표
786,돈소금,기타,"제주특별자치도 제주시 고전길 19, 1층 (이도일동)",제주시,4,19,4.75,0.5,33.5075927,126.5250011,정좌표
787,명륜진사갈비외도점,기타,"제주특별자치도 제주시 우령2길 42, 1층 (외도일동)",제주시,9,40,4.444444444,0.39086798,33.4855478,126.431419,정좌표
788,대중적한우,기타,"제주특별자치도 제주시 연삼로 541, 1층 (일도이동)",제주시,9,42,4.666666667,0.5,33.5029625,126.553699,정좌표
789,두더지식당제주,기타,"제주특별자치도 제주시 박성내서길 14, 1층 (이도이동)",제주시,10,40.5,4.05,0.643341969,33.4916956,126.5407923,정좌표
790,정직한우명가,기타,"제주특별자치도 제주시 가령로4길 4, 1층 (이도이동)",제주시,9,42,4.666666667,0.559016994,33.4975755,126.5347713,정좌표
791,싱싱촘맛집,기타,"제주특별자치도 제주시 조천읍 조함해안로 430-1, 1층",제주시,10,45,4.5,0.971825316,33.5451876,126.6609508,정좌표
792,조천연대해장국,한식,"제주특별자치도 제주시 조천읍 조천북6길 6, 나동 1층",제주시,8,35.5,4.4375,0.495515604,33.5344076,126.6342455,정좌표
793,칠프로칠백식당제주직영점,한식,"제주특별자치도 제주시 진군중길 18, 1층 (노형동)",제주시,9,44,4.888888889,0.333333333,33.4774178,126.479399,정좌표
794,숙희네흑돼지,기타,"제주특별자치도 제주시 삼무로3길 16, 1층 100호 (연동)",제주시,9,33,3.666666667,1.479019946,33.4904961,126.4943248,정좌표
795,제주인양,기타,"제주특별자치도 제주시 동광로5길 28, 1층 (이도일동)",제주시,5,22,4.4,0.894427191,33.5039762,126.5306596,정좌표
796,어머니맛집,기타,"제주특별자치도 제주시 인다2길 6, 1층 (아라일동)",제주시,8,37,4.625,0.51754917,33.4719786,126.5501884,정좌표
797,거로집,기타,"제주특별자치도 제주시 일주동로 100-1, 1층 (화북일동)",제주시,7,32,4.571428571,0.607492896,33.515001,126.5575435,정좌표
798,버드나무,기타,"제주특별자치도 제주시 조천읍 신북로 540, 1층",제주시,10,25.5,2.55,1.935774321,33.5409078,126.6674692,정좌표
799,은영이네국수,기타,"제주특별자치도 제주시 성신로 26, 1층 (연동)",제주시,10,49,4.9,0.316227766,33.4920277,126.4851414,정좌표
800,착한낙지,기타,"제주특별자치도 제주시 수덕5길 15, 1층 (노형동, 화인빌라)",제주시,9,45,5,0,33.48582,126.4755373,정좌표
801,노가리앤비어함덕점,기타,"제주특별자치도 제주시 조천읍 신북로 540, 2층",제주시,9,33.5,3.722222222,1.52297224,33.5409078,126.6674692,정좌표
802,최박사네순대앤바베큐,기타,"제주특별자치도 제주시 구남로7길 36, 상가동 1층 101호 (이도이동, 주공1아파트)",제주시,5,20,4,0.612372436,33.4924001,126.5337884,정좌표
803,백년귤화다,기타,"제주특별자치도 제주시 중앙로11길 1, 1층 (이도일동)",제주시,9,43.5,4.833333333,0.353553391,33.5125758,126.5252426,정좌표
804,동문참식당,기타,"제주특별자치도 제주시 관덕로14길 16, 제1호 1층 (이도일동)",제주시,10,31,3.1,1.349897115,33.511714,126.5260773,정좌표
805,팔오회센타,기타,"제주특별자치도 제주시 도남로12길 9, 1층 (도남동)",제주시,1,3.5,3.5,,33.4926101,126.5273954,정좌표
806,선영이네고기집,기타,"제주특별자치도 제주시 달마루길 28, 정현빌 1층 (노형동)",제주시,9,45,5,0,33.4897728,126.4741763,정좌표
807,별헤는밤,기타,"제주특별자치도 제주시 전농로 28-1, 1층 (삼도일동)",제주시,6,28.5,4.75,0.418330013,33.504237,126.5162377,정좌표
808,민서네,기타,"제주특별자치도 제주시 구산로1길 24, 1층 (아라일동)",제주시,10,48,4.8,0.421637021,33.4834064,126.5374808,정좌표
809,제주하르방곰탕,기타,"제주특별자치도 제주시 동문로 6-8, 1층 (일도일동)",제주시,10,39.5,3.95,0.926462807,33.512215,126.5271214,정좌표
810,우등생,기타,"제주특별자치도 제주시 인다2길 28, 1층 (아라일동)",제주시,10,47,4.7,0.421637021,33.4719786,126.5501884,정좌표
811,옛날아우내순대노형점,기타,"제주특별자치도 제주시 우평로 11, 1층 (노형동)",제주시,9,41.5,4.611111111,0.54645321,33.4789794,126.4649274,정좌표
812,언플러그,기타,"제주특별자치도 제주시 해안마을길 43, 지하1층 (해안동)",제주시,9,43.5,4.833333333,0.25,33.4545361,126.4556278,정좌표
813,제주세호해장국연동직영점,기타,"제주특별자치도 제주시 신광로 12, 1층 101호 (연동)",제주시,10,35.5,3.55,1.69066062,33.4910943,126.4899932,정좌표
814,어부밥상,기타,"제주특별자치도 제주시 동문로2길 10, B동 3호 2층 (일도일동)",제주시,2,10,5,0,33.512304,126.5267163,정좌표
815,돈플라이,기타,"제주특별자치도 제주시 연동7길 20, 1층 (연동)",제주시,2,8,4,0,33.4882285,126.4906078,정좌표
816,노형집밥,기타,"제주특별자치도 제주시 다랑곶1길 9, 1층 (노형동)",제주시,10,45,4.5,0.666666667,33.4875826,126.478266,정좌표
817,훈남횟집,횟집,"제주특별자치도 제주시 조천읍 함덕13길 7, 1층",제주시,10,47.5,4.75,0.353553391,33.5420803,126.6679293,정좌표
818,서자매김밥,기타,"제주특별자치도 제주시 원노형로 41-1, 1층 (노형동)",제주시,10,44.5,4.45,1.09163486,33.4850291,126.4852364,정좌표
819,외도아나고,기타,"제주특별자치도 제주시 우정로4길 3-5, 1층 (외도일동)",제주시,2,10,5,0,33.4917078,126.4301825,정좌표
820,정실국수,기타,"제주특별자치도 제주시 아연로 208, 1층 (오라이동)",제주시,4,17.5,4.375,0.478713554,33.467786,126.51025,정좌표
821,미쁨김밥,기타,"제주특별자치도 제주시 삼봉로 113-2, 1층 (도련일동)",제주시,9,39,4.333333333,0.661437828,33.5113586,126.5894034,정좌표
822,제주공간,기타,"제주특별자치도 제주시 노연로 34, 2층 (노형동)",제주시,7,29.5,4.214285714,0.951189731,33.4858348,126.4838096,정좌표
823,시쟈덕,기타,"제주특별자치도 제주시 신광로8길 20, 1층 (연동)",제주시,6,30,5,0,33.4870576,126.488189,정좌표
824,우돈숯불,기타,"제주특별자치도 제주시 다랑곶길 27, 1층 105호 (노형동, 대성빌라)",제주시,8,39,4.875,0.353553391,33.4884754,126.4806433,정좌표
825,부가네얼큰이첨단점,기타,"제주특별자치도 제주시 첨단로 199, 지하1층 B101호 (영평동)",제주시,10,49.5,4.95,0.158113883,33.4564727,126.5714479,정좌표
826,함덕골오리회전구이,기타,"제주특별자치도 제주시 선사로8길 18, 1층 (삼양일동)",제주시,4,16,4,1.414213562,33.5257845,126.58773,정좌표
827,24시제주해장국,기타,"제주특별자치도 제주시 삼무로 45, 1층 (연동)",제주시,9,41.5,4.611111111,0.697216689,33.490111,126.4916479,정좌표
828,용범이네인계동껍데기노형점,기타,"제주특별자치도 제주시 원노형로 54, 1층 (노형동)",제주시,10,37.5,3.75,1.41911553,33.4838119,126.4845625,정좌표
829,지금보고싶다제주시청점,기타,"제주특별자치도 제주시 광양8길 1-2, 1층 (이도이동)",제주시,1,5,5,,33.499771,126.5291961,정좌표
830,쿠웨이트삼화점,한식,"제주특별자치도 제주시 화삼로 7, 티엠빌딩 107호 (화북일동)",제주시,7,33,4.714285714,0.56694671,33.5143764,126.5791822,정좌표
831,인생야채곱창,기타,"제주특별자치도 제주시 신설로 55, 지하1층 B105호 (이도이동, 한일베라체아파트)",제주시,9,42.5,4.722222222,0.440958552,33.4929335,126.5473827,정좌표
832,명륜진사갈비연동점,기타,"제주특별자치도 제주시 원노형로 54, 2층 (노형동)",제주시,10,37,3.7,1.316561177,33.4838119,126.4845625,정좌표
833,폴스키친,기타,"제주특별자치도 제주시 조천읍 신북로 138, 1층",제주시,10,49.5,4.95,0.158113883,33.5352183,126.6279621,정좌표
834,빈대떡신사,기타,"제주특별자치도 제주시 다랑곶4길 17, 1층 101호 (노형동, 별두빌라)",제주시,1,3,3,,33.4881914,126.4800511,정좌표
835,만배식당,기타,"제주특별자치도 제주시 도두항길 4-4, 1층 (도두일동)",제주시,7,30.5,4.357142857,0.944911183,33.5057567,126.4675531,정좌표
836,제주의온도,기타,"제주특별자치도 제주시 선덕로5길 20-1, 1층 (연동)",제주시,5,24.5,4.9,0.223606798,33.4878935,126.4997755,정좌표
837,24시얼큰시원생고기김치찌개아라점,기타,"제주특별자치도 제주시 중앙로 521, 1층 (아라일동)",제주시,9,40.5,4.5,0.612372436,33.4814679,126.5411458,정좌표
838,미미야족발,기타,"제주특별자치도 제주시 월랑로6길 15, 1층 (노형동)",제주시,3,13,4.333333333,1.154700538,33.4891265,126.4781561,정좌표
839,희야국수,기타,"제주특별자치도 제주시 다호5길 11, 1층 (도두이동)",제주시,10,43,4.3,1.159501809,33.5027912,126.4892074,정좌표
840,토박이장터,한식,제주특별자치도 제주시 귀아랑길 21 (연동),제주시,4,16.5,4.125,1.181453907,33.4916243,126.4976269,정좌표
841,제주옹기설렁탕,한식,제주특별자치도 제주시 문송길 27 (연동),제주시,9,38,4.222222222,0.794949335,33.4872992,126.4974531,정좌표
842,강사또,한식,"제주특별자치도 제주시 용화로 16, 1층 (용담이동)",제주시,9,42,4.666666667,0.559016994,33.5097457,126.5052274,정좌표
843,나와바리,한식,제주특별자치도 제주시 조천읍 신촌북2길 33,제주시,3,14,4.666666667,0.577350269,33.5376882,126.6198873,정좌표
844,화산양꼬치3호점,식육(숯불구이),제주특별자치도 제주시 월랑로 59 (노형동),제주시,10,40,4,1.333333333,33.490218,126.4742473,정좌표
845,황금어장,한식,제주특별자치도 제주시 사장길 14 (연동),제주시,319,1163,3.645768025,1.452033693,33.4843876,126.4954118,정좌표
846,추자본섬연동점,횟집,제주특별자치도 제주시 선덕로 14-1 (연동),제주시,10,44.5,4.45,0.761941963,33.4854198,126.4982215,정좌표
847,큰맘할매순대국밥,한식,제주특별자치도 제주시 구남동5길 42 (아라이동),제주시,22,100.5,4.568181818,0.660004591,33.4901862,126.5402105,정좌표
848,제주통큰장어,한식,제주특별자치도 제주시 청귤로3길 50 (이도이동),제주시,71,296.5,4.176056338,1.265189403,33.5015724,126.5421719,정좌표
849,숙이네국수,한식,"제주특별자치도 제주시 고마로 29, 1층 (일도이동)",제주시,8,35,4.375,0.83452296,33.5115173,126.5388484,정좌표
850,미양양,식육(숯불구이),"제주특별자치도 제주시 도남로 62, 1층 (도남동)",제주시,16,77,4.8125,0.359397644,33.4948055,126.5274755,정좌표
851,장우보양탕,탕류(보신용),제주특별자치도 제주시 신산로 42 (일도이동),제주시,1,4,4,,33.5096929,126.5326326,정좌표
852,로우허판,중국식,"제주특별자치도 제주시 성신로 15, 1층 제1호 (연동)",제주시,18,78.5,4.361111111,0.80083698,33.4911241,126.4852712,정좌표
853,밥이보약,한식,제주특별자치도 제주시 도령로 11 (노형동),제주시,17,74,4.352941176,1.271867548,33.4870338,126.480563,정좌표
854,맛드림,기타,"제주특별자치도 제주시 일주동로 350-2, 1층 제1호 (삼양이동)",제주시,4,17,4.25,0.957427108,33.5209896,126.5838194,정좌표
855,복자네,한식,"제주특별자치도 제주시 진동로3길 34, 1층 (화북일동)",제주시,13,59,4.538461538,1.24935881,33.5202404,126.5670524,정좌표
856,석정삼계탕,한식,제주특별자치도 제주시 진서로 33-3 (화북일동),제주시,10,48,4.8,0.421637021,33.5215056,126.5624128,정좌표
857,어하영,한식,"제주특별자치도 제주시 임항로 266, 102호 (건입동,장원마리나아파트)",제주시,2,10,5,0,33.5170951,126.538253,정좌표
858,큰가름본점,탕류(보신용),"제주특별자치도 제주시 도남로 65, 101호 (도남동)",제주시,12,57,4.75,0.452267017,33.4944634,126.5279784,정좌표
859,추렴,식육(숯불구이),"제주특별자치도 제주시 조천읍 신북로 24-1, 1층",제주시,2,8,4,1.414213562,33.5386704,126.6458435,정좌표
860,추자향기,한식,제주특별자치도 제주시 추자면 추자로 42,제주시,6,25,4.166666667,0.683130051,33.9627928,126.2953354,정좌표
861,울돌목광양,한식,제주특별자치도 제주시 광양13길 24 (이도이동),제주시,2,10,5,0,33.4995545,126.5328338,정좌표
862,선이네밥집,한식,"제주특별자치도 제주시 조천읍 신북로 262, 조천리사무소 1층",제주시,74,334,4.513513514,0.847934529,33.5379276,126.6399375,정좌표
863,스카이리더스,경양식,"제주특별자치도 제주시 신광로 106, 2층 (연동)",제주시,17,69,4.058823529,1.044065864,33.4826164,126.4896573,정좌표
864,함덕대박횟집,횟집,"제주특별자치도 제주시 조천읍 조함해안로 441, 1층",제주시,216,1002,4.638888889,1.104606282,33.5462557,126.661505,정좌표
865,김자매아구찜,한식,제주특별자치도 제주시 신성로 47 (도남동),제주시,12,53,4.416666667,1.164500153,33.4960435,126.5246901,정좌표
866,대오,한식,"제주특별자치도 제주시 조천읍 남조로 2349, 1층",제주시,11,46.5,4.227272727,1.402919035,33.4741974,126.6567713,정좌표
867,이인자뼈다귀해장국,탕류(보신용),"제주특별자치도 제주시 다랑곶2길 7 (노형동,(다랑굿3로9))",제주시,23,103,4.47826087,0.532538109,33.4879309,126.4808146,정좌표
868,아란치오,횟집,"제주특별자치도 제주시 서해안로 234, 1층 (도두일동)",제주시,2,8.5,4.25,1.060660172,33.5086029,126.4709791,정좌표
869,돈짝시청점,기타,제주특별자치도 제주시 중앙로 260 (이도이동),제주시,32,141.5,4.421875,0.934201185,33.4963326,126.5468642,정좌표
870,우도봉중식,한식,"제주특별자치도 제주시 우도면 우도봉길 47, 1층",제주시,9,39.5,4.388888889,0.697216689,33.493547,126.9597156,정좌표
871,여루다,중국식,"제주특별자치도 제주시 용해로 61, 1층 제1호 (용담이동)",제주시,12,52.5,4.375,0.644028514,33.5117429,126.5032321,정좌표
872,미미이자카야,"외국음식전문점(인도,태국등)","제주특별자치도 제주시 우정로11길 5, 1층 (외도일동)",제주시,145,706.5,4.872413793,0.558331189,33.4879876,126.4317237,정좌표
873,만나고쪽갈비제주노형점,식육(숯불구이),"제주특별자치도 제주시 다랑곶4길 14, 1층 (노형동)",제주시,9,34.5,3.833333333,1.299038106,33.4880548,126.4806044,정좌표
874,명가천지연무태장어,한식,"제주특별자치도 제주시 아연로 438-22, 1층 (오등동)",제주시,19,77.5,4.078947368,0.96123702,33.4747642,126.512388,정좌표
875,연어도둑,한식,"제주특별자치도 제주시 박성내서길 8, 1층 (이도이동)",제주시,12,55,4.583333333,0.792961461,33.4919222,126.540428,정좌표
876,부자국수,한식,"제주특별자치도 제주시 원노형남1길 17 (노형동,(송천1로90))",제주시,7,30.5,4.357142857,0.748013242,33.4841256,126.4824956,정좌표
877,함덕골목,한식,제주특별자치도 제주시 조천읍 함덕7길 6-14,제주시,342,1587,4.640350877,0.620432065,33.5438536,126.6618188,정좌표
878,누룽지,한식,제주특별자치도 제주시 고산동산6길 15-1 (이도이동),제주시,66,295,4.46969697,0.667249163,33.4942197,126.5320533,정좌표
879,창흥,한식,제주특별자치도 제주시 조천읍 함덕16길 15,제주시,40,184.5,4.6125,0.560305549,33.540309,126.667206,정좌표
880,춘풍,한식,제주특별자치도 제주시 화남로 47 (화북일동),제주시,1,5,5,,33.5139199,126.5637405,정좌표
881,본가장수촌,한식,"제주특별자치도 제주시 정원로 33, 1층 (노형동)",제주시,26,107.5,4.134615385,1.338339959,33.4803463,126.4777974,정좌표
882,카고크루즈,한식,"제주특별자치도 제주시 탑동로 43 (삼도이동,(탑동로53))",제주시,9,42.5,4.722222222,0.833333333,33.5180114,126.5191993,정좌표
883,우원,한식,"제주특별자치도 제주시 고마로 129 (일도이동,(고마로161))",제주시,8,33.5,4.1875,0.842509008,33.503132,126.5426214,정좌표
884,통큰막창,한식,"제주특별자치도 제주시 성화로 23 (용담이동,(성화로30))",제주시,16,64,4,1.366260102,33.5113379,126.5052247,정좌표
885,불타는오징어,한식,제주특별자치도 제주시 다랑곶길 13 (노형동),제주시,9,44.5,4.944444444,0.166666667,33.4875525,126.4795598,정좌표
886,토계정,한식,제주특별자치도 제주시 조천읍 교래3길 1,제주시,35,156.5,4.471428571,0.999579744,33.4367741,126.6772425,정좌표
887,홍콩미각,한식,제주특별자치도 제주시 천수로 11 (이도이동),제주시,11,49,4.454545455,1.350084172,33.5027983,126.5384795,정좌표
888,단물,기타,"제주특별자치도 제주시 임항로 271, 101호 (건입동)",제주시,3,11,3.666666667,1.527525232,33.5165409,126.5387855,정좌표
889,돈까스가있는풍경,경양식,제주특별자치도 제주시 정원로 39-1 (노형동),제주시,40,179.5,4.4875,0.593636123,33.4803463,126.4777974,정좌표
890,국수나무노형점,기타,"제주특별자치도 제주시 1100로 3308, 에코트윈 2층 203호 (노형동)",제주시,33,146.5,4.439393939,0.736944449,33.4815721,126.481744,정좌표
891,이치진외도직영점,기타,"제주특별자치도 제주시 우정로4길 3-5, 1층 (외도일동)",제주시,18,85,4.722222222,0.520808823,33.4917078,126.4301825,정좌표
892,연동누룽지,한식,제주특별자치도 제주시 과원북4길 86-1 (연동),제주시,17,72,4.235294118,0.61536694,33.4808639,126.4907098,정좌표
893,배두리광장,한식,"제주특별자치도 제주시 삼무로 60, 1층 (연동)",제주시,27,134,4.962962963,0.19245009,33.4896322,126.4930486,정좌표
894,아삼육,한식,"제주특별자치도 제주시 남녕로6길 6, 101호 (연동, 현대빌라)",제주시,6,25,4.166666667,1.329160136,33.4912388,126.4811653,정좌표
895,낭만노가리용담점,한식,제주특별자치도 제주시 용담로 50 (용담이동),제주시,1,5,5,,33.512766,126.5080717,정좌표
896,금성문,한식,제주특별자치도 제주시 조천읍 신북로 400,제주시,31,145,4.677419355,0.570794579,33.5430629,126.6531691,정좌표
897,경풍,한식,제주특별자치도 제주시 오일장중길 55 (도두일동),제주시,2,9,4.5,0.707106781,33.4969018,126.4753936,정좌표
898,태후,한식,"제주특별자치도 제주시 서광로32길 17-1, 1층 (이도이동)",제주시,8,39.5,4.9375,0.176776695,33.4991848,126.5288046,정좌표
899,요리랄라,식육(숯불구이),"제주특별자치도 제주시 수덕5길 42, 1층 (노형동)",제주시,5,22,4.4,0.547722558,33.4849947,126.474496,정좌표
900,다미순대,한식,제주특별자치도 제주시 삼무로 47 (연동),제주시,1,5,5,,33.4900535,126.4918136,정좌표
901,제주본토박이,한식,"제주특별자치도 제주시 오복1길 14-1, 1층 (이도이동)",제주시,12,47.5,3.958333333,1.32215962,33.4965,126.5339775,정좌표
902,조약돌,한식,제주특별자치도 제주시 임항로 255 (건입동),제주시,4,14.5,3.625,0.75,33.517734,126.5391109,정좌표
903,피오레,경양식,제주특별자치도 제주시 삼무로 61 (연동),제주시,19,81,4.263157895,0.805681579,33.4900016,126.4932563,정좌표
904,본초불닭발함덕점,한식,제주특별자치도 제주시 조천읍 신북로 564,제주시,9,35.5,3.944444444,1.959662669,33.5404684,126.6698704,정좌표
905,동해루,중국식,제주특별자치도 제주시 추자면 추자로 58,제주시,2,7,3.5,0.707106781,33.9620193,126.2939023,정좌표
906,춘천혜성,한식,제주특별자치도 제주시 월랑로 54 (노형동),제주시,2,6,3,2.828427125,33.4900863,126.4751976,정좌표
907,이서림2호점,한식,제주특별자치도 제주시 은남3길 38 (연동),제주시,10,43,4.3,1.418136492,33.4874929,126.4917278,정좌표
908,놈삐,한식,"제주특별자치도 제주시 서광로22길 7 (삼도일동,(1층))",제주시,1,4.5,4.5,,33.4988712,126.5231313,정좌표
909,한라샘,한식,"제주특별자치도 제주시 한라대학로 77 (노형동,(한라대학로83))",제주시,6,21,3.5,0.547722558,33.476515,126.4792244,정좌표
910,겐짱야,한식,"제주특별자치도 제주시 월광로 140, 106호 (노형동)",제주시,5,25,5,0,33.4893239,126.4708027,정좌표
911,김명자굴국밥,한식,제주특별자치도 제주시 연북로 168 (연동),제주시,58,248.5,4.284482759,0.82776421,33.4818757,126.4994855,정좌표
912,팍차이나시청점,식육(숯불구이),제주특별자치도 제주시 광양13길 11 (이도이동),제주시,7,20,2.857142857,1.599851184,33.4991786,126.5314681,정좌표
913,신농,한식,제주특별자치도 제주시 과원로 39 (연동),제주시,4,19,4.75,0.5,33.4765038,126.4877408,정좌표
