Column2,name,upjong,address_x,category,평점_건수,평점_합계,평점_평균,평점_표준편차,Latitude,Longitude,상태
3996,표선어촌식당,일식,제주특별자치도 서귀포시 표선면 민속해안로 578-7,표선면,9,37.5,4.166666667,0.612372436,33.32527,126.8445,정좌표
3997,흑돼지제주정,한식,제주특별자치도 서귀포시 표선면 민속해안로 577,표선면,10,49,4.9,0.316227766,33.32484,126.8438,정좌표
3998,대양,한식,제주특별자치도 서귀포시 표선면 민속해안로 581-1,표선면,15,52,3.466666667,1.619817744,33.32499,126.8434,정좌표
3999,왕일번지식당,한식,제주특별자치도 서귀포시 표선면 중산간동로 4610,표선면,4,19,4.75,0.5,33.39015,126.8034,정좌표
4000,인생닭빨,한식,제주특별자치도 서귀포시 표선면 표선중앙로90번길 4,표선면,12,57.5,4.791666667,0.334278962,33.32553,126.8331,정좌표
4001,아트에스프레소,한식,제주특별자치도 서귀포시 표선면 표선중앙로 92,표선면,4,18,4.5,1,33.32562,126.8337,정좌표
4002,표선장금이,한식,"제주특별자치도 서귀포시 표선면 표선동서로 228, 2층",표선면,1,5,5,,33.32429,126.8321,정좌표
4003,자하연,한식,"제주특별자치도 서귀포시 표선면 번영로 3113, A동 1층",표선면,37,146.5,3.959459459,1.324860466,33.3686,126.8145,정좌표
4004,강해일횟집,횟집,제주특별자치도 서귀포시 표선면 표선당포로 14,표선면,62,286.5,4.620967742,0.711068717,33.32572,126.8443,정좌표
4005,흑돼지고을,한식,제주특별자치도 서귀포시 표선면 민속해안로 579,표선면,357,1630.5,4.567226891,0.986405566,33.32492,126.8437,정좌표
4006,영주산성,한식,제주특별자치도 서귀포시 표선면 성읍정의현로122번길 1-8,표선면,2,7.5,3.75,1.060660172,33.39316,126.7989,정좌표
4007,고깃간소미,한식,"제주특별자치도 서귀포시 표선면 표선동서로 138, 제2동 1층",표선면,18,85.5,4.75,1.060660172,33.31678,126.8288,정좌표
4008,꿩마을,한식,제주특별자치도 서귀포시 표선면 가시로 56,표선면,53,262.5,4.952830189,0.177161132,33.33257,126.8175,정좌표
4009,해미원횟집,횟집,제주특별자치도 서귀포시 표선면 민속해안로 578-2,표선면,430,2088,4.855813953,0.643345831,33.32498,126.8442,정좌표
4010,표선갈치어장,한식,"제주특별자치도 서귀포시 표선면 표선당포로 27, 1,2층",표선면,99,458,4.626262626,0.969808087,33.3265,126.8454,정좌표
4011,가마리식당,한식,"제주특별자치도 서귀포시 표선면 세성로 58, 1층",표선면,27,127,4.703703704,0.912090364,33.31127,126.8044,정좌표
4012,정다운김씨네,한식,제주특별자치도 서귀포시 표선면 중산간동로 5238,표선면,5,23,4.6,0.547722558,33.3516,126.7723,정좌표
4013,표선해녀의집,한식,"제주특별자치도 서귀포시 표선면 표선당포로 6, 다원돌솥밥",표선면,9,42.5,4.722222222,0.363241579,33.32533,126.8435,정좌표
4014,명가돈촌,식육(숯불구이),제주특별자치도 서귀포시 표선면 가마병풍로 30,표선면,37,169,4.567567568,0.698829996,33.30804,126.8038,정좌표
4015,가시리은하수가든,한식,제주특별자치도 서귀포시 표선면 중산간동로 5123,표선면,3,8.5,2.833333333,2.020725942,33.3606,126.7673,정좌표
4016,빈스가게,기타,제주특별자치도 서귀포시 표선면 표선동서로 240-1,표선면,14,64,4.571428571,1.206666464,33.32531,126.8325,정좌표
4017,복터진날,한식,"제주특별자치도 서귀포시 표선면 표선중앙로99번길 10-2, 1층",표선면,8,39.5,4.9375,0.176776695,33.32648,126.8351,정좌표
4018,표선칼국수,한식,제주특별자치도 서귀포시 표선면 민속해안로 578-3,표선면,149,614,4.120805369,1.28353793,33.32515,126.8442,정좌표
4019,밀리우,경양식,"제주특별자치도 서귀포시 표선면 민속해안로 537, 1층",표선면,378,1816.5,4.805555556,0.530147703,33.32401,126.8444,정좌표
4020,날목동산,한식,제주특별자치도 서귀포시 표선면 하천달산로9번길 96,표선면,1,5,5,,33.33759,126.8422,정좌표
4021,두가시영,한식,제주특별자치도 서귀포시 표선면 하천달산로9번길 98,표선면,4,19.5,4.875,0.25,33.33741,126.8422,정좌표
4022,표선포구식당,한식,제주특별자치도 서귀포시 표선면 표선중앙로 87,표선면,1,5,5,,33.32594,126.8332,정좌표
4023,시골친구,기타,제주특별자치도 서귀포시 표선면 가시로 419,표선면,28,134,4.785714286,0.498675494,33.34677,126.7837,정좌표
4024,맛집전주식당,한식,제주특별자치도 서귀포시 표선면 표선동서로 226,표선면,2,7,3.5,2.121320344,33.32405,126.8319,정좌표
4025,성읍민속짜장사천성,중국식,제주특별자치도 서귀포시 표선면 서성일로27번길 18,표선면,34,158.5,4.661764706,0.488047878,33.39451,126.799,정좌표
4026,고금삼계탕,한식,제주특별자치도 서귀포시 표선면 번영로3428번길 7,표선면,28,126,4.5,0.757676761,33.34267,126.8261,정좌표
4027,반반한흑돼지,한식,제주특별자치도 서귀포시 표선면 번영로 3271-4,표선면,79,376,4.759493671,0.511788966,33.35622,126.8239,정좌표
4028,제주촌집,한식,제주특별자치도 서귀포시 표선면 표선중앙로59번길 4,표선면,181,828.5,4.577348066,0.674607405,33.32762,126.8319,정좌표
4029,그림상회,패스트푸드,제주특별자치도 서귀포시 표선면 중산간동로5570번길 9,표선면,49,217.5,4.43877551,0.740443653,33.32618,126.7649,정좌표
4030,난타5000 표선점,패스트푸드,"제주특별자치도 서귀포시 표선면 표선동서로 230, 1층",표선면,42,194,4.619047619,0.66083395,33.32446,126.8321,정좌표
4031,성신흑돼지 성산점,한식,제주특별자치도 서귀포시 성산읍 일출로 292,서귀포시,34,130,3.823529412,1.761896159,33.46362,126.935,정좌표
4032,짜장나라,중국식,제주특별자치도 서귀포시 장수로 1 (동홍동),서귀포시,27,119.5,4.425925926,0.675159578,33.25635,126.5679,정좌표
4033,제주먹보돼지,식육(숯불구이),제주특별자치도 서귀포시 중문상로 46 (중문동),서귀포시,13,65,5,0,33.25239,126.4259,정좌표
4034,남원올레,한식,제주특별자치도 서귀포시 남원읍 태위로679번길 8,서귀포시,2,5.5,2.75,3.181980515,33.27989,126.7191,정좌표
4035,누나네한우곱창,한식,제주특별자치도 서귀포시 태평로353번길 7 (서귀동),서귀포시,16,76.5,4.78125,0.406970515,33.24682,126.5597,정좌표
4036,해사랑,한식,제주특별자치도 서귀포시 이어도로 870 (법환동),서귀포시,38,176,4.631578947,0.622594946,33.23643,126.5077,정좌표
4037,부뚜막식당,한식,제주특별자치도 서귀포시 성산읍 고성오조로 11,서귀포시,200,922.5,4.6125,0.801125935,33.4451,126.9135,정좌표
4038,무드우드,경양식,"제주특별자치도 서귀포시 소암로 33, 2층 (서귀동)",서귀포시,10,46.5,4.65,0.747217059,33.245,126.5693,정좌표
4039,김가네해물뚝배기,한식,제주특별자치도 서귀포시 칠십리로 55 (서귀동),서귀포시,32,131.5,4.109375,0.948125272,33.24019,126.5623,정좌표
4040,황금부엌 2호점,한식,제주특별자치도 서귀포시 솜반천로14번길 4 (서홍동),서귀포시,16,68,4.25,0.516397779,33.25444,126.5593,정좌표
4041,돼지사랑,한식,제주특별자치도 서귀포시 중앙로150번길 74 (동홍동),서귀포시,1,5,5,,33.26395,126.5621,정좌표
4042,복자씨흑돼지구이,식육(숯불구이),"제주특별자치도 서귀포시 성산읍 해맞이해안로 2764, 2층",서귀포시,966,4156.5,4.302795031,1.216332061,33.46917,126.9198,정좌표
4043,일품순두부,한식,"제주특별자치도 서귀포시 일주동로 8666, 1층 (동홍동)",서귀포시,63,258.5,4.103174603,1.178294045,33.25369,126.5624,정좌표
4044,덤장중문점,한식,제주특별자치도 서귀포시 천제연로 17 (색달동),서귀포시,289,1227.5,4.247404844,1.148762247,33.2577,126.4082,정좌표
4045,대한민육,한식,제주특별자치도 서귀포시 서문로 30 (서귀동),서귀포시,361,1790.5,4.959833795,0.194847448,33.25037,126.5586,정좌표
4046,사방팔방횟집,횟집,"제주특별자치도 서귀포시 천지로 4, 1층 (서귀동)",서귀포시,2,10,5,0,33.24786,126.5611,정좌표
4047,해궁맛집,한식,"제주특별자치도 서귀포시 칠십리로 115, 1층 (서귀동)",서귀포시,1,3,3,,33.24224,126.5666,정좌표
4048,도영식당,한식,제주특별자치도 서귀포시 동홍동로 38 (동홍동),서귀포시,2,9,4.5,0.707106781,33.25822,126.5751,정좌표
4049,큰집가마솥해장국,식육(숯불구이),제주특별자치도 서귀포시 성산읍 중산간동로 3358,서귀포시,5,24.5,4.9,0.223606798,33.44167,126.8825,정좌표
4050,큰맘할매순대국제주동홍점,한식,"제주특별자치도 서귀포시 동홍중앙로66번길 30-7, 1층 (동홍동)",서귀포시,18,78.5,4.361111111,1.08201277,33.25583,126.5754,정좌표
4051,먹퍼고수떡볶이서귀포동홍동점,식육(숯불구이),"제주특별자치도 서귀포시 태평로 509, 1층 101호 (동홍동, 제이원타워)",서귀포시,3,14,4.666666667,0.577350269,33.25068,126.5718,정좌표
4052,서귀포괸당네갈치요리,한식,"제주특별자치도 서귀포시 칠십리로 123, 1층 (서귀동)",서귀포시,118,453.5,3.843220339,1.596870808,33.24307,126.5676,정좌표
4053,다도,기타,"제주특별자치도 서귀포시 이어도로 866-29, 1층 (법환동)",서귀포시,226,1043.5,4.617256637,0.770692904,33.23372,126.5069,정좌표
4054,바람에머물다,경양식,제주특별자치도 서귀포시 하효중앙로 5 (하효동),서귀포시,225,1027,4.564444444,0.869409579,33.25117,126.6196,정좌표
4055,하노이식당,일식,"제주특별자치도 서귀포시 서호중로 84, 1층 (서호동)",서귀포시,28,131.5,4.696428571,0.458243137,33.25392,126.5222,정좌표
4056,사우스포레스트,한식,제주특별자치도 서귀포시 516로 574-23 (상효동),서귀포시,26,121,4.653846154,0.505355929,33.29852,126.601,정좌표
4057,깨끗한집,한식,제주특별자치도 서귀포시 중정로91번길 19 (서귀동),서귀포시,11,51.5,4.681818182,0.560032467,33.24973,126.5647,정좌표
4058,락쿤,한식,제주특별자치도 서귀포시 남원읍 위미중앙로 274-43,서귀포시,58,262.5,4.525862069,0.797047258,33.27003,126.6736,정좌표
4059,범섬족발,한식,제주특별자치도 서귀포시 월드컵로 158 (강정동),서귀포시,18,79.5,4.416666667,0.647392962,33.23578,126.5065,정좌표
4060,삼다해물뚝배기,한식,제주특별자치도 서귀포시 일주동로 8167 (하효동),서귀포시,55,221,4.018181818,1.420627262,33.26032,126.6148,정좌표
4061,김부자,횟집,제주특별자치도 서귀포시 보목포로 45 (보목동),서귀포시,106,474,4.471698113,0.938159771,33.23945,126.6067,정좌표
4062,금바우,한식,제주특별자치도 서귀포시 태평로371번길 4 (서귀동),서귀포시,38,174,4.578947368,1.010260308,33.24556,126.5611,정좌표
4063,물영아리식당,한식,제주특별자치도 서귀포시 남원읍 남조로 996,서귀포시,3,11,3.666666667,0.288675135,33.36123,126.6919,정좌표
4064,주어코지국수창고,기타,제주특별자치도 서귀포시 성산읍 삼달하동로18번길 9-5,서귀포시,38,177.5,4.671052632,0.523454169,33.36732,126.8703,정좌표
4065,청춘괴기,한식,제주특별자치도 서귀포시 김정문화로41번길 24-5 (법환동),서귀포시,267,1279.5,4.792134831,0.694266214,33.25355,126.5104,정좌표
4066,마우돈,한식,제주특별자치도 서귀포시 성산읍 서성일로 1240,서귀포시,128,536.5,4.19140625,1.131372753,33.4468,126.911,정좌표
4067,돈이랑성산점,한식,제주특별자치도 서귀포시 성산읍 일출로 30,서귀포시,657,3080,4.687975647,0.793490098,33.44747,126.916,정좌표
4068,한길정,한식,제주특별자치도 서귀포시 중산간동로 8128-6 (서홍동),서귀포시,42,168,4,1.522193539,33.26395,126.5484,정좌표
4069,서울깍두기,한식,제주특별자치도 서귀포시 남원읍 태위로 634,서귀포시,18,75,4.166666667,1.414213562,33.27768,126.7143,정좌표
4070,여행(여러분의행복한식탁),한식,"제주특별자치도 서귀포시 홍중로 21, 1층 (서홍동)",서귀포시,9,31.5,3.5,0.75,33.25473,126.5583,정좌표
4071,착한갈치,식육(숯불구이),제주특별자치도 서귀포시 보목포로 35 (보목동),서귀포시,286,1354.5,4.736013986,0.596242786,33.2399,126.6061,정좌표
4072,다정이네올레시장본점,한식,제주특별자치도 서귀포시 동문로 59-1 (서귀동),서귀포시,926,3941,4.255939525,0.930180065,33.2494,126.5668,정좌표
4073,서귀포홍가네삼겹살,한식,제주특별자치도 서귀포시 중앙로48번길 46 (서귀동),서귀포시,2,10,5,0,33.25035,126.566,정좌표
4074,올레서울식당,한식,제주특별자치도 서귀포시 중정로61번길 8-1 (서귀동),서귀포시,42,166,3.952380952,1.157212398,33.24865,126.563,정좌표
4075,정미네식당,한식,"제주특별자치도 서귀포시 성산읍 삼달하동로31번길 3, 1층",서귀포시,20,89,4.45,0.559605124,33.36768,126.8715,정좌표
4076,예가,한식,"제주특별자치도 서귀포시 서호중로 82, 1층 (서호동)",서귀포시,9,39.5,4.388888889,0.78173596,33.25401,126.522,정좌표
4077,제주김만복김밥서귀포점,중국식,"제주특별자치도 서귀포시 월드컵로 117, 1층 (강정동)",서귀포시,946,4004.5,4.233086681,1.163307812,33.23942,126.5058,정좌표
4078,정희네해물탕,한식,"제주특별자치도 서귀포시 중정로 14, 지하2층 (서귀동)",서귀포시,195,807,4.138461538,1.204077134,33.24731,126.5579,정좌표
4079,주공한라식육식당,한식,제주특별자치도 서귀포시 동홍중앙로 30 (동홍동),서귀포시,11,53,4.818181818,0.404519917,33.25345,126.5723,정좌표
4080,24시뼈다귀탕중문점,한식,"제주특별자치도 서귀포시 중문관광로 335, 1층 (중문동)",서귀포시,57,244,4.280701754,0.901474704,33.25012,126.4305,정좌표
4081,라라코스트서귀포점,패밀리레스트랑,"제주특별자치도 서귀포시 일주동로 8670, 2층 (동홍동)",서귀포시,44,151.5,3.443181818,1.423294202,33.25366,126.5618,정좌표
4082,케이에프씨(KFC)서귀포중문DT점,기타,"제주특별자치도 서귀포시 중문관광로 90, 1층 (색달동)",서귀포시,198,805.5,4.068181818,1.131751137,33.25028,126.4141,정좌표
4083,새벽제주,한식,"제주특별자치도 서귀포시 1100로 44, 1층 (중문동)",서귀포시,1,4,4,,33.25449,126.4345,정좌표
4084,제주도그릴서귀포점,한식,"제주특별자치도 서귀포시 태평로 110, 1층 (호근동)",서귀포시,140,653.5,4.667857143,0.868329071,33.24348,126.5343,정좌표
4085,만복촌,복어취급,제주특별자치도 서귀포시 서문로 48 (서귀동),서귀포시,6,26,4.333333333,0.605530071,33.24912,126.5574,정좌표
4086,움(Umm),기타,제주특별자치도 서귀포시 호근서호로 63 (호근동),서귀포시,28,134,4.785714286,0.460043706,33.25677,126.5339,정좌표
4087,범섬칼국수,한식,제주특별자치도 서귀포시 이어도로 1039 (서호동),서귀포시,28,125.5,4.482142857,0.615872504,33.24477,126.5221,정좌표
4088,참전복죽,한식,"제주특별자치도 서귀포시 칠십리로 426-1, 1층 (보목동)",서귀포시,46,223,4.847826087,0.536133951,33.24341,126.5968,정좌표
4089,서귀피안,경양식,제주특별자치도 서귀포시 서호호근로46번길 68 (서호동),서귀포시,49,204,4.163265306,0.90362554,33.24842,126.5288,정좌표
4090,옛날손순대,한식,"제주특별자치도 서귀포시 천제연로 194, 1층 (중문동)",서귀포시,8,26,3.25,1.603567451,33.25155,126.4255,정좌표
4091,국수싸롱,한식,제주특별자치도 서귀포시 태평로 409 (서귀동),서귀포시,30,123.5,4.116666667,0.867848443,33.24497,126.564,정좌표
4092,털보네고양이,한식,제주특별자치도 서귀포시 남원읍 태위로 381,서귀포시,71,332.5,4.683098592,0.677386979,33.27541,126.6878,정좌표
4093,홍발,중국식,제주특별자치도 서귀포시 천제연로 131-7 (중문동),서귀포시,6,28.5,4.75,0.418330013,33.25443,126.4196,정좌표
4094,괸당집서귀포신시가지점,한식,제주특별자치도 서귀포시 김정문화로 67-1 (서호동),서귀포시,77,341.5,4.435064935,0.848181683,33.25088,126.5119,정좌표
4095,그늘집,한식,제주특별자치도 서귀포시 신서귀로51번길 11 (법환동),서귀포시,41,199.5,4.865853659,0.387691731,33.25383,126.5101,정좌표
4096,팔마식당,한식,제주특별자치도 서귀포시 홍중로 6 (서홍동),서귀포시,1,5,5,,33.2534,126.5591,정좌표
4097,해저3만리,한식,제주특별자치도 서귀포시 중정로 31 (서귀동),서귀포시,44,203.5,4.625,0.793322422,33.24768,126.5598,정좌표
4098,인생극장중문점,한식,제주특별자치도 서귀포시 천제연로 183-1 (중문동),서귀포시,11,50,4.545454545,0.568090902,33.25191,126.4243,정좌표
4099,기운네흑돼지,한식,제주특별자치도 서귀포시 서문로29번길 6 (서귀동),서귀포시,78,366,4.692307692,0.541946763,33.2499,126.5588,정좌표
4100,예래고을,한식,제주특별자치도 서귀포시 상예로 238 (상예동),서귀포시,45,210,4.666666667,0.543557307,33.26604,126.3939,정좌표
4101,황실가든,한식,"제주특별자치도 서귀포시 중산간동로 8024, 황실가든 (서홍동)",서귀포시,1,3,3,,33.2647,126.5595,정좌표
4102,경남식당,한식,"제주특별자치도 서귀포시 중동로 74, 1층 (서귀동)",서귀포시,4,17,4.25,0.5,33.24917,126.5694,정좌표
4103,이래올래,한식,"제주특별자치도 서귀포시 이중섭로 12-1, 1층 (서귀동)",서귀포시,2,9.5,4.75,0.353553391,33.2469,126.5639,정좌표
4104,해녀엄마의집,한식,제주특별자치도 서귀포시 성산읍 신양로 76,서귀포시,65,283,4.353846154,1.134415726,33.43609,126.9179,정좌표
4105,커큐민 흑돼지,한식,제주특별자치도 서귀포시 성산읍 일출로 84,서귀포시,318,1431,4.5,0.8960129,33.44979,126.9211,정좌표
4106,공천포식당,한식,제주특별자치도 서귀포시 남원읍 공천포로 89,서귀포시,349,1538,4.406876791,0.904528034,33.26639,126.6426,정좌표
4107,성산옥탑,기타,제주특별자치도 서귀포시 성산읍 일출로 270-8,서귀포시,59,271,4.593220339,0.646439694,33.46154,126.9346,정좌표
4108,탐모라,일식,제주특별자치도 서귀포시 색달로 18 (색달동),서귀포시,436,1976,4.532110092,0.705561582,33.25909,126.4069,정좌표
4109,돈내코삼남매,식육(숯불구이),제주특별자치도 서귀포시 돈내코로67번길 85 (토평동),서귀포시,1,5,5,,33.29292,126.585,정좌표
4110,까망돼지,한식,제주특별자치도 서귀포시 색달중앙로 21 (색달동),서귀포시,911,4287.5,4.70636663,0.827217681,33.25741,126.4134,정좌표
4111,성산흑돈쭐,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 72,서귀포시,259,1288,4.972972973,0.136552384,33.46549,126.9354,정좌표
4112,이조은식당,한식,제주특별자치도 서귀포시 천제연로 97 (색달동),서귀포시,807,3563.5,4.415737299,1.076347408,33.25508,126.4161,정좌표
4113,명원,한식,제주특별자치도 서귀포시 성산읍 성산등용로 8,서귀포시,1,5,5,,33.46471,126.9337,정좌표
4114,만족한상회,한식,"제주특별자치도 서귀포시 중문상로 58-5, 1층 (중문동)",서귀포시,670,3276.5,4.890298507,0.380163878,33.2535,126.4267,정좌표
4115,해왓,한식,제주특별자치도 서귀포시 성산읍 신고로 30-1,서귀포시,383,1750.5,4.570496084,0.759919749,33.43853,126.9172,정좌표
4116,돈덕이네,식육(숯불구이),제주특별자치도 서귀포시 성산읍 고성중앙로 41-8,서귀포시,30,143,4.766666667,0.626062316,33.44893,126.9078,정좌표
4117,성산회관,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 8,서귀포시,48,207,4.3125,1.169765388,33.46088,126.9316,정좌표
4118,청솔나무집,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 25,서귀포시,358,1566,4.374301676,1.087674228,33.46226,126.9322,정좌표
4119,천지한우촌식육식당,한식,제주특별자치도 서귀포시 서문로29번길 28 (서귀동),서귀포시,12,43,3.583333333,1.703383442,33.24785,126.5594,정좌표
4120,오색밥상,한식,제주특별자치도 서귀포시 일주동로 9217 (법환동),서귀포시,21,89.5,4.261904762,0.83094897,33.24899,126.5082,정좌표
4121,은설식당,한식,제주특별자치도 서귀포시 남원읍 태위로 686,서귀포시,17,83,4.882352941,0.332105582,33.27918,126.7198,정좌표
4122,연담,한식,제주특별자치도 서귀포시 천제연로207번길 20 (중문동),서귀포시,10,49,4.9,0.316227766,33.25333,126.4272,정좌표
4123,석경초밥,일식,"제주특별자치도 서귀포시 천지로 18, 1층 (서귀동)",서귀포시,10,48,4.8,0.483045892,33.24926,126.5609,정좌표
4124,김명자굴국밥성산점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 46-1,서귀포시,10,43.5,4.35,0.818195847,33.46374,126.9341,정좌표
4125,천짓골식당,한식,제주특별자치도 서귀포시 중앙로41번길 4 (서귀동),서귀포시,10,47,4.7,0.53748385,33.24824,126.5613,정좌표
4126,좋은가든,한식,제주특별자치도 서귀포시 예래로 255-24 (하예동),서귀포시,2,9,4.5,0.707106781,33.24129,126.3862,정좌표
4127,두마리찜닭두찜서귀포동홍점,기타,제주특별자치도 서귀포시 중산간동로 8003 (동홍동),서귀포시,10,42,4.2,1.295290615,33.26436,126.5617,정좌표
4128,월드컵흑돼지,한식,제주특별자치도 서귀포시 월드컵로 74 (법환동),서귀포시,10,49.5,4.95,0.158113883,33.24305,126.5051,정좌표
4129,조림명가,한식,제주특별자치도 서귀포시 중앙로47번길 19 (서귀동),서귀포시,10,42.5,4.25,1.399404635,33.24829,126.5596,정좌표
4130,다이빙맛,기타,"제주특별자치도 서귀포시 남원읍 남원체육관로40번길 3, 1층",서귀포시,2,6,3,0,33.27648,126.6897,정좌표
4131,동서순대,한식,제주특별자치도 서귀포시 중앙로101번길 20 (서홍동),서귀포시,4,18,4.5,0.707106781,33.25361,126.5587,정좌표
4132,한일수산횟집,횟집,제주특별자치도 서귀포시 홍중로 3 (서홍동),서귀포시,4,19,4.75,0.5,33.25313,126.5589,정좌표
4133,오늘은춘봉이네,한식,제주특별자치도 서귀포시 김정문화로 59 (서호동),서귀포시,9,44,4.888888889,0.220479276,33.25111,126.511,정좌표
4134,윌라라,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 33,서귀포시,10,49.5,4.95,0.158113883,33.46293,126.9328,정좌표
4135,색달식당중문본점,한식,제주특별자치도 서귀포시 색달중앙로 23 (색달동),서귀포시,10,48.5,4.85,0.337474279,33.25762,126.4135,정좌표
4136,온평마을일번지,기타,"제주특별자치도 서귀포시 성산읍 환해장성로 803, 1층",서귀포시,8,35,4.375,0.744023809,33.42353,126.9136,정좌표
4137,풍차라운지,경양식,제주특별자치도 서귀포시 중문관광로72번길 35 (색달동),서귀포시,10,48,4.8,0.349602949,33.24901,126.4092,정좌표
4138,영춘반점,중국식,"제주특별자치도 서귀포시 중앙로 154, 1층 (서홍동)",서귀포시,10,42,4.2,1.229272594,33.2583,126.5602,정좌표
4139,일출제주흑돼지,한식,"제주특별자치도 서귀포시 성산읍 일출로15번길 2, 1층",서귀포시,10,43.5,4.35,1.155902726,33.44774,126.9143,정좌표
4140,스시쿄다이,일식,제주특별자치도 서귀포시 동홍남로 53 (동홍동),서귀포시,5,18.5,3.7,0.836660027,33.25712,126.574,정좌표
4141,남원추어탕,한식,"제주특별자치도 서귀포시 중앙로62번길 5, 1층 (서귀동)",서귀포시,9,38,4.222222222,1.003466215,33.25027,126.5619,정좌표
4142,동남식당,식육(숯불구이),제주특별자치도 서귀포시 성산읍 고성오조로 84-1,서귀포시,10,50,5,0,33.45116,126.9145,정좌표
4143,행운숯불갈비,한식,제주특별자치도 서귀포시 부두로 12 (서귀동),서귀포시,10,48.5,4.85,0.337474279,33.24412,126.565,정좌표
4144,구럼비나무,기타,"제주특별자치도 서귀포시 법환로 15, 1층 (법환동)",서귀포시,10,45.5,4.55,0.550252467,33.23664,126.5136,정좌표
4145,돈가네우가네,한식,제주특별자치도 서귀포시 동홍중앙로 52 (동홍동),서귀포시,9,41.5,4.611111111,0.600925213,33.25523,126.5722,정좌표
4146,일돈성산흑돼지,한식,제주특별자치도 서귀포시 성산읍 환해장성로 913,서귀포시,10,48.5,4.85,0.337474279,33.43266,126.9151,정좌표
4147,제주대패돈삼겹,한식,제주특별자치도 서귀포시 남원읍 태위로 690-8,서귀포시,9,35.5,3.944444444,1.445779298,33.27893,126.7202,정좌표
4148,편운산방,한식,제주특별자치도 서귀포시 성산읍 서성일로 898-38,서귀포시,10,45,4.5,0.471404521,33.43732,126.8753,정좌표
4149,연송갈치요리,한식,제주특별자치도 서귀포시 칠십리로 145 (서귀동),서귀포시,10,46,4.6,0.567646212,33.24438,126.5689,정좌표
4150,남양수산,횟집,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11,서귀포시,10,47,4.7,0.674948558,33.4502,126.9141,정좌표
4151,포레스타,기타,제주특별자치도 서귀포시 칠십리로 264 (토평동),서귀포시,10,44,4.4,0.809663853,33.24817,126.5808,정좌표
4152,위미테이블,한식,제주특별자치도 서귀포시 남원읍 태위로 180,서귀포시,9,41,4.555555556,0.527046277,33.27526,126.6667,정좌표
4153,중문예지원,한식,제주특별자치도 서귀포시 천제연로 129 (중문동),서귀포시,10,49,4.9,0.316227766,33.25397,126.4193,정좌표
4154,서호반점,중국식,제주특별자치도 서귀포시 신동로67번길 31 (서호동),서귀포시,8,39.5,4.9375,0.176776695,33.25636,126.5114,정좌표
4155,늘여름,한식,제주특별자치도 서귀포시 태평로353번길 22-5 (서귀동),서귀포시,10,43.5,4.35,0.883490552,33.24709,126.5612,정좌표
4156,신시가지안성식당,한식,제주특별자치도 서귀포시 김정문화로 69-1 (서호동),서귀포시,2,9,4.5,0.707106781,33.25081,126.5121,정좌표
4157,탐라국꾼,한식,제주특별자치도 서귀포시 남원읍 태위로 673,서귀포시,2,9.5,4.75,0.353553391,33.2791,126.7183,정좌표
4158,겸성식당,한식,제주특별자치도 서귀포시 이어도로 918 (법환동),서귀포시,2,10,5,0,33.2374,126.5127,정좌표
4159,서귀포흑돼지제주집,한식,제주특별자치도 서귀포시 신서귀로51번길 5 (법환동),서귀포시,10,40,4,1.394433378,33.25372,126.5107,정좌표
4160,자매해장국,한식,제주특별자치도 서귀포시 남원읍 남원회관로 97,서귀포시,9,36.5,4.055555556,0.807946643,33.27971,126.723,정좌표
4161,에이그라운드,경양식,제주특별자치도 서귀포시 성산읍 서성일로 431,서귀포시,9,42,4.666666667,0.433012702,33.41491,126.8354,정좌표
4162,흑돼지박스,식육(숯불구이),제주특별자치도 서귀포시 성산읍 신양로 100,서귀포시,10,45.5,4.55,0.95597536,33.4364,126.9204,정좌표
4163,로이앤메이,중국식,제주특별자치도 서귀포시 성산읍 온평상하로15번길 12-7,서귀포시,9,44.5,4.944444444,0.166666667,33.40948,126.901,정좌표
4164,서귀포어시장,횟집,제주특별자치도 서귀포시 정방로 17 (서귀동),서귀포시,9,36,4,0.559016994,33.24732,126.5682,정좌표
4165,낙낭회센터,횟집,제주특별자치도 서귀포시 동홍중앙로 50 (동홍동),서귀포시,10,42,4.2,1.378404875,33.25507,126.5722,정좌표
4166,명물고기집,한식,제주특별자치도 서귀포시 서문로29번길 3 (서귀동),서귀포시,5,24.5,4.9,0.223606798,33.25014,126.559,정좌표
4167,신틈새불닭발,한식,제주특별자치도 서귀포시 명동로 5 (서귀동),서귀포시,7,31.5,4.5,0.866025404,33.24711,126.5625,정좌표
4168,칠십리고기완자,경양식,"제주특별자치도 서귀포시 태평로 357, 1층 (서귀동)",서귀포시,10,47,4.7,0.421637021,33.24634,126.5595,정좌표
4169,이씨네수라간,식육(숯불구이),"제주특별자치도 서귀포시 신동로27번길 42, 1층 (서호동)",서귀포시,9,38.5,4.277777778,1.481365736,33.25199,126.5127,정좌표
4170,신우가촌,한식,제주특별자치도 서귀포시 이어도로 1042 (서호동),서귀포시,10,47,4.7,0.349602949,33.2445,126.5225,정좌표
