name,upjong,address,category,rat_count,rat_avg,Latitude,Longitude
빠삭,한식,제주특별자치도 제주시 구좌읍 월정3길 53-2 1층,구좌읍,24,3.770833333,33.5559973,126.7949942
빨간맛집세화점,한식,제주특별자치도 제주시 구좌읍 구좌로 46 1층,구좌읍,10,4.45,33.5231278,126.8563552
제주담식당,한식,제주특별자치도 제주시 구좌읍 비자림로 1575,구좌읍,24,3.895833333,33.4683292,126.7739707
임풍해장국,한식,제주특별자치도 제주시 구좌읍 김녕로 141 B동 101호,구좌읍,34,4.441176471,33.5555934,126.7531231
라쿤하우스,패밀리레스트랑,제주특별자치도 제주시 구좌읍 김녕로17길 22-10 1층,구좌읍,42,4.547619048,33.5575787,126.7546442
두문포갈치,한식,제주특별자치도 제주시 구좌읍 해맞이해안로 2286 1층,구좌읍,66,4.75,33.5291668,126.8538817
본전,한식,제주특별자치도 제주시 구좌읍 세평항로 24,구좌읍,1,5,33.5254289,126.8543269
월정포구,한식,제주특별자치도 제주시 구좌읍 월정1길 70-16 1층,구좌읍,23,4.391304348,33.5569096,126.7939703
돼지앤,식육(숯불구이),제주특별자치도 제주시 구좌읍 세화1길 33 1층,구좌읍,1,5,33.5262327,126.8551702
한울타리한우정육식당,한식,제주특별자치도 제주시 구좌읍 송당서길 5 1층,구좌읍,36,4.236111111,33.4764906,126.7882841
요레,한식,제주특별자치도 제주시 구좌읍 해맞이해안로 1450-1 1층,구좌읍,17,4.647058824,33.5240588,126.8612475
우미정,한식,제주특별자치도 제주시 구좌읍 세화2길 7,구좌읍,10,4.5,33.523002,126.8561071
포세화,한식,제주특별자치도 제주시 구좌읍 구좌로 46 1층,구좌읍,30,4.8,33.5231278,126.8563552
제주삼다장앤장충동왕족발,한식,제주특별자치도 제주시 구좌읍 비자숲길 15 1동 1층,구좌읍,350,4.727142857,33.495364,126.8120934
다래향2호점,중국식,제주특별자치도 제주시 구좌읍 세화1길 4 1층,구좌읍,98,4.285714286,33.5265212,126.856318
평대앓이,경양식,제주특별자치도 제주시 구좌읍 비자림로 2718-3 1층,구좌읍,72,4.881944444,33.467852,126.7724183
브릭스제주,기타,제주특별자치도 제주시 구좌읍 김녕로2길 6 1층,구좌읍,14,4.75,33.5546239,126.7430191
수필하우스,한식,제주특별자치도 제주시 구좌읍 종달논길 50-1,구좌읍,1,4,33.4929529,126.8996021
세러데이아일랜드,"외국음식전문점(인도,태국등)",제주특별자치도 제주시 구좌읍 평대7길 51 1층,구좌읍,76,4.796052632,33.5325407,126.8441262
어멍이해녀,한식,제주특별자치도 제주시 구좌읍 해맞이해안로 2244 1층,구좌읍,127,4.562992126,33.5246476,126.8599392
오스모시스,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 1026 1동 1층,구좌읍,37,4.594594595,33.5404929,126.8307706
한라산,한식,제주특별자치도 제주시 구좌읍 면수1길 48 2동 1층,구좌읍,738,4.679539295,33.5247614,126.8629928
영희네우럭명가,한식,제주특별자치도 제주시 구좌읍 세화1길 27 1층,구좌읍,123,4.536585366,33.5254154,126.855013
풍미독서,기타,제주특별자치도 제주시 구좌읍 세화합전2길 7 1층 1호,구좌읍,221,4.409502262,33.5137935,126.8591021
구슬함박,경양식,제주특별자치도 제주시 구좌읍 해맞이해안로 1460 세화팬션 숨비 1층,구좌읍,21,4.80952381,33.5160918,126.8632246
흙소담,한식,제주특별자치도 제주시 구좌읍 해맞이해안로 2484 1층 107호,구좌읍,9,4.944444444,33.5291668,126.8538817
섭섭이네,경양식,제주특별자치도 제주시 구좌읍 중산간동로 2261 1층,구좌읍,172,4.520348837,33.4715704,126.7844075
우드스탁,한식,제주특별자치도 제주시 구좌읍 월정7길 52 1~2층,구좌읍,105,4.39047619,33.5553068,126.7966793
한라식당,한식,제주특별자치도 제주시 구좌읍 김녕로 99-1,구좌읍,13,4.653846154,33.5542816,126.7488346
비자림 양푼이 국수,기타,제주특별자치도 제주시 구좌읍 비자림로 2235-2 1층,구좌읍,7,4.071428571,33.467852,126.7724183
유니온제주,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 486 B103호,구좌읍,223,4.950672646,33.5291668,126.8538817
바당지기,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 480 1층,구좌읍,78,4.121794872,33.5593822,126.7931782
인손,기타,제주특별자치도 제주시 구좌읍 세화4길 10 1층,구좌읍,92,4.722826087,33.5227733,126.8556461
페어리제주,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 1486 1층,구좌읍,71,4.394366197,33.5249042,126.8642192
술의식물원,기타,제주특별자치도 제주시 구좌읍 중산간동로 2253 1층,구좌읍,66,4.568181818,33.471814,126.7837769
제주로움,경양식,제주특별자치도 제주시 구좌읍 월정3길 14 2층,구좌읍,89,4.898876404,33.5554342,126.7966183
철이네정육식당,식육(숯불구이),제주특별자치도 제주시 구좌읍 종달로 53,구좌읍,11,4.909090909,33.4934377,126.8967303
월정리곳간,경양식,제주특별자치도 제주시 구좌읍 해맞이해안로 584-2 1층,구좌읍,32,4.796875,33.5563575,126.8068338
넘은봄,한식,제주특별자치도 제주시 구좌읍 김녕로1길 75-1 1층,구좌읍,29,4.931034483,33.5577761,126.751232
빗소리,일식,제주특별자치도 제주시 구좌읍 김녕로 151 1층,구좌읍,78,4.692307692,33.5556556,126.7540181
금송당,기타,제주특별자치도 제주시 구좌읍 중산간동로 2262 1층,구좌읍,17,4.705882353,33.4713153,126.7843218
흑족발집,한식,제주특별자치도 제주시 구좌읍 일주동로 3141,구좌읍,31,4.403225806,33.5425771,126.8122604
윤슬,기타,제주특별자치도 제주시 구좌읍 김녕로17길 30 1~2층,구좌읍,63,4.801587302,33.5578479,126.7544228
곱창에미치다,한식,제주특별자치도 제주시 한경면 두신로 39 2동 1층,한경면,44,4.738636364,33.3468437,126.1823411
모살왓,한식,제주특별자치도 제주시 한경면 두신로 21-28,한경면,52,4.067307692,33.3446775,126.181486
미식가,한식,제주특별자치도 제주시 한경면 노을해안로 1146,한경면,10,3.4,33.308255,126.1647061
열두달,기타,제주특별자치도 제주시 한경면 용수길 37 1층,한경면,10,4.65,33.3223998,126.1701912
웃뜨르항아리,기타,제주특별자치도 제주시 한경면 중산간서로 3705 1층,한경면,9,4.833333333,33.33543,126.2565711
그린사이공,기타,제주특별자치도 제주시 한경면 두신로 38 1층,한경면,10,4.85,33.3464024,126.1832343
쉘브르,기타,제주특별자치도 제주시 한경면 일주서로 4533-11 1층,한경면,8,4.875,33.3654338,126.1989556
인디에어,기타,제주특별자치도 제주시 한경면 두모11길 51 1층,한경면,9,4.888888889,33.356885,126.1825953
마루나,기타,제주특별자치도 제주시 한경면 금등4길 11 1층,한경면,10,4.7,33.3619265,126.195894
당산봉,한식,제주특별자치도 제주시 한경면 고산로 59,한경면,9,4.5,33.306206,126.1786239
휴식공간,한식,제주특별자치도 제주시 한경면 낙수로 85 1층,한경면,3,4.333333333,33.3283528,126.2307993
제주돔베막국수,한식,제주특별자치도 제주시 한경면 고산로 35,한경면,65,4.607692308,33.3041465,126.1794537
저지리498맛나게드시게,한식,제주특별자치도 제주시 한경면 중산간서로 3793,한경면,101,4.698019802,33.3422665,126.2558086
한라당몰국수,한식,제주특별자치도 제주시 한경면 중산간서로 3645,한경면,69,4.652173913,33.3301746,126.2550713
한양동식당,한식,제주특별자치도 제주시 한경면 용금로 501 1층 2호,한경면,11,4.727272727,33.3366069,126.2336296
미온당,한식,제주특별자치도 제주시 한경면 중산간서로 3594,한경면,24,4.041666667,33.3258701,126.2526613
수월식당,한식,제주특별자치도 제주시 한경면 고산로 32,한경면,2,4.5,33.3039323,126.1797276
지서개식당,기타,제주특별자치도 제주시 한경면 한경해안로 77 1층,한경면,21,4.380952381,33.3328723,126.1697983
아방도르다,한식,제주특별자치도 제주시 한경면 두신로 68 1층,한경면,10,4.35,33.3489619,126.182803
명동식도락,한식,제주특별자치도 제주시 한경면 녹차분재로 530 1층,한경면,9,4.555555556,33.3257082,126.2552516
달아래팥,한식,제주특별자치도 제주시 한경면 낙수로 148 1층,한경면,9,4.777777778,33.3240679,126.2291082
물통식당,한식,제주특별자치도 제주시 한경면 명이5길 20,한경면,287,4.846689895,33.3190367,126.2707855
청수청년곱창,한식,제주특별자치도 제주시 한경면 연명로 344 1층,한경면,10,4.9,33.3020455,126.2589933
가자고산,한식,제주특별자치도 제주시 한경면 용고로 76,한경면,5,2.4,33.3014513,126.1793106
양가형제,경양식,제주특별자치도 제주시 한경면 청수동8길 3 1층,한경면,10,4.45,33.3073725,126.2540944
맛있는폴부엌,경양식,제주특별자치도 제주시 한경면 녹차분재로 568,한경면,10,4.8,33.3244002,126.2558172
황토가든,한식,제주특별자치도 제주시 한경면 두조로 260 1층,한경면,1,5,33.3430426,126.2096635
진달래식당,기타,제주특별자치도 제주시 한경면 용수3길 38 1층,한경면,10,5,33.3246505,126.1659485
수월봉가마솥순대국,한식,제주특별자치도 제주시 한경면 고산서2길 18 1층,한경면,9,4.888888889,33.3007773,126.1777823
저바다에누워,기타,제주특별자치도 제주시 한경면 판조로 3-5 제2동 1~2층,한경면,10,4.75,33.351183,126.216621
요나스,한식,제주특별자치도 제주시 한경면 신한로 17 1층,한경면,10,4.85,33.3496635,126.185099
판포어촌계직영펜션식당,한식,제주특별자치도 제주시 한경면 일주서로 4542 1층,한경면,16,4.46875,33.3414039,126.1898997
한질에칼국수,한식,제주특별자치도 제주시 한경면 두신로 76,한경면,11,4.818181818,33.3497362,126.1831059
탐라반상,한식,제주특별자치도 제주시 한경면 녹차분재로 462,한경면,165,4.790909091,33.3148365,126.2734488
트레이712,경양식,제주특별자치도 제주시 한경면 용금로 858 1층,한경면,18,4.055555556,33.3351221,126.226991
채훈이네해장국,한식,제주특별자치도 제주시 한경면 두신로 69,한경면,218,4.71559633,33.3493211,126.182527
뚱보아저씨,한식,제주특별자치도 제주시 한경면 중산간서로 3651 1층,한경면,400,4.45125,33.3306389,126.2554594
세가름,한식,제주특별자치도 제주시 한경면 신한로 20 나동,한경면,15,4.1,33.349418,126.1850181
아찌국밥,경양식,제주특별자치도 제주시 한경면 고산로 34,한경면,16,4.78125,33.3040485,126.1797177
청은국수,경양식,제주특별자치도 제주시 한경면 두신로 70 1층,한경면,25,4.16,33.3491053,126.1828064
풍차와전복,한식,제주특별자치도 제주시 한경면 두모5길 59 1층,한경면,98,4.387755102,33.3564038,126.1821222
바람과언덕,기타,제주특별자치도 제주시 한경면 노을해안로 1203-4 1층,한경면,9,3.666666667,33.3071297,126.1684779
중국집마씸,중국식,제주특별자치도 제주시 한경면 두신로 78 1층,한경면,121,4.359504132,33.3498359,126.1832048
고산함지박,한식,제주특별자치도 제주시 한경면 고락로 4,한경면,15,4.5,33.3033042,126.1801143
대물식당,한식,제주특별자치도 제주시 한경면 노을해안로 1169 1층,한경면,63,4.531746032,33.308573,126.1657849
제주오름과바당,한식,제주특별자치도 제주시 한경면 녹차분재로 531 1층,한경면,60,4.441666667,33.3244002,126.2558172
돈뜰,식육(숯불구이),제주특별자치도 제주시 한경면 녹차분재로 619 1층,한경면,119,4.840336134,33.3257082,126.2552516
연리지가든,식육(숯불구이),제주특별자치도 제주시 한경면 두조로 190-20 다동 1층,한경면,96,4.005208333,33.3444986,126.2027639
저지오름반점,중국식,제주특별자치도 제주시 한경면 중산간서로 3649,한경면,45,4.277777778,33.3304855,126.2553218
제비상회,한식,제주특별자치도 제주시 한경면 신한로 45 1층,한경면,20,4.65,33.3484293,126.1876328
백일,한식,제주특별자치도 제주시 한경면 두신로 88,한경면,8,4.4375,33.3505996,126.1837067
가보카,한식,제주특별자치도 제주시 한경면 명이2길 31 1층,한경면,10,4.95,33.3173958,126.264702
장수촌,한식,제주특별자치도 제주시 한경면 고산서2길 18,한경면,3,4.5,33.3007773,126.1777823
이누팬,경양식,제주특별자치도 제주시 한경면 고산로 33-3 1층,한경면,7,4.785714286,33.3038593,126.1789271
바람과노을,기타,제주특별자치도 제주시 한경면 노을해안로 1150 2층,한경면,12,3.708333333,33.3085269,126.1646779
토리,한식,제주특별자치도 제주시 한경면 녹차분재로 626 1층,한경면,22,4.409090909,33.3244002,126.2558172
더애월김치찌개전문점저지점,기타,제주특별자치도 제주시 한경면 저지12길 99,한경면,70,4.507142857,33.3397466,126.261347
노을안에풍차,기타,제주특별자치도 제주시 한경면 한경해안로 360 1층,한경면,21,4.547619048,33.3368816,126.1647341
해문달술,한식,제주특별자치도 제주시 한경면 노을해안로 1174 차귀낚시점 1층,한경면,17,5,33.3080639,126.1655615
우리집아점,한식,제주특별자치도 제주시 한림읍 한림로 242 1층,한림읍,90,4.605555556,33.387882,126.2332862
몽실이네,한식,제주특별자치도 제주시 한림읍 한림로 669-1,한림읍,4,4.25,33.414972,126.2645636
모이모이,한식,제주특별자치도 제주시 한림읍 귀덕8길 39,한림읍,199,4.859296482,33.4406593,126.2898087
칠일칠팔,한식,제주특별자치도 제주시 한림읍 문화길 5,한림읍,8,4.875,33.4141919,126.2621603
마당집,식육(숯불구이),제주특별자치도 제주시 한림읍 한림로12길 1-4 1층,한림읍,17,4.705882353,33.415472,126.2655641
대문집,한식,제주특별자치도 제주시 한림읍 한림로 484,한림읍,10,3.95,33.4026902,126.2519622
돈지정가든,한식,제주특별자치도 제주시 한림읍 금악로 1-1,한림읍,3,4,33.3574905,126.295638
제주도민상회본점,한식,제주특별자치도 제주시 한림읍 한림로3길 8,한림읍,661,4.620272315,33.4132616,126.260303
야미야미한림점,식육(숯불구이),제주특별자치도 제주시 한림읍 명랑로 10,한림읍,2,4.25,33.4144928,126.2659416
고향숯불막창한림점,기타,제주특별자치도 제주시 한림읍 한림로4길 31 1층,한림읍,10,4.35,33.4103808,126.2632295
금능이모네,기타,제주특별자치도 제주시 한림읍 금능길 55 1층,한림읍,10,4.95,33.3881374,126.2294884
누산타라,기타,제주특별자치도 제주시 한림읍 한림로 649-1 1층,한림읍,2,2.75,33.4140322,126.2626655
제주코,기타,제주특별자치도 제주시 한림읍 중산간서로 4494 1층,한림읍,8,4.125,33.3726752,126.2845786
콩마루순두부짬뽕,기타,제주특별자치도 제주시 한림읍 한림로 638 1층,한림읍,10,4.15,33.4131707,126.2619205
돈해상,기타,제주특별자치도 제주시 한림읍 귀덕11길 39 1층,한림읍,10,4.25,33.4461793,126.2960732
사형제,횟집,제주특별자치도 제주시 한림읍 한림상로 273 1~2층,한림읍,7,4.071428571,33.4224146,126.2663991
오늘은고기한림점,식육(숯불구이),제주특별자치도 제주시 한림읍 한림중앙로 46 1층,한림읍,5,4.9,33.4044889,126.2697728
민경이네,한식,제주특별자치도 제주시 한림읍 비양도길 275,한림읍,5,5,33.4064952,126.2311994
수구레해장국5호점,한식,제주특별자치도 제주시 한림읍 한림로3길 8-9,한림읍,5,3.8,33.4138845,126.260941
이서순대국밥,한식,제주특별자치도 제주시 한림읍 한림해안로 162,한림읍,19,4.526315789,33.4166615,126.2633377
비양도,일식,제주특별자치도 제주시 한림읍 한림로 167,한림읍,21,4.142857143,33.3860678,126.2258574
독개물항,일식,제주특별자치도 제주시 한림읍 한림로 478 1층,한림읍,763,4.351900393,33.4018706,126.2516959
한림바다생태체험마을,일식,제주특별자치도 제주시 한림읍 한림해안로 200,한림읍,72,4.381944444,33.4197809,126.2628316
대금,한식,제주특별자치도 제주시 한림읍 옹포1길 6,한림읍,7,4.642857143,33.4025174,126.2510864
뼈대감,한식,제주특별자치도 제주시 한림읍 한림중앙로 61-2,한림읍,70,4.642857143,33.4094157,126.2663542
남성해장국,한식,제주특별자치도 제주시 한림읍 한림상로 230,한림읍,16,4.6875,33.4188203,126.268211
금수강산바다장어,한식,제주특별자치도 제주시 한림읍 사가동길 17,한림읍,3,3.666666667,33.4156209,126.2629994
영림흑돼지가든,한식,제주특별자치도 제주시 한림읍 한수풀로 30,한림읍,21,4.595238095,33.4177892,126.266104
제주하늘집,한식,제주특별자치도 제주시 한림읍 한림로 475 지1층,한림읍,276,4.574275362,33.3989324,126.2421759
한림족발,한식,제주특별자치도 제주시 한림읍 한림상로 219 1층,한림읍,24,4.895833333,33.4178678,126.2679859
도르르김밥,한식,제주특별자치도 제주시 한림읍 일주서로 5903-6 1층,한림읍,25,4.46,33.4449056,126.2966756
착한스시,일식,제주특별자치도 제주시 한림읍 협재2길 18 동양빌리지 1층,한림읍,236,4.824152542,33.3923698,126.2416493
한림국수집,한식,제주특별자치도 제주시 한림읍 한림상로 158,한림읍,14,4.857142857,33.412296,126.2689984
옹포바다,한식,제주특별자치도 제주시 한림읍 옹포1길 24 1층,한림읍,116,4.538793103,33.4038406,126.2517757
씨리얼제주,기타,제주특별자치도 제주시 한림읍 명랑로 26 1층,한림읍,138,4.608695652,33.414175,126.267655
백부장집,뷔페식,제주특별자치도 제주시 한림읍 한림중앙로 64 1층,한림읍,40,3.5625,33.4089912,126.265851
국수와야식,한식,제주특별자치도 제주시 한림읍 한림로 668,한림읍,2,5,33.4144183,126.2645499
한림옹포왕코다리전문점,한식,제주특별자치도 제주시 한림읍 한림해안로 8 103호,한림읍,48,4.729166667,33.3895279,126.2392884
한림도새기,식육(숯불구이),제주특별자치도 제주시 한림읍 한림상로 149 1층 1호,한림읍,38,4.578947368,33.4120751,126.2679633
푸른솔샘,한식,제주특별자치도 제주시 한림읍 중산간서로 4280,한림읍,31,3.903225806,33.3568939,126.2948654
황칠이야기,한식,제주특별자치도 제주시 한림읍 옹포6길 5 1층,한림읍,10,4.6,33.4031346,126.2526637
아이스데이,한식,제주특별자치도 제주시 한림읍 명월성로 18 1층,한림읍,10,4.7,33.504269,126.5410236
지희네,탕류(보신용),제주특별자치도 제주시 한림읍 한림중앙로 26,한림읍,1,4,33.4123031,126.2646629
파라토도스,기타,제주특별자치도 제주시 한림읍 금능길 87 2~3층,한림읍,373,4.418230563,33.3891272,126.2325092
돌고래식당,기타,제주특별자치도 제주시 한림읍 한림해안로 139 한림항 선원복지회관 1층,한림읍,5,4.2,33.4151701,126.2611176
놀부네,한식,제주특별자치도 제주시 한림읍 한림남길 4 1층,한림읍,8,4.3125,33.4116655,126.2685208
기똥찬양꼬치,한식,제주특별자치도 제주시 한림읍 한림로 687 1층,한림읍,8,4.4375,33.4160916,126.2649401
곱창스튜디오,한식,제주특별자치도 제주시 한림읍 한림로19길 10 1층,한림읍,8,4.8125,33.4172059,126.2637784
수우동,한식,제주특별자치도 제주시 한림읍 협재1길 11 1층,한림읍,277,4.135379061,33.3965751,126.2425147
해물창고,한식,제주특별자치도 제주시 한림읍 한림북동길 7 2층 224호,한림읍,5,4.6,33.4158571,126.2637709
한림대덕,한식,제주특별자치도 제주시 한림읍 한림로5길 17,한림읍,1,5,33.4167713,126.2642302
비양,기타,제주특별자치도 제주시 한림읍 옹포3길 25-2 1층,한림읍,10,4.35,33.4053831,126.2520877
장수골,한식,제주특별자치도 제주시 한림읍 한림상로 150,한림읍,8,4.25,33.4118152,126.2683931
후원,한식,제주특별자치도 제주시 한림읍 한림로 503 1층,한림읍,10,4.3,33.4041634,126.2529269
제주산책,일식,제주특별자치도 제주시 한림읍 한림로 698 1층,한림읍,3,4,33.4168891,126.2651092
통큰코다리,한식,제주특별자치도 제주시 한림읍 협재2길 10-1 1층,한림읍,25,4.6,33.3917519,126.2419452
돈까스집,한식,제주특별자치도 제주시 한림읍 한림로 655-1 1층,한림읍,9,4.111111111,33.4144376,126.2631573
제주미친흑돈,식육(숯불구이),제주특별자치도 제주시 한림읍 한림해안로 534 다동 1층,한림읍,10,4.35,33.43666,126.2748879
비타민국수,기타,제주특별자치도 제주시 한림읍 한림로 661,한림읍,10,3.95,33.4144793,126.2637553
비양도봄날,중국식,제주특별자치도 제주시 한림읍 비양도길 62 1층,한림읍,2,4.5,33.4049998,126.2253511
협재해물라면쪼꼴락상회,한식,제주특별자치도 제주시 한림읍 협재4길 9 1층,한림읍,218,4.438073394,33.3945924,126.2424977
해담은,횟집,제주특별자치도 제주시 한림읍 강구로 70-2,한림읍,2,3.75,33.4095004,126.2754724
제주나무처럼,기타,제주특별자치도 제주시 한림읍 홍수암로 3-1 1층,한림읍,335,4.874626866,33.3844265,126.2262826
가리비안의해적,한식,제주특별자치도 제주시 한림읍 한림로 335 D동 2층,한림읍,9,4.611111111,33.3989324,126.2421759
군산아구찜,기타,제주특별자치도 제주시 한림읍 한림해안로 8 102호 (씨비양빌리지),한림읍,10,4.55,33.4257892,126.2673117
협재포항물회,한식,제주특별자치도 제주시 한림읍 한림로 354,한림읍,10,4.35,33.3947774,126.2416879
맹순이네,한식,제주특별자치도 제주시 한림읍 금능1길 7 1층,한림읍,5,4.8,33.3871445,126.2243686
바당어부,한식,제주특별자치도 제주시 한림읍 금능남1길 10-21 1층,한림읍,27,4.5,33.385398,126.230536
영진보말칼국수제주협재점,식육(숯불구이),제주특별자치도 제주시 한림읍 한림로5길 23,한림읍,10,4.8,33.4146732,126.2613821
섬고래,기타,제주특별자치도 제주시 한림읍 금능길 65 1층,한림읍,10,4.75,33.3884475,126.2301314
오리지날로맨스,기타,제주특별자치도 제주시 한림읍 옹포2길 1 1~2층,한림읍,9,4.666666667,33.3986066,126.2514407
한림통큰장어,식육(숯불구이),제주특별자치도 제주시 한림읍 한림로 525 1층,한림읍,10,4.05,33.4051949,126.254926
풍자네포차,한식,제주특별자치도 제주시 한림읍 한림로 685-2 1층,한림읍,2,4.5,33.4160702,126.2647664
오늘은고기제주본점,기타,제주특별자치도 제주시 한림읍 일주서로 5167 A동 3층,한림읍,10,4.5,33.4095489,126.2638736
아방솟덕,한식,제주특별자치도 제주시 한림읍 명랑로 36 1층,한림읍,2,4.5,33.4141812,126.2684827
삼정국수,일식,제주특별자치도 제주시 한림읍 한림로 662-1 1층,한림읍,10,3.15,33.4143004,126.2639835
바다그리기,한식,제주특별자치도 제주시 한림읍 옹포2길 16 1층,한림읍,8,4.6875,33.399358,126.2500953
금촌댁,식육(숯불구이),제주특별자치도 제주시 한림읍 한림로 686-1,한림읍,10,5,33.4160265,126.2653123
닐스,경양식,제주특별자치도 제주시 한림읍 일주서로 5153 가동 1층,한림읍,9,4.722222222,33.3933134,126.2559986
고향흑돼지,한식,제주특별자치도 제주시 한림읍 한림해안로 29,한림읍,10,5,33.4076187,126.2536768
엄지네,한식,제주특별자치도 제주시 한림읍 한림로15길 6 1층,한림읍,2,4.25,33.4164816,126.2643325
밥깡패,경양식,제주특별자치도 제주시 한림읍 한림로4길 35 1층,한림읍,116,4.353448276,33.4101259,126.263442
안녕협재씨제주협재점,기타,제주특별자치도 제주시 한림읍 협재1길 55 1층,한림읍,519,4.531791908,33.3989739,126.2454361
명랑스낵,한식,제주특별자치도 제주시 한림읍 한림로 585 1층,한림읍,177,3.805084746,33.4092824,126.2588312
도란도란,기타,제주특별자치도 제주시 한림읍 명월성로 16 1층,한림읍,2,4,33.3768233,126.2607583
청계정원,한식,제주특별자치도 제주시 한림읍 한림해안로 8 101호,한림읍,11,4.227272727,33.4257892,126.2673117
협재칼국수,한식,제주특별자치도 제주시 한림읍 협재로 3 1층,한림읍,894,4.465883669,33.3968233,126.2445723
이면,한식,제주특별자치도 제주시 한림읍 금능5길 13 1층,한림읍,76,4.769736842,33.3887811,126.2269468
니나노제주,기타,제주특별자치도 제주시 한림읍 수원7길 60-9 1층,한림읍,23,4.52173913,33.4290398,126.2647739
수타명가,중국식,제주특별자치도 제주시 한림읍 일주서로 5834 1층,한림읍,85,4.047058824,33.4418232,126.2898589
록다미,기타,제주특별자치도 제주시 한림읍 한림로14길 3 1층,한림읍,1,4,33.4162599,126.2654367
일조바다장어,한식,제주특별자치도 제주시 한림읍 한수풀로 19,한림읍,4,4.875,33.4179794,126.2650047
먹고또먹고,한식,제주특별자치도 제주시 한림읍 한림북동길 13 1층,한림읍,2,4.5,33.416298,126.2640964
귀덕순우동,한식,제주특별자치도 제주시 한림읍 한림해안로 514-4 1층,한림읍,33,4.46969697,33.4338604,126.2742831
한림매일맛집,한식,제주특별자치도 제주시 한림읍 한림북동길 11 1층 1호,한림읍,3,5,33.4161184,126.264086
지구촌식당,한식,제주특별자치도 제주시 한림읍 한수1길 28 1층,한림읍,4,4.375,33.4216312,126.2626157
행복한엄마밥상,한식,제주특별자치도 제주시 한림읍 한림로 682 1층,한림읍,2,4.5,33.4155021,126.2653346
바다위에코끼리,기타,제주특별자치도 제주시 한림읍 협재1길 27-6 1층,한림읍,74,4.621621622,33.3976864,126.2432576
수르르,한식,제주특별자치도 제주시 한림읍 금능5길 26 1층,한림읍,49,4.959183673,33.3892327,126.2271612
일억조,한식,제주특별자치도 제주시 한림읍 한림상로 140,한림읍,72,4.583333333,33.4112849,126.267606
바다제비,한식,제주특별자치도 제주시 한림읍 한림로 640 1층,한림읍,137,4.02189781,33.4133125,126.2621284
금능낙원,한식,제주특별자치도 제주시 한림읍 금능길 27,한림읍,96,4.260416667,33.3874646,126.2262578
주민상회한림점,한식,제주특별자치도 제주시 한림읍 한림중앙로 31,한림읍,7,4.214285714,33.4120056,126.2653772
막창에버섯을쏘시지,한식,제주특별자치도 제주시 한림읍 한림로 685-3,한림읍,26,4.865384615,33.4158845,126.2645755
여러분,기타,제주특별자치도 제주시 한림읍 한림로 702 1층,한림읍,61,4.860655738,33.4173125,126.2649578
매기의추억,한식,제주특별자치도 제주시 한림읍 한림해안로 595,한림읍,85,4.482352941,33.4257892,126.2673117
협재해녀의집,횟집,제주특별자치도 제주시 한림읍 협재3길 19,한림읍,265,3.788679245,33.3988321,126.2440116
한림칼국수제주본점,한식,제주특별자치도 제주시 한림읍 한림해안로 141,한림읍,595,4.424369748,33.4155701,126.2615642
콜라,기타,제주특별자치도 제주시 한림읍 일주서로 5857 1~2층,한림읍,167,4.473053892,33.4433127,126.2919686
칠공삼공,한식,제주특별자치도 제주시 한림읍 한림로17길 16,한림읍,8,4.375,33.4167044,126.2635067
인생밥집,한식,제주특별자치도 제주시 한림읍 문교길 6 1층,한림읍,85,4.535294118,33.4114405,126.26468
문어빵빵,기타,제주특별자치도 제주시 한림읍 한림로 668 1층,한림읍,11,5,33.4144183,126.2645499
제주연탄돼지불백,한식,제주특별자치도 제주시 한림읍 명월성로 12 1층,한림읍,17,4.323529412,33.4073925,126.2656128
강식당,경양식,제주특별자치도 제주시 한림읍 협재1길 39 2동 1층,한림읍,146,4.366438356,33.3984652,126.244076
우정,한식,제주특별자치도 제주시 한림읍 한림상로 139,한림읍,37,4.513513514,33.411575,126.2672702
대유,한식,제주특별자치도 제주시 한림읍 한림해안로 140,한림읍,12,3.625,33.4152213,126.2618259
협재삼춘네횟집,한식,제주특별자치도 제주시 한림읍 한림로 318,한림읍,67,4.52238806,33.3921509,126.2395634
협재돈대장,식육(숯불구이),제주특별자치도 제주시 한림읍 협재2길 8-4 1층 제2호,한림읍,70,4.692857143,33.3921614,126.2405605
면차롱,중국식,제주특별자치도 제주시 한림읍 한림로 380 1층,한림읍,236,4.720338983,33.3962806,126.2437481
오크라,한식,제주특별자치도 제주시 한림읍 귀덕14길 57-2,한림읍,70,4.621428571,33.4387969,126.2962272
보람순대국밥,한식,제주특별자치도 제주시 한림읍 한림북동길 17,한림읍,10,3.5,33.416569,126.2639438
제주등대아구찜,한식,제주특별자치도 제주시 한림읍 한림해안로 145-2 1층,한림읍,64,4.5546875,33.4158996,126.261979
오만정성,한식,제주특별자치도 제주시 한림읍 일주서로 5083 1층,한림읍,649,4.873651772,33.389078,126.2504324
일등정육식당,한식,제주특별자치도 제주시 한림읍 한림상로 145,한림읍,4,4.5,33.4118962,126.267869
수돈가스,기타,제주특별자치도 제주시 한림읍 한림로 393 1층,한림읍,171,4.043859649,33.3976481,126.2442493
못거리가든,식육(숯불구이),제주특별자치도 제주시 한림읍 한림중앙로 283,한림읍,8,4.5,33.4044889,126.2697728
