Column1,사업장명,사업장명add,업종구분대분류,업종구분소분류,주소,naver_map_url
13828,이공이시,이공이시제주특별자치도 서귀포시 중문관광로72번길 29-9,일반음식점,일식,제주특별자치도 서귀포시 중문관광로72번길 29-9,
13829,포구풍경,포구풍경제주특별자치도 서귀포시 남원읍 태위로 118,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 118,
13830,하와이안비치카페,하와이안비치카페제주특별자치도 서귀포시 성산읍 신양로122번길 57,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 신양로122번길 57,
13831,교촌치킨서귀포남원점,교촌치킨서귀포남원점제주특별자치도 서귀포시 남원읍 태위로 713,일반음식점,호프/통닭,제주특별자치도 서귀포시 남원읍 태위로 713,
13832,치킨과바람피자,치킨과바람피자제주특별자치도 서귀포시 일주동로 8657,일반음식점,호프/통닭,제주특별자치도 서귀포시 일주동로 8657,
13833,미씨엘로,미씨엘로제주특별자치도 서귀포시 홍중로 99,일반음식점,경양식,제주특별자치도 서귀포시 홍중로 99,
13834,영심이네화강발,영심이네화강발제주특별자치도 서귀포시 성산읍 동류암로 48,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 동류암로 48,
13835,로드삼칠푸드컴퍼니,로드삼칠푸드컴퍼니제주특별자치도 서귀포시 중앙로72번길 42,일반음식점,한식,제주특별자치도 서귀포시 중앙로72번길 42,
13836,산방산뷔페,산방산뷔페제주특별자치도 서귀포시 안덕면 사계남로216번길 29,일반음식점,뷔페식,제주특별자치도 서귀포시 안덕면 사계남로216번길 29,
13837,감성밥집바다의집,감성밥집바다의집제주특별자치도 서귀포시 성산읍 병문로 236,일반음식점,한식,제주특별자치도 서귀포시 성산읍 병문로 236,
13838,프리튀르,프리튀르제주특별자치도 서귀포시 안덕면 중산간서로 1810,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 중산간서로 1810,
13839,가파도봄날에,가파도봄날에제주특별자치도 서귀포시 대정읍 가파로67번길 47-2,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 가파로67번길 47-2,
13840,레스토랑점심,레스토랑점심제주특별자치도 서귀포시 남원읍 중산간동로 7090,일반음식점,일식,제주특별자치도 서귀포시 남원읍 중산간동로 7090,
13841,팜트리,팜트리제주특별자치도 서귀포시 중정로 24 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 중정로 24 (서귀동),
13842,놀부신서귀포점,놀부신서귀포점제주특별자치도 서귀포시 신서로88번길 49,일반음식점,한식,제주특별자치도 서귀포시 신서로88번길 49,
13843,비긴어게인,비긴어게인제주특별자치도 서귀포시 정방로 9,일반음식점,한식,제주특별자치도 서귀포시 정방로 9,
13844,형제마라탕,형제마라탕제주특별자치도 서귀포시 서호남로32번길 10-6 (서호동),일반음식점,중국식,제주특별자치도 서귀포시 서호남로32번길 10-6 (서호동),
13845,호화,호화제주특별자치도 서귀포시 남원읍 한신로531번길 23,일반음식점,한식,제주특별자치도 서귀포시 남원읍 한신로531번길 23,
13846,엄마표밥상,엄마표밥상제주특별자치도 서귀포시 남원읍 남태해안로 145,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남태해안로 145,
13847,향기소주호프,향기소주호프제주특별자치도 서귀포시 성산읍 성산등용로 98,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산등용로 98,
13848,제미니국수,제미니국수제주특별자치도 서귀포시 쇠소깍로 134,일반음식점,한식,제주특별자치도 서귀포시 쇠소깍로 134,
13849,백패커스홈,백패커스홈제주특별자치도 서귀포시 중정로 24 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 중정로 24 (서귀동),
13850,명단,명단제주특별자치도 서귀포시 성산읍 성산중앙로 59,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 59,
13851,화수분,화수분제주특별자치도 서귀포시 중정로91번길 39-1 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 중정로91번길 39-1 (서귀동),
13852,시안,시안제주특별자치도 서귀포시 성산읍 일출로288번길 23,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 일출로288번길 23,
13853,두리,두리제주특별자치도 서귀포시 표선면 표선중앙로80번길 9,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선중앙로80번길 9,
13854,숲의시간,숲의시간제주특별자치도 서귀포시 성산읍 남산봉로 21-11,일반음식점,한식,제주특별자치도 서귀포시 성산읍 남산봉로 21-11,
13855,하림이네두루치기,하림이네두루치기제주특별자치도 서귀포시 일주서로 356,일반음식점,한식,제주특별자치도 서귀포시 일주서로 356,
13856,제주순메밀막국수,제주순메밀막국수제주특별자치도 서귀포시 안덕면 녹차분재로 60,일반음식점,한식,제주특별자치도 서귀포시 안덕면 녹차분재로 60,
13857,노가리앤비어서홍점,노가리앤비어서홍점제주특별자치도 서귀포시 홍중로 99,일반음식점,호프/통닭,제주특별자치도 서귀포시 홍중로 99,
13858,섬돈까스,섬돈까스제주특별자치도 서귀포시 이어도로 1052,일반음식점,일식,제주특별자치도 서귀포시 이어도로 1052,
13859,가파도봄날에별관,가파도봄날에별관제주특별자치도 서귀포시 대정읍 가파로67번길 47-2,일반음식점,한식,제주특별자치도 서귀포시 대정읍 가파로67번길 47-2,
13860,쓰리국밥,쓰리국밥제주특별자치도 서귀포시 중앙로62번길 11,일반음식점,한식,제주특별자치도 서귀포시 중앙로62번길 11,
13861,시골낙지,시골낙지제주특별자치도 서귀포시 안덕면 녹차분재로 85,일반음식점,한식,제주특별자치도 서귀포시 안덕면 녹차분재로 85,
13862,바솔트,바솔트제주특별자치도 서귀포시 막숙포로 118,일반음식점,뷔페식,제주특별자치도 서귀포시 막숙포로 118,
13863,제주바다,제주바다제주특별자치도 서귀포시 대정읍 최남단해안로30번길 9,일반음식점,일식,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 9,
13864,조선마방,조선마방제주특별자치도 서귀포시 태평로 423,일반음식점,횟집,제주특별자치도 서귀포시 태평로 423,
13865,매일올레돈,매일올레돈제주특별자치도 서귀포시 중앙로62번길 17,일반음식점,한식,제주특별자치도 서귀포시 중앙로62번길 17,
13866,카페1950,카페1950제주특별자치도 서귀포시 중문관광로 90,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 중문관광로 90,
13867,민트카페,,일반음식점,경양식,,
13868,서핑캠퍼,서핑캠퍼제주특별자치도 서귀포시 표선면 표선중앙로110번길 2,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 표선면 표선중앙로110번길 2,
13869,곱닥,곱닥제주특별자치도 서귀포시 동홍남로 47,일반음식점,한식,제주특별자치도 서귀포시 동홍남로 47,
13870,먹쇠돌쇠국밥집,먹쇠돌쇠국밥집제주특별자치도 서귀포시 남원읍 태수로 623,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태수로 623,
13871,믿음직화플레이사계점,믿음직화플레이사계점제주특별자치도 서귀포시 안덕면 사계남로216번길 31,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계남로216번길 31,
13872,두마리찜닭두찜서귀포중문점,두마리찜닭두찜서귀포중문점제주특별자치도 서귀포시 대포중앙로 14,일반음식점,한식,제주특별자치도 서귀포시 대포중앙로 14,
13873,신신호텔천지연레스토랑,신신호텔천지연레스토랑제주특별자치도 서귀포시 서문로 42-1,일반음식점,뷔페식,제주특별자치도 서귀포시 서문로 42-1,
13874,뉴시마,뉴시마제주특별자치도 서귀포시 동홍중앙로 64-1,일반음식점,일식,제주특별자치도 서귀포시 동홍중앙로 64-1,
13875,티그래퍼,티그래퍼제주특별자치도 서귀포시 호근서호로 134,일반음식점,경양식,제주특별자치도 서귀포시 호근서호로 134,
13876,전통김치찌개전문점서귀포점,전통김치찌개전문점서귀포점제주특별자치도 서귀포시 일주동로 8653,일반음식점,한식,제주특별자치도 서귀포시 일주동로 8653,
13877,호식이두마리치킨서홍점,호식이두마리치킨서홍점제주특별자치도 서귀포시 중앙로 199,일반음식점,호프/통닭,제주특별자치도 서귀포시 중앙로 199,
13878,카페갤럭시아,카페갤럭시아제주특별자치도 서귀포시 안덕면 사계남로216번길 29,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계남로216번길 29,
13879,담모라면가,담모라면가제주특별자치도 서귀포시 안덕면 일주서로 1975-16,일반음식점,한식,제주특별자치도 서귀포시 안덕면 일주서로 1975-16,
13880,서진돈까스,서진돈까스제주특별자치도 서귀포시 성산읍 성산중앙로37번길 12,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 성산중앙로37번길 12,
13881,케이트카페&펍,케이트카페&펍제주특별자치도 서귀포시 안덕면 사계로 187-3,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 안덕면 사계로 187-3,
13882,제주푸줏간,제주푸줏간제주특별자치도 서귀포시 안덕면 신화역사로 423,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 안덕면 신화역사로 423,
13883,버닝치즈,버닝치즈제주특별자치도 서귀포시 안덕면 일주서로 1322-3,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 일주서로 1322-3,
13884,슌식당,슌식당제주특별자치도 서귀포시 성산읍 시흥상동로 87,일반음식점,일식,제주특별자치도 서귀포시 성산읍 시흥상동로 87,
13885,새로고침,새로고침제주특별자치도 서귀포시 성산읍 신고로22번길 34,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 신고로22번길 34,
13886,듬삭헌국밥집,듬삭헌국밥집제주특별자치도 서귀포시 성산읍 한도로 82,일반음식점,한식,제주특별자치도 서귀포시 성산읍 한도로 82,
13887,나무꾼장작구이통닭,나무꾼장작구이통닭제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,
13888,존가네서귀포점,존가네서귀포점제주특별자치도 서귀포시 동홍동로 44,일반음식점,한식,제주특별자치도 서귀포시 동홍동로 44,
13889,지코바치킨성산점,지코바치킨성산점제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,
13890,용왕난드르음식점,용왕난드르음식점제주특별자치도 서귀포시 안덕면 대평감산로 8,일반음식점,한식,제주특별자치도 서귀포시 안덕면 대평감산로 8,
13891,1번가두마리치킨,1번가두마리치킨제주특별자치도 서귀포시 대정읍 중산간서로 2573-1,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 중산간서로 2573-1,
13892,마루캐주얼아시안다이닝(casual asian dining),마루캐주얼아시안다이닝(casual asian dining)제주특별자치도 서귀포시 대정읍 서삼중로 77,일반음식점,일식,제주특별자치도 서귀포시 대정읍 서삼중로 77,
13893,아레나홀덤펍,아레나홀덤펍제주특별자치도 서귀포시 태평로353번길 18,일반음식점,호프/통닭,제주특별자치도 서귀포시 태평로353번길 18,
13894,미미회관,미미회관제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55,
13895,우리의세계,우리의세계제주특별자치도 서귀포시 표선면 표선관정로 97,일반음식점,경양식,제주특별자치도 서귀포시 표선면 표선관정로 97,
13896,부우,부우제주특별자치도 서귀포시 표선면 표선동서로 251,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선동서로 251,
13897,서귀포시축산업협동조합축산물플라자1층별관,서귀포시축산업협동조합축산물플라자1층별관제주특별자치도 서귀포시 성산읍 섭지코지로25번길 120,일반음식점,한식,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 120,
13898,포가츠,포가츠제주특별자치도 서귀포시 태평로 392-2,일반음식점,일식,제주특별자치도 서귀포시 태평로 392-2,
13899,미루네닭갈비(성산점),미루네닭갈비(성산점)제주특별자치도 서귀포시 성산읍 일출로 230,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일출로 230,
13900,돈블럭,돈블럭제주특별자치도 서귀포시 천제연로 303,일반음식점,한식,제주특별자치도 서귀포시 천제연로 303,
13901,표선리마을회계절음식점,,일반음식점,한식,,
13902,장근이네식당,장근이네식당제주특별자치도 서귀포시 안덕면 일주서로 1709,일반음식점,한식,제주특별자치도 서귀포시 안덕면 일주서로 1709,
13903,모슬포에서,모슬포에서제주특별자치도 서귀포시 대정읍 영서중로13번길 10,일반음식점,한식,제주특별자치도 서귀포시 대정읍 영서중로13번길 10,
13904,구팔(98),구팔(98)제주특별자치도 서귀포시 대포복개로 94 (대포동),일반음식점,한식,제주특별자치도 서귀포시 대포복개로 94 (대포동),
13905,수란식당,수란식당제주특별자치도 서귀포시 남원읍 태위로723번길 8-4,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로723번길 8-4,
13906,마토네,마토네제주특별자치도 서귀포시 홍중로 119-2,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 홍중로 119-2,
13907,제주물회야시장 횟집학개론,제주물회야시장 횟집학개론제주특별자치도 서귀포시 대정읍 영어도시로 26,일반음식점,한식,제주특별자치도 서귀포시 대정읍 영어도시로 26,
13908,서상동해녀계절음식점,,일반음식점,한식,,
13909,불턱 버거클럽,불턱 버거클럽제주특별자치도 서귀포시 일주서로570번길 1,일반음식점,한식,제주특별자치도 서귀포시 일주서로570번길 1,
13910,오태식해바라기치킨대정점,,일반음식점,호프/통닭,,
13911,단백,단백제주특별자치도 서귀포시 성산읍 성산중앙로 17,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 성산중앙로 17,
13912,돈사빠,돈사빠제주특별자치도 서귀포시 대정읍 중산간서로 2405,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 대정읍 중산간서로 2405,
13913,색달계절음식점,,일반음식점,한식,,
13914,빛노을,빛노을제주특별자치도 서귀포시 소보리당로 199 (상예동),일반음식점,경양식,제주특별자치도 서귀포시 소보리당로 199 (상예동),
13915,올레정안회센타,올레정안회센타제주특별자치도 서귀포시 이어도로 793 (강정동),일반음식점,일식,제주특별자치도 서귀포시 이어도로 793 (강정동),
13916,우수수,우수수제주특별자치도 서귀포시 대정읍 비자낭로 21,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 비자낭로 21,
13917,오일장터분식,오일장터분식제주특별자치도 서귀포시 동홍중앙로52번길 36-4,일반음식점,분식,제주특별자치도 서귀포시 동홍중앙로52번길 36-4,
13918,윤가우동서귀동점,윤가우동서귀동점제주특별자치도 서귀포시 태평로 381,일반음식점,분식,제주특별자치도 서귀포시 태평로 381,
13919,미스사이공서귀포1호점,미스사이공서귀포1호점제주특별자치도 서귀포시 중앙로 76 (서귀동),일반음식점,분식,제주특별자치도 서귀포시 중앙로 76 (서귀동),
13920,큰퐁낭식당,큰퐁낭식당제주특별자치도 서귀포시 표선면 서성일로 18,일반음식점,한식,제주특별자치도 서귀포시 표선면 서성일로 18,
13921,크앙분식중문점,크앙분식중문점제주특별자치도 서귀포시 중문상로82번길 16,일반음식점,분식,제주특별자치도 서귀포시 중문상로82번길 16,
13922,은빌레,은빌레제주특별자치도 서귀포시 남원읍 한신로 247-3,일반음식점,한식,제주특별자치도 서귀포시 남원읍 한신로 247-3,
13923,랑이(Rangi),랑이(Rangi)제주특별자치도 서귀포시 남원읍 중산간동로 6264,일반음식점,한식,제주특별자치도 서귀포시 남원읍 중산간동로 6264,
13924,인정김밥,인정김밥제주특별자치도 서귀포시 안덕면 녹차분재로 56,일반음식점,분식,제주특별자치도 서귀포시 안덕면 녹차분재로 56,
13925,땅땅치킨제주성산점,땅땅치킨제주성산점제주특별자치도 서귀포시 성산읍 고성중앙로46번길 1,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 고성중앙로46번길 1,
13926,중문곱창,중문곱창제주특별자치도 서귀포시 천제연로 268,일반음식점,한식,제주특별자치도 서귀포시 천제연로 268,
13927,아윤,아윤제주특별자치도 서귀포시 대정읍 도원중로 60,일반음식점,한식,제주특별자치도 서귀포시 대정읍 도원중로 60,
13928,사이오오(4255),사이오오(4255)제주특별자치도 서귀포시 성산읍 중산간동로 4255,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 중산간동로 4255,
13929,뚱쓰게스트하우스&키친,뚱쓰게스트하우스&키친제주특별자치도 서귀포시 성산읍 신천동로 176,일반음식점,한식,제주특별자치도 서귀포시 성산읍 신천동로 176,
13930,에이제트티(AZT),에이제트티(AZT)제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,
13931,밥먹자,밥먹자제주특별자치도 서귀포시 태평로512번길 13,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 태평로512번길 13,
13932,에어라인,에어라인제주특별자치도 서귀포시 김정문화로41번길 5-2,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 김정문화로41번길 5-2,
13933,호프하나,호프하나제주특별자치도 서귀포시 중앙로42번길 42 (서귀동),일반음식점,호프/통닭,제주특별자치도 서귀포시 중앙로42번길 42 (서귀동),
13934,배떡서귀포동홍점,배떡서귀포동홍점제주특별자치도 서귀포시 동홍북로 27-7,일반음식점,분식,제주특별자치도 서귀포시 동홍북로 27-7,
13935,제주회토랑,제주회토랑제주특별자치도 서귀포시 남원읍 태위로 628,일반음식점,일식,제주특별자치도 서귀포시 남원읍 태위로 628,
13936,모모언니바다간식,모모언니바다간식제주특별자치도 서귀포시 안덕면 녹차분재로59번길 3,일반음식점,기타,제주특별자치도 서귀포시 안덕면 녹차분재로59번길 3,
13937,엘스테이바베큐하우스,엘스테이바베큐하우스제주특별자치도 서귀포시 이어도로 760,일반음식점,한식,제주특별자치도 서귀포시 이어도로 760,
13938,쿡&국(COOK&KOOK),쿡&국(COOK&KOOK)제주특별자치도 서귀포시 중문관광로72번길 53,일반음식점,한식,제주특별자치도 서귀포시 중문관광로72번길 53,
13939,동백화방,동백화방제주특별자치도 서귀포시 남원읍 태위로266번길 24-18,일반음식점,분식,제주특별자치도 서귀포시 남원읍 태위로266번길 24-18,
13940,카페벨루가,카페벨루가제주특별자치도 서귀포시 516로277번길 45,일반음식점,한식,제주특별자치도 서귀포시 516로277번길 45,
13941,맛디댜피자대정점,맛디댜피자대정점제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,
13942,소심한이층,소심한이층제주특별자치도 서귀포시 성산읍 성산등용로 17,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 성산등용로 17,
13943,오바(obar),오바(obar)제주특별자치도 서귀포시 대정읍 하모상가로 42-1,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 대정읍 하모상가로 42-1,
13944,강정밥상,강정밥상제주특별자치도 서귀포시 말질로 261,일반음식점,한식,제주특별자치도 서귀포시 말질로 261,
13945,토로,토로제주특별자치도 서귀포시 태평로442번길 2,일반음식점,일식,제주특별자치도 서귀포시 태평로442번길 2,
13946,제주림스치킨신화월드점,제주림스치킨신화월드점제주특별자치도 서귀포시 안덕면 녹차분재로 45,일반음식점,호프/통닭,제주특별자치도 서귀포시 안덕면 녹차분재로 45,
13947,밀회관,밀회관제주특별자치도 서귀포시 월드컵로 111,일반음식점,경양식,제주특별자치도 서귀포시 월드컵로 111,
13948,누들·박,누들·박제주특별자치도 서귀포시 대정읍 글로벌에듀로 390,일반음식점,중국식,제주특별자치도 서귀포시 대정읍 글로벌에듀로 390,
13949,살맛나는집벧엘정,살맛나는집벧엘정제주특별자치도 서귀포시 정방로 12,일반음식점,한식,제주특별자치도 서귀포시 정방로 12,
13950,부엉이식당,부엉이식당제주특별자치도 서귀포시 대정읍 하모중앙로67번길 12,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모중앙로67번길 12,
13951,곶자왈밥상,곶자왈밥상제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,일반음식점,한식,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,
13952,차림,차림제주특별자치도 서귀포시 대청로25번길 6-11,일반음식점,한식,제주특별자치도 서귀포시 대청로25번길 6-11,
13953,한양흑돼지,한양흑돼지제주특별자치도 서귀포시 대정읍 하모이삼로 55,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모이삼로 55,
13954,그리너리,그리너리제주특별자치도 서귀포시 소보리당로 200,일반음식점,분식,제주특별자치도 서귀포시 소보리당로 200,
13955,부싯돌뷔페,부싯돌뷔페제주특별자치도 서귀포시 표선면 서성일로 4,일반음식점,한식,제주특별자치도 서귀포시 표선면 서성일로 4,
13956,봉카페,봉카페제주특별자치도 서귀포시 성산읍 성산등용로 12,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 성산등용로 12,
13957,올레안뜰포장전문점,올레안뜰포장전문점제주특별자치도 서귀포시 중앙로 199,일반음식점,경양식,제주특별자치도 서귀포시 중앙로 199,
13958,섭지해장국,섭지해장국제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34,일반음식점,한식,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34,
13959,맘스터치신서귀포점,맘스터치신서귀포점제주특별자치도 서귀포시 대청로 39,일반음식점,호프/통닭,제주특별자치도 서귀포시 대청로 39,
13960,돈순이,돈순이제주특별자치도 서귀포시 남원읍 일주동로 6611,일반음식점,한식,제주특별자치도 서귀포시 남원읍 일주동로 6611,
13961,한여사네,한여사네제주특별자치도 서귀포시 효돈북로 5 (신효동),일반음식점,한식,제주특별자치도 서귀포시 효돈북로 5 (신효동),
13962,삼호핫오리12호점,삼호핫오리12호점제주특별자치도 서귀포시 중정로91번길 55,일반음식점,중국식,제주특별자치도 서귀포시 중정로91번길 55,
13963,더엔젤스쉐어(The Angel's share),더엔젤스쉐어(The Angel's share)제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8,
13964,암사동벼락국물떡볶이서귀포점,암사동벼락국물떡볶이서귀포점제주특별자치도 서귀포시 태평로 487,일반음식점,한식,제주특별자치도 서귀포시 태평로 487,
13965,효자로등갈비,효자로등갈비제주특별자치도 서귀포시 성산읍 산성효자로 33,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 산성효자로 33,
13966,찐!옹골진식당,찐!옹골진식당제주특별자치도 서귀포시 남원읍 일주동로 6804,일반음식점,한식,제주특별자치도 서귀포시 남원읍 일주동로 6804,
13967,포차이야기,포차이야기제주특별자치도 서귀포시 중문상로 62,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 중문상로 62,
13968,플로우스,플로우스제주특별자치도 서귀포시 예래해안로 550,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 예래해안로 550,
13969,신창흑돼지두루치기,신창흑돼지두루치기제주특별자치도 서귀포시 대정읍 동일하모로 182,일반음식점,한식,제주특별자치도 서귀포시 대정읍 동일하모로 182,
13970,대평흑돼지,대평흑돼지제주특별자치도 서귀포시 안덕면 대평로 27-1,일반음식점,한식,제주특별자치도 서귀포시 안덕면 대평로 27-1,
13971,이서방흑돼지,이서방흑돼지제주특별자치도 서귀포시 성산읍 일주동로 3934-1,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일주동로 3934-1,
13972,연돈,연돈제주특별자치도 서귀포시 일주서로 968-10,일반음식점,한식,제주특별자치도 서귀포시 일주서로 968-10,
13973,존스카페,존스카페제주특별자치도 서귀포시 남성중로153번길 7,일반음식점,경양식,제주특별자치도 서귀포시 남성중로153번길 7,
13974,바이트푸드코트(Bite Food Court),바이트푸드코트(Bite Food Court)제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,
13975,워터포인트(Water Point),워터포인트(Water Point)제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,일반음식점,기타,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,
13976,성화정,성화정제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,일반음식점,뷔페식,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,
13977,가든바(Garden Bar),가든바(Garden Bar)제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,일반음식점,기타,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,
13978,웨이비독(WAVY DOG),웨이비독(WAVY DOG)제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,일반음식점,기타,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,
13979,스낵타임(SNACK TIME),스낵타임(SNACK TIME)제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,일반음식점,기타,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,
13980,익스트림바비큐(Extreme BBQ),익스트림바비큐(Extreme BBQ)제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,일반음식점,기타,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,
13981,저스트카페(Just Cafe),저스트카페(Just Cafe)제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,
13982,라바카페테리아(Larva's Cafeteria),라바카페테리아(Larva's Cafeteria)제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,
13983,추가네추어탕,추가네추어탕제주특별자치도 서귀포시 남원읍 태위로700번길 9,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로700번길 9,
13984,천지팔팔식당,천지팔팔식당제주특별자치도 서귀포시 중정로 29 (서귀동),일반음식점,호프/통닭,제주특별자치도 서귀포시 중정로 29 (서귀동),
13985,추자집밥,추자집밥제주특별자치도 서귀포시 중정로91번길 15 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 중정로91번길 15 (서귀동),
13986,찬누리호프,찬누리호프제주특별자치도 서귀포시 중정로91번길 11 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 중정로91번길 11 (서귀동),
13987,용팔이막창표선점,용팔이막창표선점제주특별자치도 서귀포시 표선면 표선동서로 262,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 표선면 표선동서로 262,
13988,봉이네,봉이네제주특별자치도 서귀포시 안덕면 사계남로 169,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계남로 169,
13989,유림반점,유림반점제주특별자치도 서귀포시 표선면 중산간동로5220번길 15,일반음식점,한식,제주특별자치도 서귀포시 표선면 중산간동로5220번길 15,
13990,고기다,고기다제주특별자치도 서귀포시 성산읍 일출로 32-16,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 일출로 32-16,
13991,리즈매니지먼트,리즈매니지먼트제주특별자치도 서귀포시 남원읍 원님로 473,일반음식점,경양식,제주특별자치도 서귀포시 남원읍 원님로 473,
13992,족황상제표선점,족황상제표선점제주특별자치도 서귀포시 표선면 표선동서로 276-1,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선동서로 276-1,
13993,조은게마씸,조은게마씸제주특별자치도 서귀포시 표선면 표선동서로 115,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선동서로 115,
13994,도시어부횟집,도시어부횟집제주특별자치도 서귀포시 중앙로195번길 8,일반음식점,일식,제주특별자치도 서귀포시 중앙로195번길 8,
13995,디리쉬어스(DEE-LISHOUS),디리쉬어스(DEE-LISHOUS)제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,일반음식점,기타,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,
13996,후라이드3대치킨명동닭튀김표선점앤더블핸스테이크,후라이드3대치킨명동닭튀김표선점앤더블핸스테이크제주특별자치도 서귀포시 표선면 표선동서로 309-35,일반음식점,호프/통닭,제주특별자치도 서귀포시 표선면 표선동서로 309-35,
