Column1,사업장명,사업장명add,업종구분대분류,업종구분소분류,주소,naver_map_url
0,카페송키,카페송키제주특별자치도 제주시 무근성안길 16,일반음식점,기타,제주특별자치도 제주시 무근성안길 16,
1,그림책방앤카페노란우산,그림책방앤카페노란우산제주특별자치도 제주시 애월읍 하광로 515,일반음식점,기타,제주특별자치도 제주시 애월읍 하광로 515,
2,에릭스에스프레소,에릭스에스프레소제주특별자치도 제주시 구좌읍 구좌로 77,일반음식점,기타,제주특별자치도 제주시 구좌읍 구좌로 77,
3,일품순두부한림점,일품순두부한림점제주특별자치도 제주시 한림읍 한림상로 237,일반음식점,한식,제주특별자치도 제주시 한림읍 한림상로 237,
4,팔도실비집아라점,팔도실비집아라점제주특별자치도 제주시 중앙로 581,일반음식점,식육(숯불구이),제주특별자치도 제주시 중앙로 581,
5,봉플라봉뱅,봉플라봉뱅제주특별자치도 제주시 문송1길 6-1,일반음식점,기타,제주특별자치도 제주시 문송1길 6-1,
6,아라포차,아라포차제주특별자치도 제주시 중앙로 573,일반음식점,정종/대포집/소주방,제주특별자치도 제주시 중앙로 573,
7,가빈거래처,가빈거래처제주특별자치도 제주시 산천단동2길 13,일반음식점,기타,제주특별자치도 제주시 산천단동2길 13,
8,스톤아일랜드탭하우스,스톤아일랜드탭하우스제주특별자치도 제주시 삼무로7길 16,일반음식점,기타,제주특별자치도 제주시 삼무로7길 16,
9,레게펍,,일반음식점,기타,,
10,옹포분식,옹포분식제주특별자치도 제주시 한림읍 월계로 15,일반음식점,기타,제주특별자치도 제주시 한림읍 월계로 15,
11,연두랑고갈비,연두랑고갈비제주특별자치도 제주시 도남로 107-2,일반음식점,한식,제주특별자치도 제주시 도남로 107-2,
12,협재더꽃돈본점,협재더꽃돈본점제주특별자치도 제주시 한림읍 한림로 366,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로 366,
13,우차도리,우차도리제주특별자치도 제주시 건주로6길 42,일반음식점,기타,제주특별자치도 제주시 건주로6길 42,
14,철판구이삼다돈외도점,철판구이삼다돈외도점제주특별자치도 제주시 우정로 44,일반음식점,식육(숯불구이),제주특별자치도 제주시 우정로 44,
15,와르다레스토랑,와르다레스토랑제주특별자치도 제주시 관덕로8길 24-1,일반음식점,기타,제주특별자치도 제주시 관덕로8길 24-1,
16,길섶나그네,길섶나그네제주특별자치도 제주시 조천읍 미래로 241,일반음식점,한식,제주특별자치도 제주시 조천읍 미래로 241,
17,사랑뜰,사랑뜰제주특별자치도 제주시 한림읍 한림로 662-1,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로 662-1,
18,불티나네,불티나네제주특별자치도 제주시 애월읍 가문동상2길 29-7,일반음식점,기타,제주특별자치도 제주시 애월읍 가문동상2길 29-7,
19,수니테이블,수니테이블제주특별자치도 제주시 구좌읍 문주란로 33-1,일반음식점,분식,제주특별자치도 제주시 구좌읍 문주란로 33-1,
20,연화양꼬치,연화양꼬치제주특별자치도 제주시 연동8길 28,일반음식점,중국식,제주특별자치도 제주시 연동8길 28,
21,돈대표,돈대표제주특별자치도 제주시 조천읍 함덕로 20,일반음식점,기타,제주특별자치도 제주시 조천읍 함덕로 20,
22,예쁘게즐겁게,예쁘게즐겁게제주특별자치도 제주시 구좌읍 월정3길 14,일반음식점,기타,제주특별자치도 제주시 구좌읍 월정3길 14,
23,황금손가락한림점,황금손가락한림점제주특별자치도 제주시 한림읍 한림해안로 275,일반음식점,일식,제주특별자치도 제주시 한림읍 한림해안로 275,
24,24시누름돌김치찌개,24시누름돌김치찌개제주특별자치도 제주시 노연로 146,일반음식점,기타,제주특별자치도 제주시 노연로 146,
25,선흘바람,선흘바람제주특별자치도 제주시 조천읍 선교로 571,일반음식점,기타,제주특별자치도 제주시 조천읍 선교로 571,
26,이돈갓아라점,이돈갓아라점제주특별자치도 제주시 인다10길 36,일반음식점,기타,제주특별자치도 제주시 인다10길 36,
27,바삭돈가스삼화점,바삭돈가스삼화점제주특별자치도 제주시 화삼로 7,일반음식점,경양식,제주특별자치도 제주시 화삼로 7,
28,제주도모퉁이스낵연회장,제주도모퉁이스낵연회장제주특별자치도 제주시 한림읍 일주서로 5673,일반음식점,기타,제주특별자치도 제주시 한림읍 일주서로 5673,
29,남궁누들앤카페,남궁누들앤카페제주특별자치도 제주시 한림읍 한림중앙로 46,일반음식점,기타,제주특별자치도 제주시 한림읍 한림중앙로 46,
30,한림피그농원,한림피그농원제주특별자치도 제주시 한림읍 한수풀로2길 31,일반음식점,기타,제주특별자치도 제주시 한림읍 한수풀로2길 31,
31,하도39,하도39제주특별자치도 제주시 구좌읍 해맞이해안로 1766-14,일반음식점,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 1766-14,
32,옥성식당,옥성식당제주특별자치도 제주시 동광로1길 32,일반음식점,기타,제주특별자치도 제주시 동광로1길 32,
33,제주마당,제주마당제주특별자치도 제주시 도리로 50,일반음식점,기타,제주특별자치도 제주시 도리로 50,
34,공산명월,공산명월제주특별자치도 제주시 애월읍 광령평화3길 18,일반음식점,기타,제주특별자치도 제주시 애월읍 광령평화3길 18,
35,대붕정,대붕정제주특별자치도 제주시 조천읍 선교로 571,일반음식점,한식,제주특별자치도 제주시 조천읍 선교로 571,
36,미연이네집,미연이네집제주특별자치도 제주시 삼무로7길 34,일반음식점,기타,제주특별자치도 제주시 삼무로7길 34,
37,영화루,영화루제주특별자치도 제주시 사장길 15-1,일반음식점,중국식,제주특별자치도 제주시 사장길 15-1,
38,맥주창고,맥주창고제주특별자치도 제주시 도남로 40,일반음식점,기타,제주특별자치도 제주시 도남로 40,
39,성두길일오포차,성두길일오포차제주특별자치도 제주시 성두길 15,일반음식점,기타,제주특별자치도 제주시 성두길 15,
40,흑돼지세끼,흑돼지세끼제주특별자치도 제주시 아연로 440,일반음식점,식육(숯불구이),제주특별자치도 제주시 아연로 440,
41,램하우스,램하우스제주특별자치도 제주시 조천읍 교래1길 45,일반음식점,기타,제주특별자치도 제주시 조천읍 교래1길 45,
42,살레안의고깃,살레안의고깃제주특별자치도 제주시 월산남길 110,일반음식점,기타,제주특별자치도 제주시 월산남길 110,
43,쉬멍해장국,쉬멍해장국제주특별자치도 제주시 구남로4길 8-12,일반음식점,한식,제주특별자치도 제주시 구남로4길 8-12,
44,우도청정식당,우도청정식당제주특별자치도 제주시 우도면 우도해안길 804,일반음식점,한식,제주특별자치도 제주시 우도면 우도해안길 804,
45,사쿠라미치,사쿠라미치제주특별자치도 제주시 전농로 48-1,일반음식점,호프/통닭,제주특별자치도 제주시 전농로 48-1,
46,하누가물애,하누가물애제주특별자치도 제주시 조천읍 중산간동로 669,일반음식점,기타,제주특별자치도 제주시 조천읍 중산간동로 669,
47,앤드앤드,앤드앤드제주특별자치도 제주시 연동4길 28-16,일반음식점,기타,제주특별자치도 제주시 연동4길 28-16,
48,향기마라탕오리전문점,향기마라탕오리전문점제주특별자치도 제주시 중앙로 140,일반음식점,중국식,제주특별자치도 제주시 중앙로 140,
49,짱돌,짱돌제주특별자치도 제주시 일주서로 7326,일반음식점,기타,제주특별자치도 제주시 일주서로 7326,
50,인추자커피앤민박,인추자커피앤민박제주특별자치도 제주시 추자면 추자로 20-1,일반음식점,기타,제주특별자치도 제주시 추자면 추자로 20-1,
51,혜안,혜안제주특별자치도 제주시 해안마을10길 39,일반음식점,기타,제주특별자치도 제주시 해안마을10길 39,
52,수빈이네제주밥상,수빈이네제주밥상제주특별자치도 제주시 사라봉7길 31-1,일반음식점,한식,제주특별자치도 제주시 사라봉7길 31-1,
53,안녕하샌,안녕하샌제주특별자치도 제주시 구좌읍 월정3길 53-15,일반음식점,호프/통닭,제주특별자치도 제주시 구좌읍 월정3길 53-15,
54,응급실국물떡볶이제주이도점,응급실국물떡볶이제주이도점제주특별자치도 제주시 가령로4길 1,일반음식점,분식,제주특별자치도 제주시 가령로4길 1,
55,신촌도시락,신촌도시락제주특별자치도 제주시 조천읍 신북로 88,일반음식점,한식,제주특별자치도 제주시 조천읍 신북로 88,
56,사랑방포차,사랑방포차제주특별자치도 제주시 한림읍 한림중앙로 14,일반음식점,한식,제주특별자치도 제주시 한림읍 한림중앙로 14,
57,돈삼겹직영5호점,돈삼겹직영5호점제주특별자치도 제주시 신설로9길 37,일반음식점,한식,제주특별자치도 제주시 신설로9길 37,
58,미미래,미미래제주특별자치도 제주시 용담로 94,일반음식점,기타,제주특별자치도 제주시 용담로 94,
59,티엔미미,티엔미미제주특별자치도 제주시 연동4길 8,일반음식점,기타,제주특별자치도 제주시 연동4길 8,
60,블랙,블랙제주특별자치도 제주시 서광로32길 37-5,일반음식점,기타,제주특별자치도 제주시 서광로32길 37-5,
61,호자,호자제주특별자치도 제주시 구좌읍 세화8길 7,일반음식점,한식,제주특별자치도 제주시 구좌읍 세화8길 7,
62,장전반점,장전반점제주특별자치도 제주시 애월읍 하소로 373,일반음식점,중국식,제주특별자치도 제주시 애월읍 하소로 373,
63,아하,아하제주특별자치도 제주시 은남1길 31,일반음식점,기타,제주특별자치도 제주시 은남1길 31,
64,한림칼국수제주세화점,한림칼국수제주세화점제주특별자치도 제주시 구좌읍 해녀박물관길 33-1,일반음식점,한식,제주특별자치도 제주시 구좌읍 해녀박물관길 33-1,
65,베롱베롱인행원,베롱베롱인행원제주특별자치도 제주시 구좌읍 해맞이해안로 820-38,일반음식점,한식,제주특별자치도 제주시 구좌읍 해맞이해안로 820-38,
66,문전성시,문전성시제주특별자치도 제주시 신성로13길 17-1,일반음식점,기타,제주특별자치도 제주시 신성로13길 17-1,
67,동문감자탕,동문감자탕제주특별자치도 제주시 중앙로13길 25-2,일반음식점,한식,제주특별자치도 제주시 중앙로13길 25-2,
68,심해,심해제주특별자치도 제주시 조천읍 조함해안로 330-1,일반음식점,일식,제주특별자치도 제주시 조천읍 조함해안로 330-1,
69,애월기록,애월기록제주특별자치도 제주시 애월읍 번대동길 4,일반음식점,기타,제주특별자치도 제주시 애월읍 번대동길 4,
70,금능바다식당,금능바다식당제주특별자치도 제주시 한림읍 한림로 224,일반음식점,분식,제주특별자치도 제주시 한림읍 한림로 224,
71,역전할머니맥주제주시청점,역전할머니맥주제주시청점제주특별자치도 제주시 광양8길 4,일반음식점,호프/통닭,제주특별자치도 제주시 광양8길 4,
72,베드라디오,베드라디오제주특별자치도 제주시 중앙로1길 41-1,일반음식점,기타,제주특별자치도 제주시 중앙로1길 41-1,
73,오늘도치킨과맥주가좋다,오늘도치킨과맥주가좋다제주특별자치도 제주시 한림읍 사가길 22,일반음식점,호프/통닭,제주특별자치도 제주시 한림읍 사가길 22,
74,알프스인소길,알프스인소길제주특별자치도 제주시 애월읍 소길남길 22,일반음식점,기타,제주특별자치도 제주시 애월읍 소길남길 22,
75,뽕꼬랑,뽕꼬랑제주특별자치도 제주시 조천읍 남조로 2228,일반음식점,기타,제주특별자치도 제주시 조천읍 남조로 2228,
76,노가리앤비어이도일동점,노가리앤비어이도일동점제주특별자치도 제주시 동광로 39,일반음식점,호프/통닭,제주특별자치도 제주시 동광로 39,
77,이호1820앤신이내린닭이호점,이호1820앤신이내린닭이호점제주특별자치도 제주시 현사길 47,일반음식점,기타,제주특별자치도 제주시 현사길 47,
78,앤,앤제주특별자치도 제주시 애월읍 하귀12길 39,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀12길 39,
79,커피베이노형점,커피베이노형점제주특별자치도 제주시 월랑로10길 23,일반음식점,기타,제주특별자치도 제주시 월랑로10길 23,
80,젠틀래빗제주연동점,젠틀래빗제주연동점제주특별자치도 제주시 연동12길 4,일반음식점,패밀리레스트랑,제주특별자치도 제주시 연동12길 4,
81,딜레탕트,딜레탕트제주특별자치도 제주시 조천읍 신북로 144,일반음식점,기타,제주특별자치도 제주시 조천읍 신북로 144,
82,원스몰글라스,원스몰글라스제주특별자치도 제주시 서광로32길 27-3,일반음식점,기타,제주특별자치도 제주시 서광로32길 27-3,
83,제주울어멍김밥,제주울어멍김밥제주특별자치도 제주시 진군2길 17,일반음식점,한식,제주특별자치도 제주시 진군2길 17,
84,알작지,알작지제주특별자치도 제주시 내도3길 21,일반음식점,기타,제주특별자치도 제주시 내도3길 21,
85,미리로,미리로제주특별자치도 제주시 테우해안로 136,일반음식점,기타,제주특별자치도 제주시 테우해안로 136,
86,36.5도여름,36.5도여름제주특별자치도 제주시 애월읍 애납로 165,일반음식점,기타,제주특별자치도 제주시 애월읍 애납로 165,
87,더더,더더제주특별자치도 제주시 애월읍 엄장로 16,일반음식점,기타,제주특별자치도 제주시 애월읍 엄장로 16,
88,쟈키827,쟈키827제주특별자치도 제주시 조천읍 신북로 202,일반음식점,기타,제주특별자치도 제주시 조천읍 신북로 202,
89,안녕전복,안녕전복제주특별자치도 제주시 관덕로 3,일반음식점,한식,제주특별자치도 제주시 관덕로 3,
90,한앤솜하우스,한앤솜하우스제주특별자치도 제주시 진군남2길 10-5,일반음식점,기타,제주특별자치도 제주시 진군남2길 10-5,
91,호랑이부엌,호랑이부엌제주특별자치도 제주시 한림읍 한성길 4-1,일반음식점,한식,제주특별자치도 제주시 한림읍 한성길 4-1,
92,치토랑제주아라점,치토랑제주아라점제주특별자치도 제주시 간월동로 21,일반음식점,경양식,제주특별자치도 제주시 간월동로 21,
93,오그커피,오그커피제주특별자치도 제주시 한림읍 옹포3길 9-3,일반음식점,기타,제주특별자치도 제주시 한림읍 옹포3길 9-3,
94,과일담,과일담제주특별자치도 제주시 월랑로4길 13,일반음식점,기타,제주특별자치도 제주시 월랑로4길 13,
95,땡겨불닭,땡겨불닭제주특별자치도 제주시 신설로11길 51,일반음식점,한식,제주특별자치도 제주시 신설로11길 51,
96,삼양백년짜장,삼양백년짜장제주특별자치도 제주시 설촌로12길 36,일반음식점,중국식,제주특별자치도 제주시 설촌로12길 36,
97,부원뚝배기,부원뚝배기제주특별자치도 제주시 한림읍 일주서로 5608,일반음식점,한식,제주특별자치도 제주시 한림읍 일주서로 5608,
98,호탕,호탕제주특별자치도 제주시 애월읍 애월로8길 8,일반음식점,한식,제주특별자치도 제주시 애월읍 애월로8길 8,
99,보름,보름제주특별자치도 제주시 한림읍 명월성로 137-19,일반음식점,기타,제주특별자치도 제주시 한림읍 명월성로 137-19,
100,다다미,다다미제주특별자치도 제주시 월랑로 30,일반음식점,한식,제주특별자치도 제주시 월랑로 30,
101,플로리카페,플로리카페제주특별자치도 제주시 연신로 188-20,일반음식점,경양식,제주특별자치도 제주시 연신로 188-20,
102,춘천명동닭갈비삼화점,춘천명동닭갈비삼화점제주특별자치도 제주시 화삼로1길 16,일반음식점,한식,제주특별자치도 제주시 화삼로1길 16,
103,제주김만복옛집,제주김만복옛집제주특별자치도 제주시 서문로 70-1,일반음식점,분식,제주특별자치도 제주시 서문로 70-1,
104,카페공방아지트,카페공방아지트제주특별자치도 제주시 조천읍 조천7길 25,일반음식점,기타,제주특별자치도 제주시 조천읍 조천7길 25,
105,지나네,지나네제주특별자치도 제주시 도공로 9-1,일반음식점,기타,제주특별자치도 제주시 도공로 9-1,
106,프라이드프라이드하귀점,프라이드프라이드하귀점제주특별자치도 제주시 애월읍 하광로 53,일반음식점,기타,제주특별자치도 제주시 애월읍 하광로 53,
107,신제주황가네,신제주황가네제주특별자치도 제주시 은남3길 28,일반음식점,기타,제주특별자치도 제주시 은남3길 28,
108,고이정,고이정제주특별자치도 제주시 애월읍 애월로 6,일반음식점,기타,제주특별자치도 제주시 애월읍 애월로 6,
109,객잔,객잔제주특별자치도 제주시 삼봉로2길 18,일반음식점,기타,제주특별자치도 제주시 삼봉로2길 18,
110,옹포83,옹포83제주특별자치도 제주시 한림읍 옹포8길 3,일반음식점,경양식,제주특별자치도 제주시 한림읍 옹포8길 3,
111,장원양꼬치무한리필,장원양꼬치무한리필제주특별자치도 제주시 연동11길 39,일반음식점,기타,제주특별자치도 제주시 연동11길 39,
112,가죽이랑놀자,가죽이랑놀자제주특별자치도 제주시 구좌읍 월정7길 44,일반음식점,기타,제주특별자치도 제주시 구좌읍 월정7길 44,
113,일품순두부함덕점,일품순두부함덕점제주특별자치도 제주시 조천읍 함와로 24,일반음식점,한식,제주특별자치도 제주시 조천읍 함와로 24,
114,방긋스낵,방긋스낵제주특별자치도 제주시 구좌읍 행원로1길 32-5,일반음식점,기타,제주특별자치도 제주시 구좌읍 행원로1길 32-5,
115,질레,질레제주특별자치도 제주시 사라봉13길 16,일반음식점,기타,제주특별자치도 제주시 사라봉13길 16,
116,예서갈비,예서갈비제주특별자치도 제주시 인다6길 57,일반음식점,기타,제주특별자치도 제주시 인다6길 57,
117,주민상회하귀점,주민상회하귀점제주특별자치도 제주시 애월읍 하광로 46,일반음식점,한식,제주특별자치도 제주시 애월읍 하광로 46,
118,소주철도구구구,소주철도구구구제주특별자치도 제주시 신성로 29,일반음식점,기타,제주특별자치도 제주시 신성로 29,
119,미번베트남쌀국수,미번베트남쌀국수제주특별자치도 제주시 한림읍 한림로5길 23,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로5길 23,
120,가나포차,가나포차제주특별자치도 제주시 신대로20길 46,일반음식점,기타,제주특별자치도 제주시 신대로20길 46,
121,아일랜드프로젝트,아일랜드프로젝트제주특별자치도 제주시 전농로 29,일반음식점,기타,제주특별자치도 제주시 전농로 29,
122,당당,당당제주특별자치도 제주시 애월읍 중엄안1길 25,일반음식점,기타,제주특별자치도 제주시 애월읍 중엄안1길 25,
123,미화족발전문점,미화족발전문점제주특별자치도 제주시 진동로5길 31,일반음식점,한식,제주특별자치도 제주시 진동로5길 31,
124,소동주막,소동주막제주특별자치도 제주시 조천읍 함덕로 32,일반음식점,기타,제주특별자치도 제주시 조천읍 함덕로 32,
125,진식당,진식당제주특별자치도 제주시 도남로7길 30,일반음식점,한식,제주특별자치도 제주시 도남로7길 30,
126,영도할배국밥,영도할배국밥제주특별자치도 제주시 삼성로 59,일반음식점,기타,제주특별자치도 제주시 삼성로 59,
127,꼬지사께연동점,꼬지사께연동점제주특별자치도 제주시 국기로4길 1,일반음식점,기타,제주특별자치도 제주시 국기로4길 1,
128,꼬치에꼬치다,꼬치에꼬치다제주특별자치도 제주시 서광로32길 16,일반음식점,기타,제주특별자치도 제주시 서광로32길 16,
129,영평가시나물마을회,영평가시나물마을회제주특별자치도 제주시 516로 2810-31,일반음식점,한식,제주특별자치도 제주시 516로 2810-31,
130,꼭지네심야식당,꼭지네심야식당제주특별자치도 제주시 중앙로12길 19,일반음식점,한식,제주특별자치도 제주시 중앙로12길 19,
131,함더쿠,함더쿠제주특별자치도 제주시 조천읍 조함해안로 428-18,일반음식점,분식,제주특별자치도 제주시 조천읍 조함해안로 428-18,
132,카페포레스트,카페포레스트제주특별자치도 제주시 구좌읍 비자림로 2330,일반음식점,기타,제주특별자치도 제주시 구좌읍 비자림로 2330,
133,로즈타이거제주흙돼지,로즈타이거제주흙돼지제주특별자치도 제주시 천수로 52,일반음식점,한식,제주특별자치도 제주시 천수로 52,
134,맛있는참세상,맛있는참세상제주특별자치도 제주시 한경면 용금로 496,일반음식점,한식,제주특별자치도 제주시 한경면 용금로 496,
135,모스트펍,모스트펍제주특별자치도 제주시 원노형2길 29,일반음식점,기타,제주특별자치도 제주시 원노형2길 29,
136,무보,무보제주특별자치도 제주시 한림읍 금능6길 16-14,일반음식점,한식,제주특별자치도 제주시 한림읍 금능6길 16-14,
137,이스트포레스트,이스트포레스트제주특별자치도 제주시 구좌읍 종달로1길 26-1,일반음식점,기타,제주특별자치도 제주시 구좌읍 종달로1길 26-1,
138,콩창고,콩창고제주특별자치도 제주시 한림읍 명월성로 55,일반음식점,기타,제주특별자치도 제주시 한림읍 명월성로 55,
139,초딩입맛,초딩입맛제주특별자치도 제주시 다랑곶길 36,일반음식점,기타,제주특별자치도 제주시 다랑곶길 36,
140,하르방짬뽕,하르방짬뽕제주특별자치도 제주시 애월읍 하귀동남4길 4,일반음식점,기타,제주특별자치도 제주시 애월읍 하귀동남4길 4,
141,푸른바다찜탕,푸른바다찜탕제주특별자치도 제주시 남성로 42,일반음식점,기타,제주특별자치도 제주시 남성로 42,
142,군산야식,군산야식제주특별자치도 제주시 서사로 105,일반음식점,호프/통닭,제주특별자치도 제주시 서사로 105,
143,장어창고,장어창고제주특별자치도 제주시 한경면 두신로 146,일반음식점,한식,제주특별자치도 제주시 한경면 두신로 146,
144,회만원,회만원제주특별자치도 제주시 동광로6길 21,일반음식점,회집,제주특별자치도 제주시 동광로6길 21,
145,동백키친,동백키친제주특별자치도 제주시 한림읍 수원7길 42,일반음식점,한식,제주특별자치도 제주시 한림읍 수원7길 42,
146,비비큐올리브카페제주시청점,비비큐올리브카페제주시청점제주특별자치도 제주시 서광로 292-1 (이도이동),일반음식점,기타,제주특별자치도 제주시 서광로 292-1 (이도이동),
147,돌담위에흑돼지,돌담위에흑돼지제주특별자치도 제주시 애월읍 애월해안로 608,일반음식점,한식,제주특별자치도 제주시 애월읍 애월해안로 608,
148,옛날통닭닭치고족치고함덕점,옛날통닭닭치고족치고함덕점제주특별자치도 제주시 조천읍 함와로 54,일반음식점,기타,제주특별자치도 제주시 조천읍 함와로 54,
149,골프존클럽하우스그늘집,골프존클럽하우스그늘집제주특별자치도 제주시 월랑로 51,일반음식점,기타,제주특별자치도 제주시 월랑로 51,
150,서머셋,서머셋제주특별자치도 제주시 삼무로 66,일반음식점,경양식,제주특별자치도 제주시 삼무로 66,
151,엘리펀트힙,엘리펀트힙제주특별자치도 제주시 탑동로 20,일반음식점,기타,제주특별자치도 제주시 탑동로 20,
152,소확행,소확행제주특별자치도 제주시 동광로 12,일반음식점,한식,제주특별자치도 제주시 동광로 12,
153,나르드카페,나르드카페제주특별자치도 제주시 한림읍 한림상로 110,일반음식점,경양식,제주특별자치도 제주시 한림읍 한림상로 110,
154,유년기,유년기제주특별자치도 제주시 애월읍 애월로11길 7,일반음식점,기타,제주특별자치도 제주시 애월읍 애월로11길 7,
155,딱새우랑,딱새우랑제주특별자치도 제주시 구좌읍 해맞이해안로 990,일반음식점,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 990,
156,뮤커피(mucoffee),뮤커피(mucoffee)제주특별자치도 제주시 우정로15길 42-3,일반음식점,기타,제주특별자치도 제주시 우정로15길 42-3,
157,순옥이네명가함덕점,순옥이네명가함덕점제주특별자치도 제주시 조천읍 함덕로 6,일반음식점,한식,제주특별자치도 제주시 조천읍 함덕로 6,
158,30년할매닭발 한림점,30년할매닭발 한림점제주특별자치도 제주시 한림읍 한림로 690,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로 690,
159,오례밥집,오례밥집제주특별자치도 제주시 조천읍 조천우회로 527,일반음식점,기타,제주특별자치도 제주시 조천읍 조천우회로 527,
160,어서우도,어서우도제주특별자치도 제주시 우도면 우도해안길 1032,일반음식점,기타,제주특별자치도 제주시 우도면 우도해안길 1032,
161,미트서플라이,미트서플라이제주특별자치도 제주시 조천읍 선교로 149,일반음식점,기타,제주특별자치도 제주시 조천읍 선교로 149,
162,소담키친,소담키친제주특별자치도 제주시 애월읍 항몽로 34,일반음식점,기타,제주특별자치도 제주시 애월읍 항몽로 34,
163,동문꼬마김밥,동문꼬마김밥제주특별자치도 제주시 동문로 18,일반음식점,분식,제주특별자치도 제주시 동문로 18,
164,동광회센타,동광회센타제주특별자치도 제주시 연삼로 544,일반음식점,기타,제주특별자치도 제주시 연삼로 544,
165,오키니,오키니제주특별자치도 제주시 연화로2길 8,일반음식점,일식,제주특별자치도 제주시 연화로2길 8,
166,핑크바케스제주점,핑크바케스제주점제주특별자치도 제주시 한림읍 한림로 341,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로 341,
167,참맛깔제주삼화점,참맛깔제주삼화점제주특별자치도 제주시 동화로1길 37,일반음식점,기타,제주특별자치도 제주시 동화로1길 37,
168,이로운술상,이로운술상제주특별자치도 제주시 조천읍 함덕16길 44,일반음식점,기타,제주특별자치도 제주시 조천읍 함덕16길 44,
169,새미언덕,새미언덕제주특별자치도 제주시 중산간동로 188-6,일반음식점,한식,제주특별자치도 제주시 중산간동로 188-6,
170,역전할머니맥주일도점,역전할머니맥주일도점제주특별자치도 제주시 천수로9길 1,일반음식점,호프/통닭,제주특별자치도 제주시 천수로9길 1,
171,제주그때그집한림협재점,제주그때그집한림협재점제주특별자치도 제주시 한림읍 한림로 591,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로 591,
172,응급실국물떡볶이삼화점,응급실국물떡볶이삼화점제주특별자치도 제주시 건주로 66,일반음식점,분식,제주특별자치도 제주시 건주로 66,
173,돈사돈월정점,돈사돈월정점제주특별자치도 제주시 구좌읍 한동북1길 29-3,일반음식점,한식,제주특별자치도 제주시 구좌읍 한동북1길 29-3,
174,너나들이민속주점,너나들이민속주점제주특별자치도 제주시 구남로 38,일반음식점,기타,제주특별자치도 제주시 구남로 38,
175,바인,바인제주특별자치도 제주시 수덕11길 1,일반음식점,기타,제주특별자치도 제주시 수덕11길 1,
176,애월돈가스집,애월돈가스집제주특별자치도 제주시 애월읍 애월로1길 26-8,일반음식점,경양식,제주특별자치도 제주시 애월읍 애월로1길 26-8,
177,평산제면소,평산제면소제주특별자치도 제주시 한경면 두신로 42,일반음식점,기타,제주특별자치도 제주시 한경면 두신로 42,
178,달세뇨아빠의레스토랑,달세뇨아빠의레스토랑제주특별자치도 제주시 조천읍 함대로 520,일반음식점,경양식,제주특별자치도 제주시 조천읍 함대로 520,
179,애월연어,애월연어제주특별자치도 제주시 애월읍 하소로 660,일반음식점,일식,제주특별자치도 제주시 애월읍 하소로 660,
180,태하횟집,태하횟집제주특별자치도 제주시 동한두기길 31-2,일반음식점,횟집,제주특별자치도 제주시 동한두기길 31-2,
181,노가리앤비어삼화지구점,노가리앤비어삼화지구점제주특별자치도 제주시 건주로4길 10-4,일반음식점,호프/통닭,제주특별자치도 제주시 건주로4길 10-4,
182,협재홀라인,협재홀라인제주특별자치도 제주시 한림읍 한림로 197,일반음식점,기타,제주특별자치도 제주시 한림읍 한림로 197,
183,박대감,박대감제주특별자치도 제주시 중앙로2길 37,일반음식점,한식,제주특별자치도 제주시 중앙로2길 37,
184,노가리앤비어노형2호점,노가리앤비어노형2호점제주특별자치도 제주시 수덕7길 21,일반음식점,한식,제주특별자치도 제주시 수덕7길 21,
185,돈삼겹한라점,돈삼겹한라점제주특별자치도 제주시 연화로 51,일반음식점,식육(숯불구이),제주특별자치도 제주시 연화로 51,
186,한샘해장국본점,한샘해장국본점제주특별자치도 제주시 아연로 195-1,일반음식점,한식,제주특별자치도 제주시 아연로 195-1,
187,사랑을부르는주문마들렌,사랑을부르는주문마들렌제주특별자치도 제주시 한경면 일주서로 4472,일반음식점,기타,제주특별자치도 제주시 한경면 일주서로 4472,
188,태랑,태랑제주특별자치도 제주시 테우해안로 136,일반음식점,한식,제주특별자치도 제주시 테우해안로 136,
189,제주우드펍,제주우드펍제주특별자치도 제주시 서해안로 348-1,일반음식점,기타,제주특별자치도 제주시 서해안로 348-1,
190,브루클린,브루클린제주특별자치도 제주시 애월읍 신엄연대길 30,일반음식점,까페,제주특별자치도 제주시 애월읍 신엄연대길 30,
191,더행복한집,더행복한집제주특별자치도 제주시 신광로 103,일반음식점,기타,제주특별자치도 제주시 신광로 103,
192,곰돌이숯불갈비,곰돌이숯불갈비제주특별자치도 제주시 일주서로 7852,일반음식점,한식,제주특별자치도 제주시 일주서로 7852,
193,호야네집,호야네집제주특별자치도 제주시 연화로1길 6-1,일반음식점,한식,제주특별자치도 제주시 연화로1길 6-1,
194,티바두마리치킨이도점,티바두마리치킨이도점제주특별자치도 제주시 구남로 51,일반음식점,호프/통닭,제주특별자치도 제주시 구남로 51,
