,name,upjong,address,category,rat_count,rat_avg,Latitude,Longitude
174,보말이야기,한식,제주특별자치도 서귀포시 대정읍 도원로 7,대정읍,23,4.391304348,33.2767255,126.1714121
175,홍돈,한식,제주특별자치도 서귀포시 대정읍 노을해안로 104,대정읍,599,4.738731219,33.2437635,126.2179824
176,캔버스,경양식,"제주특별자치도 서귀포시 대정읍 영어도시로 67, 1층",대정읍,12,4.625,33.2798179,126.2737676
177,정원야간회센타,기타,제주특별자치도 서귀포시 대정읍 하모상가로 34-3,대정읍,4,4.5,33.2213786,126.25259550000001
178,산동산,한식,제주특별자치도 서귀포시 대정읍 중산간서로 2660,대정읍,3,4.833333333,33.267345,126.2550138
179,가파도용궁정식,한식,제주특별자치도 서귀포시 대정읍 가파로67번길 7,대정읍,84,4.1130952380000005,33.1663761,126.2730014
180,모슬포회센터,경양식,"제주특별자치도 서귀포시 대정읍 하모항구로 56-1, 1층",대정읍,9,4.833333333,33.2184108,126.2508719
181,박김식당,뷔페식,"제주특별자치도 서귀포시 대정읍 영락중동로 30, 1층",대정읍,23,4.826086957,33.2588613,126.21177150000001
182,전철우고향랭면,한식,"제주특별자치도 서귀포시 대정읍 형제해안로 316, 1층",대정읍,38,4.1184210530000005,33.2071934,126.29035379999999
183,해주소반,한식,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 105,106호",대정읍,126,4.634920635,33.2268151,126.2522254
184,하모리밥,한식,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 42,대정읍,31,4.322580645,33.2134742,126.2617634
185,갈비가맛있다,식육(숯불구이),"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 135호,136호동 1층",대정읍,12,3.958333333,33.2268151,126.2522254
186,장가네일품순두부모슬포점,한식,제주특별자치도 서귀포시 대정읍 신영로 59,대정읍,23,4.239130435,33.2208982,126.24946229999999
187,송악산도식후경,한식,제주특별자치도 서귀포시 대정읍 형제해안로 318,대정읍,32,4.171875,33.2069506,126.29033170000001
188,순희네,한식,제주특별자치도 서귀포시 대정읍 영서중로 59,대정읍,2,4.0,33.221310700000004,126.25762040000001
189,불타는명태조림,한식,제주특별자치도 서귀포시 대정읍 상모로 289,대정읍,1,3.5,33.222978000000005,126.2582595
190,소라소라,한식,제주특별자치도 서귀포시 대정읍 형제해안로 318,대정읍,32,3.90625,33.2069506,126.29033170000001
191,나무식탁,일식,제주특별자치도 서귀포시 대정읍 도원로 214,대정읍,108,4.675925926000001,33.278098699999994,126.19163590000002
192,송악산해물라면오빠네본가,횟집,"제주특별자치도 서귀포시 대정읍 형제해안로 296, 1층",대정읍,171,4.8596491230000005,33.2083197,126.2910436
193,샤브왕영어마을점,중국식,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 382, B104,B105호",대정읍,2,5.0,33.2268151,126.2522254
194,춘자네식당,한식,제주특별자치도 서귀포시 대정읍 가파로67번길 96-1,대정읍,6,4.416666667,33.1737256,126.26975149999998
