,사업장명,사업장명add,업종구분대분류,업종구분소분류,주소,naver_map_url
2,별도봉오리사냥,별도봉오리사냥제주특별자치도 제주시 별도봉길 7,일반음식점,한식,제주특별자치도 제주시 별도봉길 7,https://pcmap.place.naver.com/restaurant/1175295311/review/visitor#
3,오조파스타앤피자,오조파스타앤피자제주특별자치도 제주시 구좌읍 해녀박물관길 30,일반음식점,기타,제주특별자치도 제주시 구좌읍 해녀박물관길 30,https://pcmap.place.naver.com/restaurant/36882244/review/visitor#
4,맛있는밥집,맛있는밥집제주특별자치도 제주시 애월읍 하광로 392,일반음식점,한식,제주특별자치도 제주시 애월읍 하광로 392,https://pcmap.place.naver.com/restaurant/1938752885/review/visitor#
5,구슬함박,구슬함박제주특별자치도 제주시 구좌읍 해맞이해안로 1460,일반음식점,경양식,제주특별자치도 제주시 구좌읍 해맞이해안로 1460,https://pcmap.place.naver.com/restaurant/1707615714/review/visitor#
6,낭만상사,낭만상사제주특별자치도 제주시 아란9길 22,일반음식점,분식,제주특별자치도 제주시 아란9길 22,https://pcmap.place.naver.com/restaurant/1090512551/review/visitor#
7,소원이,소원이제주특별자치도 제주시 아연로 306,일반음식점,한식,제주특별자치도 제주시 아연로 306,https://pcmap.place.naver.com/restaurant/1833455779/review/visitor#
8,푸라닭제주한림협재점,푸라닭제주한림협재점제주특별자치도 제주시 한림읍 명랑로 16-1,일반음식점,호프/통닭,제주특별자치도 제주시 한림읍 명랑로 16-1,https://pcmap.place.naver.com/restaurant/1567792687/review/visitor#
9,잘도식당,잘도식당제주특별자치도 제주시 중앙로15길 16,일반음식점,한식,제주특별자치도 제주시 중앙로15길 16,https://pcmap.place.naver.com/restaurant/1477861851/review/visitor#
11,비자림휴게소,비자림휴게소제주특별자치도 제주시 구좌읍 비자숲길 62,일반음식점,분식,제주특별자치도 제주시 구좌읍 비자숲길 62,https://pcmap.place.naver.com/restaurant/1163641210/review/visitor#
13,그륻,그륻제주특별자치도 제주시 한림읍 귀덕5길 33,일반음식점,한식,제주특별자치도 제주시 한림읍 귀덕5길 33,https://pcmap.place.naver.com/restaurant/1159551290/review/visitor#
15,달래네,달래네제주특별자치도 제주시 한경면 노을해안로 1160,일반음식점,한식,제주특별자치도 제주시 한경면 노을해안로 1160,https://pcmap.place.naver.com/restaurant/1244326126/review/visitor#
17,한라산뼈해장국,한라산뼈해장국제주특별자치도 제주시 서광로2길 11-24,일반음식점,한식,제주특별자치도 제주시 서광로2길 11-24,https://pcmap.place.naver.com/restaurant/1410016336/review/visitor#
18,회가서쪽에서뜨겠네,회가서쪽에서뜨겠네제주특별자치도 제주시 애월읍 애월로 12,일반음식점,한식,제주특별자치도 제주시 애월읍 애월로 12,https://pcmap.place.naver.com/restaurant/1776032984/review/visitor#
19,흙소담,흙소담제주특별자치도 제주시 구좌읍 해맞이해안로 2484,일반음식점,한식,제주특별자치도 제주시 구좌읍 해맞이해안로 2484,https://pcmap.place.naver.com/restaurant/1024575843/review/visitor#
20,서서방숯불닭갈비아라점,서서방숯불닭갈비아라점제주특별자치도 제주시 아란7길 3-3,일반음식점,한식,제주특별자치도 제주시 아란7길 3-3,https://pcmap.place.naver.com/restaurant/1456498108/review/visitor#
21,활어천국,활어천국제주특별자치도 제주시 서광로20길 31,일반음식점,일식,제주특별자치도 제주시 서광로20길 31,https://pcmap.place.naver.com/restaurant/1036754916/review/visitor#
22,이누팬,이누팬제주특별자치도 제주시 한경면 고산로 33-3,일반음식점,경양식,제주특별자치도 제주시 한경면 고산로 33-3,https://pcmap.place.naver.com/restaurant/1712576481/review/visitor#
23,청년주방,청년주방제주특별자치도 제주시 용남1길 16,일반음식점,한식,제주특별자치도 제주시 용남1길 16,https://pcmap.place.naver.com/restaurant/1963545916/review/visitor#
26,바다주옥,바다주옥제주특별자치도 제주시 한림읍 한림해안로 279,일반음식점,한식,제주특별자치도 제주시 한림읍 한림해안로 279,https://pcmap.place.naver.com/restaurant/1088110540/review/visitor#
27,쿰다카페,쿰다카페제주특별자치도 제주시 노형로 21,일반음식점,기타,제주특별자치도 제주시 노형로 21,https://pcmap.place.naver.com/restaurant/1523841384/review/visitor#
28,인자숯불갈비,인자숯불갈비제주특별자치도 제주시 원남6길 54,일반음식점,식육(숯불구이),제주특별자치도 제주시 원남6길 54,https://pcmap.place.naver.com/restaurant/1941184682/review/visitor#
29,무한질주,무한질주제주특별자치도 제주시 광양10길 5,일반음식점,정종/대포집/소주방,제주특별자치도 제주시 광양10길 5,https://pcmap.place.naver.com/restaurant/1107970171/review/visitor#
33,79대포제주일도점,79대포제주일도점제주특별자치도 제주시 천수로8길 1,일반음식점,정종/대포집/소주방,제주특별자치도 제주시 천수로8길 1,https://pcmap.place.naver.com/restaurant/1680357110/review/visitor#
36,흑산도홍어식당,흑산도홍어식당제주특별자치도 제주시 동광로1길 31,일반음식점,기타,제주특별자치도 제주시 동광로1길 31,https://pcmap.place.naver.com/restaurant/1978478860/review/visitor#
38,골목돼지,골목돼지제주특별자치도 제주시 원노형7길 3,일반음식점,기타,제주특별자치도 제주시 원노형7길 3,https://pcmap.place.naver.com/restaurant/1702197976/review/visitor#
39,정순대국밥,정순대국밥제주특별자치도 제주시 우정로10길 4,일반음식점,한식,제주특별자치도 제주시 우정로10길 4,https://pcmap.place.naver.com/restaurant/1487695747/review/visitor#
40,제주초밥,제주초밥제주특별자치도 제주시 신형로 19,일반음식점,일식,제주특별자치도 제주시 신형로 19,https://pcmap.place.naver.com/restaurant/1735592043/review/visitor#
41,우디집,우디집제주특별자치도 제주시 동광로 97,일반음식점,기타,제주특별자치도 제주시 동광로 97,https://pcmap.place.naver.com/restaurant/1299174148/review/visitor#
43,카페다미,카페다미제주특별자치도 제주시 승천로 5,일반음식점,기타,제주특별자치도 제주시 승천로 5,https://pcmap.place.naver.com/restaurant/1221085125/review/visitor#
44,마라청춘,마라청춘제주특별자치도 제주시 중앙로 201,일반음식점,한식,제주특별자치도 제주시 중앙로 201,https://pcmap.place.naver.com/restaurant/1166000118/review/visitor#
45,전이좋아,전이좋아제주특별자치도 제주시 수덕9길 86-2,일반음식점,정종/대포집/소주방,제주특별자치도 제주시 수덕9길 86-2,https://pcmap.place.naver.com/restaurant/1208967309/review/visitor#
46,힐링푸드,힐링푸드제주특별자치도 제주시 월랑로2길 22,일반음식점,기타,제주특별자치도 제주시 월랑로2길 22,https://pcmap.place.naver.com/restaurant/551838158/review/visitor#
47,제주기역,제주기역제주특별자치도 제주시 한림읍 협재1길 19-8,일반음식점,기타,제주특별자치도 제주시 한림읍 협재1길 19-8,https://pcmap.place.naver.com/restaurant/1441485441/review/visitor#
48,펄호텔제주,펄호텔제주제주특별자치도 제주시 신대로20길 49,일반음식점,기타,제주특별자치도 제주시 신대로20길 49,https://pcmap.place.naver.com/restaurant/13223452/review/visitor#
49,용달통닭삼도점,용달통닭삼도점제주특별자치도 제주시 서사로 101,일반음식점,기타,제주특별자치도 제주시 서사로 101,https://pcmap.place.naver.com/restaurant/1738008781/review/visitor#
50,아카렌가,아카렌가제주특별자치도 제주시 한림읍 한림중앙로 32,일반음식점,일식,제주특별자치도 제주시 한림읍 한림중앙로 32,https://pcmap.place.naver.com/restaurant/1754258376/review/visitor#
52,원조수림,원조수림제주특별자치도 제주시 한림읍 한림상로 11,일반음식점,기타,제주특별자치도 제주시 한림읍 한림상로 11,https://pcmap.place.naver.com/restaurant/1869242784/review/visitor#
53,섭섭이네,섭섭이네제주특별자치도 제주시 구좌읍 중산간동로 2261,일반음식점,경양식,제주특별자치도 제주시 구좌읍 중산간동로 2261,https://pcmap.place.naver.com/restaurant/1751172710/review/visitor#
54,홍익돈까스제주점,홍익돈까스제주점제주특별자치도 제주시 중앙로 501,일반음식점,경양식,제주특별자치도 제주시 중앙로 501,https://pcmap.place.naver.com/restaurant/1654054154/review/visitor#
55,담아래,담아래제주특별자치도 제주시 수목원길 23,일반음식점,한식,제주특별자치도 제주시 수목원길 23,https://pcmap.place.naver.com/restaurant/1019478965/review/visitor#
60,목수포차,목수포차제주특별자치도 제주시 애월읍 고내북동길 51-22,일반음식점,기타,제주특별자치도 제주시 애월읍 고내북동길 51-22,https://pcmap.place.naver.com/restaurant/1696541553/review/visitor#
61,와니피자치킨,와니피자치킨제주특별자치도 제주시 남성로4길 4,일반음식점,호프/통닭,제주특별자치도 제주시 남성로4길 4,https://pcmap.place.naver.com/restaurant/1082296243/review/visitor#
62,포텐,포텐제주특별자치도 제주시 연동7길 41,일반음식점,기타,제주특별자치도 제주시 연동7길 41,https://pcmap.place.naver.com/restaurant/1345543525/review/visitor#
64,작은카페,작은카페제주특별자치도 제주시 칠성로길 30-1,일반음식점,기타,제주특별자치도 제주시 칠성로길 30-1,https://pcmap.place.naver.com/restaurant/1628392234/review/visitor#
65,신이내린닭제주시청점,신이내린닭제주시청점제주특별자치도 제주시 광양4길 2,일반음식점,경양식,제주특별자치도 제주시 광양4길 2,https://pcmap.place.naver.com/restaurant/1851790029/review/visitor#
66,제주맛집칼국수,제주맛집칼국수제주특별자치도 제주시 조천읍 비자림로 685,일반음식점,한식,제주특별자치도 제주시 조천읍 비자림로 685,https://pcmap.place.naver.com/restaurant/1752915211/review/visitor#
68,퀴즈노스서브제주화북점,퀴즈노스서브제주화북점제주특별자치도 제주시 동화로 10,일반음식점,경양식,제주특별자치도 제주시 동화로 10,https://pcmap.place.naver.com/restaurant/1580633277/review/visitor#
72,야한고기,야한고기제주특별자치도 제주시 연동8길 28,일반음식점,정종/대포집/소주방,제주특별자치도 제주시 연동8길 28,https://pcmap.place.naver.com/restaurant/1489292411/review/visitor#
73,라화쿵부제주점,라화쿵부제주점제주특별자치도 제주시 연동3길 37,일반음식점,기타,제주특별자치도 제주시 연동3길 37,https://pcmap.place.naver.com/restaurant/1938415710/review/visitor#
74,곰표반점,곰표반점제주특별자치도 제주시 화삼북로 63,일반음식점,중국식,제주특별자치도 제주시 화삼북로 63,https://pcmap.place.naver.com/restaurant/1104856364/review/visitor#
76,가영이네횟집,가영이네횟집제주특별자치도 제주시 성지로 46-1,일반음식점,횟집,제주특별자치도 제주시 성지로 46-1,https://pcmap.place.naver.com/restaurant/1207652081/review/visitor#
77,부영식당,부영식당제주특별자치도 제주시 조천읍 신흥관전길 60-1,일반음식점,한식,제주특별자치도 제주시 조천읍 신흥관전길 60-1,https://pcmap.place.naver.com/restaurant/1670575725/review/visitor#
78,브라보유어라이프,브라보유어라이프제주특별자치도 제주시 제주대학로 77,일반음식점,기타,제주특별자치도 제주시 제주대학로 77,https://pcmap.place.naver.com/restaurant/1647489095/review/visitor#
79,허황후김치찜,허황후김치찜제주특별자치도 제주시 애월읍 해암이길 186,일반음식점,한식,제주특별자치도 제주시 애월읍 해암이길 186,https://pcmap.place.naver.com/restaurant/1872369973/review/visitor#
81,정든반점,정든반점제주특별자치도 제주시 정존11길 68,일반음식점,한식,제주특별자치도 제주시 정존11길 68,https://pcmap.place.naver.com/restaurant/1226317373/review/visitor#
82,제주백야,제주백야제주특별자치도 제주시 한경면 두신로 34,일반음식점,경양식,제주특별자치도 제주시 한경면 두신로 34,https://pcmap.place.naver.com/restaurant/1359431066/review/visitor#
83,몽돌,몽돌제주특별자치도 제주시 우정로5길 10,일반음식점,기타,제주특별자치도 제주시 우정로5길 10,https://pcmap.place.naver.com/restaurant/1047403796/review/visitor#
85,제주골목국수,제주골목국수제주특별자치도 제주시 신성로 42-1,일반음식점,한식,제주특별자치도 제주시 신성로 42-1,https://pcmap.place.naver.com/restaurant/1643030094/review/visitor#
86,성미가든2,성미가든2제주특별자치도 제주시 조천읍 교래1길 2,일반음식점,기타,제주특별자치도 제주시 조천읍 교래1길 2,https://pcmap.place.naver.com/restaurant/19878342/review/visitor#
87,바람과노을,바람과노을제주특별자치도 제주시 한경면 노을해안로 1150,일반음식점,기타,제주특별자치도 제주시 한경면 노을해안로 1150,https://pcmap.place.naver.com/restaurant/1068902244/review/visitor#
88,일품순두부일도점,일품순두부일도점제주특별자치도 제주시 연신로 19,일반음식점,한식,제주특별자치도 제주시 연신로 19,https://pcmap.place.naver.com/restaurant/1448830396/review/visitor#
90,외도사랑국수,외도사랑국수제주특별자치도 제주시 우정로13길 14,일반음식점,한식,제주특별자치도 제주시 우정로13길 14,https://pcmap.place.naver.com/restaurant/1750529861/review/visitor#
92,중종,중종제주특별자치도 제주시 연오로 39,일반음식점,기타,제주특별자치도 제주시 연오로 39,https://pcmap.place.naver.com/restaurant/1384672593/review/visitor#
95,용은이네솥뚜껑오겹살,용은이네솥뚜껑오겹살제주특별자치도 제주시 연삼로 535,일반음식점,기타,제주특별자치도 제주시 연삼로 535,https://pcmap.place.naver.com/restaurant/1787869375/review/visitor#
96,바삭한하루,바삭한하루제주특별자치도 제주시 박성내서길 10,일반음식점,일식,제주특별자치도 제주시 박성내서길 10,https://pcmap.place.naver.com/restaurant/1654694441/review/visitor#
97,옹기밥상,옹기밥상제주특별자치도 제주시 미리내길 171-4,일반음식점,한식,제주특별자치도 제주시 미리내길 171-4,https://pcmap.place.naver.com/restaurant/1454055282/review/visitor#
98,흑본오겹함덕점,흑본오겹함덕점제주특별자치도 제주시 조천읍 신북로 454,일반음식점,한식,제주특별자치도 제주시 조천읍 신북로 454,https://pcmap.place.naver.com/restaurant/1199185736/review/visitor#
99,티바두마리치킨삼화점,티바두마리치킨삼화점제주특별자치도 제주시 건주로 66,일반음식점,한식,제주특별자치도 제주시 건주로 66,https://pcmap.place.naver.com/restaurant/1171369957/review/visitor#
101,우돈향,우돈향제주특별자치도 제주시 조천읍 조함해안로 530,일반음식점,기타,제주특별자치도 제주시 조천읍 조함해안로 530,https://pcmap.place.naver.com/restaurant/1700992768/review/visitor#
102,하귀당구카페,하귀당구카페제주특별자치도 제주시 애월읍 하귀9길 23,일반음식점,기타,제주특별자치도 제주시 애월읍 하귀9길 23,https://pcmap.place.naver.com/restaurant/1738661420/review/visitor#
103,영심이네집밥,영심이네집밥제주특별자치도 제주시 인다10길 27,일반음식점,한식,제주특별자치도 제주시 인다10길 27,https://pcmap.place.naver.com/restaurant/1105866611/review/visitor#
104,팔팔,팔팔제주특별자치도 제주시 서광로 238,일반음식점,기타,제주특별자치도 제주시 서광로 238,https://pcmap.place.naver.com/restaurant/1035720807/review/visitor#
105,연동신도시식당,연동신도시식당제주특별자치도 제주시 국기중길 28,일반음식점,한식,제주특별자치도 제주시 국기중길 28,https://pcmap.place.naver.com/restaurant/1423963818/review/visitor#
106,우향2호점,우향2호점제주특별자치도 제주시 산천단동2길 13,일반음식점,한식,제주특별자치도 제주시 산천단동2길 13,https://pcmap.place.naver.com/restaurant/1269737569/review/visitor#
111,김군빌리지,김군빌리지제주특별자치도 제주시 어영길 1-1,일반음식점,기타,제주특별자치도 제주시 어영길 1-1,https://pcmap.place.naver.com/restaurant/1185663165/review/visitor#
112,민속감자탕,민속감자탕제주특별자치도 제주시 삼무로9길 26,일반음식점,한식,제주특별자치도 제주시 삼무로9길 26,https://pcmap.place.naver.com/restaurant/37067962/review/visitor#
113,레이디호프,레이디호프제주특별자치도 제주시 정존15길 5,일반음식점,호프/통닭,제주특별자치도 제주시 정존15길 5,https://pcmap.place.naver.com/restaurant/1306951365/review/visitor#
114,가치,가치제주특별자치도 제주시 동한두기길 17,일반음식점,기타,제주특별자치도 제주시 동한두기길 17,https://pcmap.place.naver.com/restaurant/1196572041/review/visitor#
115,신해조,신해조제주특별자치도 제주시 임항로 38-4 (건입동),일반음식점,한식,제주특별자치도 제주시 임항로 38-4 (건입동),https://pcmap.place.naver.com/restaurant/16738593/review/visitor#
117,모이자1호점,모이자1호점제주특별자치도 제주시 고마로15길 2,일반음식점,호프/통닭,제주특별자치도 제주시 고마로15길 2,https://pcmap.place.naver.com/restaurant/1062994418/review/visitor#
121,함덕마당,함덕마당제주특별자치도 제주시 조천읍 조함해안로 586,일반음식점,한식,제주특별자치도 제주시 조천읍 조함해안로 586,https://pcmap.place.naver.com/restaurant/1203369807/review/visitor#
122,머큐리,머큐리제주특별자치도 제주시 국기로2길 3,일반음식점,호프/통닭,제주특별자치도 제주시 국기로2길 3,https://pcmap.place.naver.com/restaurant/20702692/review/visitor#
123,광양왕소금깡통구이,광양왕소금깡통구이제주특별자치도 제주시 광양13길 13 (이도이동,일반음식점,식육(숯불구이),제주특별자치도 제주시 광양13길 13 (이도이동,https://pcmap.place.naver.com/restaurant/32153033/review/visitor#
124,해산물포차,해산물포차제주특별자치도 제주시 서광로32길 23 (이도이동),일반음식점,호프/통닭,제주특별자치도 제주시 서광로32길 23 (이도이동),https://pcmap.place.naver.com/restaurant/32033383/review/visitor#
125,제주앞바다해물탕,제주앞바다해물탕제주특별자치도 제주시 동한두기길 29 (용담일동),일반음식점,한식,제주특별자치도 제주시 동한두기길 29 (용담일동),https://pcmap.place.naver.com/restaurant/1880161641/review/visitor#
126,바닷가식당,바닷가식당제주특별자치도 제주시 서부두길 10-4,일반음식점,횟집,제주특별자치도 제주시 서부두길 10-4,https://pcmap.place.naver.com/restaurant/1429643839/review/visitor#
127,금성해장국,금성해장국제주특별자치도 제주시 화남로 62 (화북일동),일반음식점,한식,제주특별자치도 제주시 화남로 62 (화북일동),https://pcmap.place.naver.com/restaurant/16762499/review/visitor#
128,태을갈비,태을갈비제주특별자치도 제주시 진군중길 12 (노형동),일반음식점,한식,제주특별자치도 제주시 진군중길 12 (노형동),https://pcmap.place.naver.com/restaurant/16789284/review/visitor#
132,닥그네할망,닥그네할망제주특별자치도 제주시 신성로10길 18 (도남동,일반음식점,식육(숯불구이),제주특별자치도 제주시 신성로10길 18 (도남동,https://pcmap.place.naver.com/restaurant/1082977451/review/visitor#
133,풍월,풍월제주특별자치도 제주시 용남1길 38,일반음식점,한식,제주특별자치도 제주시 용남1길 38,https://pcmap.place.naver.com/restaurant/472229961/review/visitor#
134,토리,토리제주특별자치도 제주시 한경면 녹차분재로 626,일반음식점,한식,제주특별자치도 제주시 한경면 녹차분재로 626,https://pcmap.place.naver.com/restaurant/1873146415/review/visitor#
135,렛미인,렛미인제주특별자치도 제주시 과원북4길 88 (연동),일반음식점,까페,제주특별자치도 제주시 과원북4길 88 (연동),https://pcmap.place.naver.com/restaurant/16846579/review/visitor#
138,돈오름숯불갈비,돈오름숯불갈비제주특별자치도 제주시 신대로12길 33,일반음식점,식육(숯불구이),제주특별자치도 제주시 신대로12길 33,https://pcmap.place.naver.com/restaurant/37345209/review/visitor#
139,애월해송수산물회센타,애월해송수산물회센타제주특별자치도 제주시 애월읍 애월로11길 23,일반음식점,횟집,제주특별자치도 제주시 애월읍 애월로11길 23,https://pcmap.place.naver.com/restaurant/32709011/review/visitor#
140,목동그릴식당,목동그릴식당제주특별자치도 제주시 관덕로13길 3 (일도일동),일반음식점,한식,제주특별자치도 제주시 관덕로13길 3 (일도일동),https://pcmap.place.naver.com/restaurant/669242817/review/visitor#
141,통큰아줌마순대국밥,통큰아줌마순대국밥제주특별자치도 제주시 다랑곶4길 35,일반음식점,호프/통닭,제주특별자치도 제주시 다랑곶4길 35,https://pcmap.place.naver.com/restaurant/1099875441/review/visitor#
142,우드스탁,우드스탁제주특별자치도 제주시 구좌읍 월정7길 52,일반음식점,한식,제주특별자치도 제주시 구좌읍 월정7길 52,https://pcmap.place.naver.com/restaurant/38313897/review/visitor#
147,유끼,유끼제주특별자치도 제주시 은남2길 32 (연동,일반음식점,한식,제주특별자치도 제주시 은남2길 32 (연동,https://pcmap.place.naver.com/restaurant/33570859/review/visitor#
149,낮과밤,낮과밤제주특별자치도 제주시 동광로 21 (이도일동),일반음식점,까페,제주특별자치도 제주시 동광로 21 (이도일동),https://pcmap.place.naver.com/restaurant/13016652/review/visitor#
151,대선,대선제주특별자치도 제주시 신대로12길 37 (연동,일반음식점,한식,제주특별자치도 제주시 신대로12길 37 (연동,https://pcmap.place.naver.com/restaurant/16830024/review/visitor#
153,카페썬,카페썬제주특별자치도 제주시 삼무로 72 (연동),일반음식점,호프/통닭,제주특별자치도 제주시 삼무로 72 (연동),https://pcmap.place.naver.com/restaurant/1840027835/review/visitor#
154,버무리떡볶이연동점,버무리떡볶이연동점제주특별자치도 제주시 국기로 14,일반음식점,분식,제주특별자치도 제주시 국기로 14,https://pcmap.place.naver.com/restaurant/31462379/review/visitor#
155,신영돌판구이,신영돌판구이제주특별자치도 제주시 신대로15길 2 (연동),일반음식점,한식,제주특별자치도 제주시 신대로15길 2 (연동),https://pcmap.place.naver.com/restaurant/16834998/review/visitor#
157,한라식당,한라식당제주특별자치도 제주시 구좌읍 김녕로 99-1,일반음식점,한식,제주특별자치도 제주시 구좌읍 김녕로 99-1,https://pcmap.place.naver.com/restaurant/21104270/review/visitor#
159,좋은날,좋은날제주특별자치도 제주시 조천읍 함덕12길 3,일반음식점,한식,제주특별자치도 제주시 조천읍 함덕12길 3,https://pcmap.place.naver.com/restaurant/1110684351/review/visitor#
160,감자바우,감자바우제주특별자치도 제주시 중앙로7길 25 (일도일동),일반음식점,한식,제주특별자치도 제주시 중앙로7길 25 (일도일동),https://pcmap.place.naver.com/restaurant/16685949/review/visitor#
162,뜰향기,뜰향기제주특별자치도 제주시 조천읍 남조로 2326,일반음식점,한식,제주특별자치도 제주시 조천읍 남조로 2326,https://pcmap.place.naver.com/restaurant/19494321/review/visitor#
163,천지연무태장어천지연,천지연무태장어천지연제주특별자치도 제주시 연삼로 461 (이도이동),일반음식점,식육(숯불구이),제주특별자치도 제주시 연삼로 461 (이도이동),https://pcmap.place.naver.com/restaurant/37152153/review/visitor#
164,토크쇼서사라점,토크쇼서사라점제주특별자치도 제주시 서광로13길 10,일반음식점,호프/통닭,제주특별자치도 제주시 서광로13길 10,https://pcmap.place.naver.com/restaurant/32041471/review/visitor#
165,청년다방연동점,청년다방연동점제주특별자치도 제주시 성신로1길 25,일반음식점,기타,제주특별자치도 제주시 성신로1길 25,https://pcmap.place.naver.com/restaurant/1858247568/review/visitor#
166,산드레,산드레제주특별자치도 제주시 다호5길 10,일반음식점,기타,제주특별자치도 제주시 다호5길 10,https://pcmap.place.naver.com/restaurant/1040820938/review/visitor#
167,애월하와이,애월하와이제주특별자치도 제주시 애월읍 신엄안3길 99,일반음식점,기타,제주특별자치도 제주시 애월읍 신엄안3길 99,https://pcmap.place.naver.com/restaurant/1494607577/review/visitor#
168,어부지리,어부지리제주특별자치도 제주시 선사로8길 85,일반음식점,기타,제주특별자치도 제주시 선사로8길 85,https://pcmap.place.naver.com/restaurant/20397152/review/visitor#
170,요기소바,요기소바제주특별자치도 제주시 원노형6길 3-4,일반음식점,기타,제주특별자치도 제주시 원노형6길 3-4,https://pcmap.place.naver.com/restaurant/1553694608/review/visitor#
171,비자림 양푼이 국수,비자림 양푼이 국수제주특별자치도 제주시 구좌읍 비자림로 2235-2,일반음식점,기타,제주특별자치도 제주시 구좌읍 비자림로 2235-2,https://pcmap.place.naver.com/restaurant/1010264729/review/visitor#
172,스시도모다찌칠성점,스시도모다찌칠성점제주특별자치도 제주시 관덕로13길 3,일반음식점,기타,제주특별자치도 제주시 관덕로13길 3,https://pcmap.place.naver.com/restaurant/1895798730/review/visitor#
174,관심사,관심사제주특별자치도 제주시 중앙로 77,일반음식점,기타,제주특별자치도 제주시 중앙로 77,https://pcmap.place.naver.com/restaurant/1428945287/review/visitor#
175,남가네설악추어탕도남점,남가네설악추어탕도남점제주특별자치도 제주시 도남로 102,일반음식점,한식,제주특별자치도 제주시 도남로 102,https://pcmap.place.naver.com/restaurant/1718681727/review/visitor#
177,하미,하미제주특별자치도 제주시 애월읍 애월북서길 54,일반음식점,기타,제주특별자치도 제주시 애월읍 애월북서길 54,https://pcmap.place.naver.com/restaurant/1290350879/review/visitor#
178,세화달팽이,세화달팽이제주특별자치도 제주시 남광로 19,일반음식점,기타,제주특별자치도 제주시 남광로 19,https://pcmap.place.naver.com/restaurant/37912976/review/visitor#
179,아라가야,아라가야제주특별자치도 제주시 도남로16길 15,일반음식점,기타,제주특별자치도 제주시 도남로16길 15,https://pcmap.place.naver.com/restaurant/1698373720/review/visitor#
181,투접시족발일도점,투접시족발일도점제주특별자치도 제주시 천수로 68,일반음식점,기타,제주특별자치도 제주시 천수로 68,https://pcmap.place.naver.com/restaurant/1032287481/review/visitor#
182,대한축산정육식당,대한축산정육식당제주특별자치도 제주시 도남로 51,일반음식점,식육(숯불구이),제주특별자치도 제주시 도남로 51,https://pcmap.place.naver.com/restaurant/1749518947/review/visitor#
183,무수천골프,무수천골프제주특별자치도 제주시 애월읍 평화로 2847,일반음식점,기타,제주특별자치도 제주시 애월읍 평화로 2847,https://pcmap.place.naver.com/restaurant/1408510553/review/visitor#
184,유니온제주,유니온제주제주특별자치도 제주시 구좌읍 해맞이해안로 486,일반음식점,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 486,https://pcmap.place.naver.com/restaurant/1556547724/review/visitor#
188,2월22일(Twenty second of February),2월22일(Twenty second of February)제주특별자치도 제주시 오라로18길 10-1,일반음식점,기타,제주특별자치도 제주시 오라로18길 10-1,https://pcmap.place.naver.com/restaurant/1016768392/review/visitor#
189,단잠게스트하우스,단잠게스트하우스제주특별자치도 제주시 한림읍 귀덕14길 56,일반음식점,기타,제주특별자치도 제주시 한림읍 귀덕14길 56,https://pcmap.place.naver.com/restaurant/1556332030/review/visitor#
190,프롬스튜디오,프롬스튜디오제주특별자치도 제주시 정실동1길 12,일반음식점,기타,제주특별자치도 제주시 정실동1길 12,https://pcmap.place.naver.com/restaurant/1578481458/review/visitor#
191,어음밥집,어음밥집제주특별자치도 제주시 애월읍 어림비로 393-1,일반음식점,기타,제주특별자치도 제주시 애월읍 어림비로 393-1,https://pcmap.place.naver.com/restaurant/1439356450/review/visitor#
193,콧수염양꼬치,콧수염양꼬치제주특별자치도 제주시 성신로1길 30,일반음식점,기타,제주특별자치도 제주시 성신로1길 30,https://pcmap.place.naver.com/restaurant/1588332009/review/visitor#
194,이치진,이치진제주특별자치도 제주시 건주로 66,일반음식점,기타,제주특별자치도 제주시 건주로 66,https://pcmap.place.naver.com/restaurant/1162052226/review/visitor#
196,예산가마솥장수촌설렁탕신제주점,예산가마솥장수촌설렁탕신제주점제주특별자치도 제주시 연동10길 13,일반음식점,한식,제주특별자치도 제주시 연동10길 13,https://pcmap.place.naver.com/restaurant/1901433745/review/visitor#
197,바당지기,바당지기제주특별자치도 제주시 구좌읍 해맞이해안로 480,일반음식점,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 480,https://pcmap.place.naver.com/restaurant/37489336/review/visitor#
199,인손,인손제주특별자치도 제주시 구좌읍 세화4길 10,일반음식점,기타,제주특별자치도 제주시 구좌읍 세화4길 10,https://pcmap.place.naver.com/restaurant/1254885016/review/visitor#
201,유주,유주제주특별자치도 제주시 한림읍 한림상로 17,일반음식점,기타,제주특별자치도 제주시 한림읍 한림상로 17,https://pcmap.place.naver.com/restaurant/1584217766/review/visitor#
202,모아나디쉬,모아나디쉬제주특별자치도 제주시 애월읍 일주서로 7087-12,일반음식점,기타,제주특별자치도 제주시 애월읍 일주서로 7087-12,https://pcmap.place.naver.com/restaurant/1504014304/review/visitor#
204,동경수산,동경수산제주특별자치도 제주시 신설로 55,일반음식점,기타,제주특별자치도 제주시 신설로 55,https://pcmap.place.naver.com/restaurant/1571300962/review/visitor#
205,애월후식,애월후식제주특별자치도 제주시 애월읍 납읍로 21,일반음식점,기타,제주특별자치도 제주시 애월읍 납읍로 21,https://pcmap.place.naver.com/restaurant/1082425717/review/visitor#
206,부가네얼큰이봉개점,부가네얼큰이봉개점제주특별자치도 제주시 봉개대동6길 41,일반음식점,호프/통닭,제주특별자치도 제주시 봉개대동6길 41,https://pcmap.place.naver.com/restaurant/1032952157/review/visitor#
