,사업장명,사업장명add,업종구분대분류,업종구분소분류,주소,naver_map_url
546,탐나식당,탐나식당제주특별자치도 서귀포시 중앙로 196 (동홍동),일반음식점,분식,제주특별자치도 서귀포시 중앙로 196 (동홍동),https://pcmap.place.naver.com/restaurant/1736286926/review/visitor#
548,낭꾸러기,낭꾸러기제주특별자치도 서귀포시 대정읍 가파로 233,일반음식점,한식,제주특별자치도 서귀포시 대정읍 가파로 233,https://pcmap.place.naver.com/restaurant/1806706471/review/visitor#
550,불특정식당,불특정식당제주특별자치도 서귀포시 성산읍 삼달로 239,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 성산읍 삼달로 239,https://pcmap.place.naver.com/restaurant/1285282963/review/visitor#
552,오동이네,오동이네제주특별자치도 서귀포시 동홍남로 46,일반음식점,한식,제주특별자치도 서귀포시 동홍남로 46,https://pcmap.place.naver.com/restaurant/1764642598/review/visitor#
553,느영나영,느영나영제주특별자치도 서귀포시 남원읍 신흥로13번길 23,일반음식점,한식,제주특별자치도 서귀포시 남원읍 신흥로13번길 23,https://pcmap.place.naver.com/restaurant/36655176/review/visitor#
555,에스지중문,에스지중문제주특별자치도 서귀포시 천제연로 200,일반음식점,한식,제주특별자치도 서귀포시 천제연로 200,https://pcmap.place.naver.com/restaurant/1284536166/review/visitor#
556,반찬사랑,반찬사랑제주특별자치도 서귀포시 대정읍 영서중로13번길 3,일반음식점,한식,제주특별자치도 서귀포시 대정읍 영서중로13번길 3,https://pcmap.place.naver.com/restaurant/1876168713/review/visitor#
557,바당회,바당회제주특별자치도 서귀포시 새왓로 6,일반음식점,일식,제주특별자치도 서귀포시 새왓로 6,https://pcmap.place.naver.com/restaurant/1843651569/review/visitor#
558,돌돌이숯불갈비법환점,돌돌이숯불갈비법환점제주특별자치도 서귀포시 이어도로 933 (법환동),일반음식점,식육(숯불구이),제주특별자치도 서귀포시 이어도로 933 (법환동),https://pcmap.place.naver.com/restaurant/1467252080/review/visitor#
559,갈비가맛있다,갈비가맛있다제주특별자치도 서귀포시 대정읍 글로벌에듀로 370,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 대정읍 글로벌에듀로 370,https://pcmap.place.naver.com/restaurant/1591751825/review/visitor#
560,해월일식,해월일식제주특별자치도 서귀포시 동홍중앙로 88 (동홍동),일반음식점,일식,제주특별자치도 서귀포시 동홍중앙로 88 (동홍동),https://pcmap.place.naver.com/restaurant/1117550943/review/visitor#
561,천향각,천향각제주특별자치도 서귀포시 이중섭로 11,일반음식점,중국식,제주특별자치도 서귀포시 이중섭로 11,https://pcmap.place.naver.com/restaurant/1814681658/review/visitor#
563,달달한밤,달달한밤제주특별자치도 서귀포시 성산읍 고성동서로 67,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성동서로 67,https://pcmap.place.naver.com/restaurant/1140725691/review/visitor#
564,60계치킨성산점,60계치킨성산점제주특별자치도 서귀포시 성산읍 고성동서로56번길 2,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 고성동서로56번길 2,https://pcmap.place.naver.com/restaurant/1500409967/review/visitor#
565,북촌삼대갈비동홍올레점,북촌삼대갈비동홍올레점제주특별자치도 서귀포시 동홍북로 68 (동홍동),일반음식점,한식,제주특별자치도 서귀포시 동홍북로 68 (동홍동),https://pcmap.place.naver.com/restaurant/1927224143/review/visitor#
566,한결식당,한결식당제주특별자치도 서귀포시 남원읍 하신로 178-28,일반음식점,한식,제주특별자치도 서귀포시 남원읍 하신로 178-28,https://pcmap.place.naver.com/restaurant/1012968994/review/visitor#
567,토대력중문점,토대력중문점제주특별자치도 서귀포시 천제연로 172 (중문동),일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 천제연로 172 (중문동),https://pcmap.place.naver.com/restaurant/1002305747/review/visitor#
569,봄봄516점,봄봄516점제주특별자치도 서귀포시 516로 202 (토평동),일반음식점,한식,제주특별자치도 서귀포시 516로 202 (토평동),https://pcmap.place.naver.com/restaurant/1118919316/review/visitor#
570,샤오츠,샤오츠제주특별자치도 서귀포시 성산읍 동류암로 20,일반음식점,중국식,제주특별자치도 서귀포시 성산읍 동류암로 20,https://pcmap.place.naver.com/restaurant/606967119/review/visitor#
571,소원김밥,소원김밥제주특별자치도 서귀포시 쇠소깍로 160 (하효동),일반음식점,한식,제주특별자치도 서귀포시 쇠소깍로 160 (하효동),https://pcmap.place.naver.com/restaurant/1900375831/review/visitor#
572,삼성혈해물탕서귀포점,삼성혈해물탕서귀포점제주특별자치도 서귀포시 서호남로32번길 31-1,일반음식점,한식,제주특별자치도 서귀포시 서호남로32번길 31-1,https://pcmap.place.naver.com/restaurant/1634516053/review/visitor#
573,준이순대국밥,준이순대국밥제주특별자치도 서귀포시 남원읍 남위남성로 10-2,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남위남성로 10-2,https://pcmap.place.naver.com/restaurant/1030212619/review/visitor#
574,김치찜할래??삼겹살할래??,김치찜할래??삼겹살할래??제주특별자치도 서귀포시 태평로 487,일반음식점,한식,제주특별자치도 서귀포시 태평로 487,https://pcmap.place.naver.com/restaurant/1682380929/review/visitor#
575,주구장창,주구장창제주특별자치도 서귀포시 중앙로89번길 2 (서귀동),일반음식점,호프/통닭,제주특별자치도 서귀포시 중앙로89번길 2 (서귀동),https://pcmap.place.naver.com/restaurant/35147559/review/visitor#
576,서양국수공방,서양국수공방제주특별자치도 서귀포시 태평로371번길 32 (서귀동),일반음식점,기타,제주특별자치도 서귀포시 태평로371번길 32 (서귀동),https://pcmap.place.naver.com/restaurant/228642198/review/visitor#
577,현가네정식,현가네정식제주특별자치도 서귀포시 중앙로71번길 7 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 중앙로71번길 7 (서귀동),https://pcmap.place.naver.com/restaurant/1499428539/review/visitor#
578,영실국수서귀포중문본점,영실국수서귀포중문본점제주특별자치도 서귀포시 일주서로 470 (하원동),일반음식점,한식,제주특별자치도 서귀포시 일주서로 470 (하원동),https://pcmap.place.naver.com/restaurant/38259181/review/visitor#
579,청주본가,청주본가제주특별자치도 서귀포시 홍중로 11,일반음식점,한식,제주특별자치도 서귀포시 홍중로 11,https://pcmap.place.naver.com/restaurant/1885503757/review/visitor#
580,그디가게,그디가게제주특별자치도 서귀포시 성산읍 고성동서로 54,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 성산읍 고성동서로 54,https://pcmap.place.naver.com/restaurant/346230669/review/visitor#
582,연담,연담제주특별자치도 서귀포시 천제연로207번길 20 (중문동),일반음식점,한식,제주특별자치도 서귀포시 천제연로207번길 20 (중문동),https://pcmap.place.naver.com/restaurant/37854950/review/visitor#
583,엘림소반,엘림소반제주특별자치도 서귀포시 대정읍 추사로 288-6,일반음식점,한식,제주특별자치도 서귀포시 대정읍 추사로 288-6,https://pcmap.place.naver.com/restaurant/38554572/review/visitor#
586,석경초밥,석경초밥제주특별자치도 서귀포시 천지로 18,일반음식점,일식,제주특별자치도 서귀포시 천지로 18,https://pcmap.place.naver.com/restaurant/38540412/review/visitor#
587,김명자굴국밥성산점,김명자굴국밥성산점제주특별자치도 서귀포시 성산읍 성산중앙로 46-1,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 46-1,https://pcmap.place.naver.com/restaurant/902544894/review/visitor#
590,파노라마,파노라마제주특별자치도 서귀포시 예래해안로 542,일반음식점,뷔페식,제주특별자치도 서귀포시 예래해안로 542,https://pcmap.place.naver.com/restaurant/202119495/review/visitor#
591,천짓골식당,천짓골식당제주특별자치도 서귀포시 중앙로41번길 4 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 중앙로41번길 4 (서귀동),https://pcmap.place.naver.com/restaurant/11708750/review/visitor#
592,데이바이데이,데이바이데이제주특별자치도 서귀포시 동문로 30-2 (서귀동),일반음식점,호프/통닭,제주특별자치도 서귀포시 동문로 30-2 (서귀동),https://pcmap.place.naver.com/restaurant/1426727100/review/visitor#
596,좋은가든,좋은가든제주특별자치도 서귀포시 예래로 255-24 (하예동),일반음식점,한식,제주특별자치도 서귀포시 예래로 255-24 (하예동),https://pcmap.place.naver.com/restaurant/32165494/review/visitor#
599,온더스톤브런치카페제주성산점,온더스톤브런치카페제주성산점제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,일반음식점,기타,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,https://pcmap.place.naver.com/restaurant/1541873670/review/visitor#
600,두마리찜닭두찜서귀포동홍점,두마리찜닭두찜서귀포동홍점제주특별자치도 서귀포시 중산간동로 8003 (동홍동),일반음식점,기타,제주특별자치도 서귀포시 중산간동로 8003 (동홍동),https://pcmap.place.naver.com/restaurant/1027472416/review/visitor#
601,월드컵흑돼지,월드컵흑돼지제주특별자치도 서귀포시 월드컵로 74 (법환동),일반음식점,한식,제주특별자치도 서귀포시 월드컵로 74 (법환동),https://pcmap.place.naver.com/restaurant/36938066/review/visitor#
602,대정추어탕전문,대정추어탕전문제주특별자치도 서귀포시 대정읍 상모로 296,일반음식점,한식,제주특별자치도 서귀포시 대정읍 상모로 296,https://pcmap.place.naver.com/restaurant/37287851/review/visitor#
603,놀부내장탕,놀부내장탕제주특별자치도 서귀포시 대정읍 영서중로 21-5,일반음식점,한식,제주특별자치도 서귀포시 대정읍 영서중로 21-5,https://pcmap.place.naver.com/restaurant/16934608/review/visitor#
604,정소암식당,정소암식당제주특별자치도 서귀포시 표선면 서성일로 21,일반음식점,한식,제주특별자치도 서귀포시 표선면 서성일로 21,https://pcmap.place.naver.com/restaurant/17088321/review/visitor#
606,장보고 민물장어,장보고 민물장어제주특별자치도 서귀포시 대정읍 영서중로19번길 12,일반음식점,기타,제주특별자치도 서귀포시 대정읍 영서중로19번길 12,https://pcmap.place.naver.com/restaurant/16934586/review/visitor#
607,조림명가,조림명가제주특별자치도 서귀포시 중앙로47번길 19 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 중앙로47번길 19 (서귀동),https://pcmap.place.naver.com/restaurant/12940751/review/visitor#
608,BHC제주남원점,BHC제주남원점제주특별자치도 서귀포시 남원읍 남원회관로 55,일반음식점,통닭(치킨),제주특별자치도 서귀포시 남원읍 남원회관로 55,https://pcmap.place.naver.com/restaurant/1850903300/review/visitor#
611,제주버들못,제주버들못제주특별자치도 서귀포시 표선면 표선중앙로32번길 36,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선중앙로32번길 36,https://pcmap.place.naver.com/restaurant/32166270/review/visitor#
612,네네치킨대정점,네네치킨대정점제주특별자치도 서귀포시 대정읍 하모항구로6번길 27,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 하모항구로6번길 27,https://pcmap.place.naver.com/restaurant/37992044/review/visitor#
613,막쇠,막쇠제주특별자치도 서귀포시 동홍중앙로 52,일반음식점,한식,제주특별자치도 서귀포시 동홍중앙로 52,https://pcmap.place.naver.com/restaurant/1258032072/review/visitor#
618,다이빙맛,다이빙맛제주특별자치도 서귀포시 남원읍 남원체육관로40번길 3,일반음식점,기타,제주특별자치도 서귀포시 남원읍 남원체육관로40번길 3,https://pcmap.place.naver.com/restaurant/584992771/review/visitor#
619,정은카페,정은카페제주특별자치도 서귀포시 성산읍 동류암로39번길 9-1,일반음식점,기타,제주특별자치도 서귀포시 성산읍 동류암로39번길 9-1,https://pcmap.place.naver.com/restaurant/1982127598/review/visitor#
621,동서순대,동서순대제주특별자치도 서귀포시 중앙로101번길 20 (서홍동),일반음식점,한식,제주특별자치도 서귀포시 중앙로101번길 20 (서홍동),https://pcmap.place.naver.com/restaurant/38275213/review/visitor#
624,한일수산횟집,한일수산횟집제주특별자치도 서귀포시 홍중로 3 (서홍동),일반음식점,회집,제주특별자치도 서귀포시 홍중로 3 (서홍동),https://pcmap.place.naver.com/restaurant/16919508/review/visitor#
626,표선얼큰이와 피자디노 동홍점,표선얼큰이와 피자디노 동홍점제주특별자치도 서귀포시 동홍중앙로66번길 30-8 (동홍동),일반음식점,한식,제주특별자치도 서귀포시 동홍중앙로66번길 30-8 (동홍동),https://pcmap.place.naver.com/restaurant/36628752/review/visitor#
627,오늘은춘봉이네,오늘은춘봉이네제주특별자치도 서귀포시 김정문화로 59 (서호동),일반음식점,한식,제주특별자치도 서귀포시 김정문화로 59 (서호동),https://pcmap.place.naver.com/restaurant/1821069856/review/visitor#
628,자담치킨제주남원점,자담치킨제주남원점제주특별자치도 서귀포시 남원읍 태위로679번길 12-1,일반음식점,통닭(치킨),제주특별자치도 서귀포시 남원읍 태위로679번길 12-1,https://pcmap.place.naver.com/restaurant/1943651055/review/visitor#
629,굽네치킨모슬포점,굽네치킨모슬포점제주특별자치도 서귀포시 대정읍 하모중앙로32번길 17,일반음식점,통닭(치킨),제주특별자치도 서귀포시 대정읍 하모중앙로32번길 17,https://pcmap.place.naver.com/restaurant/21442258/review/visitor#
630,윌라라,윌라라제주특별자치도 서귀포시 성산읍 성산중앙로 33,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 33,https://pcmap.place.naver.com/restaurant/35416466/review/visitor#
631,색달식당중문본점,색달식당중문본점제주특별자치도 서귀포시 색달중앙로 23 (색달동),일반음식점,한식,제주특별자치도 서귀포시 색달중앙로 23 (색달동),https://pcmap.place.naver.com/restaurant/21697562/review/visitor#
632,로로417,로로417제주특별자치도 서귀포시 태평로 417 (서귀동),일반음식점,까페,제주특별자치도 서귀포시 태평로 417 (서귀동),https://pcmap.place.naver.com/restaurant/1501323248/review/visitor#
633,한가름,한가름제주특별자치도 서귀포시 표선면 가시로565번길 16,일반음식점,한식,제주특별자치도 서귀포시 표선면 가시로565번길 16,https://pcmap.place.naver.com/restaurant/1772865595/review/visitor#
635,온평마을일번지,온평마을일번지제주특별자치도 서귀포시 성산읍 환해장성로 803,일반음식점,기타,제주특별자치도 서귀포시 성산읍 환해장성로 803,https://pcmap.place.naver.com/restaurant/1736599919/review/visitor#
636,풍차라운지,풍차라운지제주특별자치도 서귀포시 중문관광로72번길 35 (색달동),일반음식점,경양식,제주특별자치도 서귀포시 중문관광로72번길 35 (색달동),https://pcmap.place.naver.com/restaurant/11583214/review/visitor#
640,영춘반점,영춘반점제주특별자치도 서귀포시 중앙로 154,일반음식점,중국식,제주특별자치도 서귀포시 중앙로 154,https://pcmap.place.naver.com/restaurant/1047996048/review/visitor#
645,순두부엔짬뽕,순두부엔짬뽕제주특별자치도 서귀포시 새왓로 20,일반음식점,한식,제주특별자치도 서귀포시 새왓로 20,https://pcmap.place.naver.com/restaurant/937760763/review/visitor#
646,일출제주흑돼지,일출제주흑돼지제주특별자치도 서귀포시 성산읍 일출로15번길 2,일반음식점,한식,제주특별자치도 서귀포시 성산읍 일출로15번길 2,https://pcmap.place.naver.com/restaurant/299241713/review/visitor#
647,카페세렌디,카페세렌디제주특별자치도 서귀포시 중문관광로72번길 29-9,일반음식점,기타,제주특별자치도 서귀포시 중문관광로72번길 29-9,https://pcmap.place.naver.com/restaurant/47928097/review/visitor#
648,카페멘도롱,카페멘도롱제주특별자치도 서귀포시 대정읍 하모항구로 70,일반음식점,기타,제주특별자치도 서귀포시 대정읍 하모항구로 70,https://pcmap.place.naver.com/restaurant/36320204/review/visitor#
650,도두반점호텔더본점,도두반점호텔더본점제주특별자치도 서귀포시 색달로 18,일반음식점,중국식,제주특별자치도 서귀포시 색달로 18,https://pcmap.place.naver.com/restaurant/1190193233/review/visitor#
651,스시쿄다이,스시쿄다이제주특별자치도 서귀포시 동홍남로 53 (동홍동),일반음식점,일식,제주특별자치도 서귀포시 동홍남로 53 (동홍동),https://pcmap.place.naver.com/restaurant/1359541209/review/visitor#
652,이비가짬뽕신화월드점,이비가짬뽕신화월드점제주특별자치도 서귀포시 안덕면 신화역사로 502,일반음식점,중국식,제주특별자치도 서귀포시 안덕면 신화역사로 502,https://pcmap.place.naver.com/restaurant/937354616/review/visitor#
654,하나식당,하나식당제주특별자치도 서귀포시 대정읍 신영로94번길 3-1,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신영로94번길 3-1,https://pcmap.place.naver.com/restaurant/1680752522/review/visitor#
655,비행접시,비행접시제주특별자치도 서귀포시 대정읍 송악관광로 218-40,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 송악관광로 218-40,https://pcmap.place.naver.com/restaurant/829150254/review/visitor#
656,남원추어탕,남원추어탕제주특별자치도 서귀포시 중앙로62번길 5,일반음식점,한식,제주특별자치도 서귀포시 중앙로62번길 5,https://pcmap.place.naver.com/restaurant/1071289805/review/visitor#
657,아그네스,아그네스제주특별자치도 서귀포시 서문로29번길 14 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 서문로29번길 14 (서귀동),https://pcmap.place.naver.com/restaurant/1785221075/review/visitor#
658,해를품은닭,해를품은닭제주특별자치도 서귀포시 표선면 표선중앙로 84,일반음식점,통닭(치킨),제주특별자치도 서귀포시 표선면 표선중앙로 84,https://pcmap.place.naver.com/restaurant/391594782/review/visitor#
659,최남단식당,최남단식당제주특별자치도 서귀포시 대정읍 최남단해안로 40,일반음식점,횟집,제주특별자치도 서귀포시 대정읍 최남단해안로 40,https://pcmap.place.naver.com/restaurant/13444921/review/visitor#
661,동남식당,동남식당제주특별자치도 서귀포시 성산읍 고성오조로 84-1,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 고성오조로 84-1,https://pcmap.place.naver.com/restaurant/1083658450/review/visitor#
663,행운숯불갈비,행운숯불갈비제주특별자치도 서귀포시 부두로 12 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 부두로 12 (서귀동),https://pcmap.place.naver.com/restaurant/1029335994/review/visitor#
664,구럼비나무,구럼비나무제주특별자치도 서귀포시 법환로 15,일반음식점,기타,제주특별자치도 서귀포시 법환로 15,https://pcmap.place.naver.com/restaurant/21725126/review/visitor#
665,돈가네우가네,돈가네우가네제주특별자치도 서귀포시 동홍중앙로 52 (동홍동),일반음식점,한식,제주특별자치도 서귀포시 동홍중앙로 52 (동홍동),https://pcmap.place.naver.com/restaurant/159631231/review/visitor#
666,일돈성산흑돼지,일돈성산흑돼지제주특별자치도 서귀포시 성산읍 환해장성로 913,일반음식점,한식,제주특별자치도 서귀포시 성산읍 환해장성로 913,https://pcmap.place.naver.com/restaurant/1831275437/review/visitor#
667,웨이브,웨이브제주특별자치도 서귀포시 표선면 표선당포로 10-4,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 표선면 표선당포로 10-4,https://pcmap.place.naver.com/restaurant/38425723/review/visitor#
668,대정역,대정역제주특별자치도 서귀포시 대정읍 신영로 114,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 신영로 114,https://pcmap.place.naver.com/restaurant/1711364789/review/visitor#
669,덕산,덕산제주특별자치도 서귀포시 성산읍 성산중앙로 58,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산중앙로 58,https://pcmap.place.naver.com/restaurant/17076210/review/visitor#
670,오늘은뒷고기,오늘은뒷고기제주특별자치도 서귀포시 천지로 29,일반음식점,한식,제주특별자치도 서귀포시 천지로 29,https://pcmap.place.naver.com/restaurant/1165250295/review/visitor#
672,프레드허쉬,프레드허쉬제주특별자치도 서귀포시 태평로 416-1,일반음식점,호프/통닭,제주특별자치도 서귀포시 태평로 416-1,https://pcmap.place.naver.com/restaurant/1940799848/review/visitor#
674,제주대패돈삼겹,제주대패돈삼겹제주특별자치도 서귀포시 남원읍 태위로 690-8,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 690-8,https://pcmap.place.naver.com/restaurant/1269745971/review/visitor#
677,해비치쉼터,해비치쉼터제주특별자치도 서귀포시 표선면 표선중앙로 109,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선중앙로 109,https://pcmap.place.naver.com/restaurant/718484072/review/visitor#
679,본초불닭발서홍동점,본초불닭발서홍동점제주특별자치도 서귀포시 홍중로 52,일반음식점,호프/통닭,제주특별자치도 서귀포시 홍중로 52,https://pcmap.place.naver.com/restaurant/1004013781/review/visitor#
680,라운지에스,라운지에스제주특별자치도 서귀포시 중문관광로72번길 75,일반음식점,경양식,제주특별자치도 서귀포시 중문관광로72번길 75,https://pcmap.place.naver.com/restaurant/1366828315/review/visitor#
682,편운산방,편운산방제주특별자치도 서귀포시 성산읍 서성일로 898-38,일반음식점,한식,제주특별자치도 서귀포시 성산읍 서성일로 898-38,https://pcmap.place.naver.com/restaurant/16953665/review/visitor#
683,연송갈치요리,연송갈치요리제주특별자치도 서귀포시 칠십리로 145 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 칠십리로 145 (서귀동),https://pcmap.place.naver.com/restaurant/1249333196/review/visitor#
684,산들치킨,산들치킨제주특별자치도 서귀포시 중산간동로 8003 (동홍동),일반음식점,통닭(치킨),제주특별자치도 서귀포시 중산간동로 8003 (동홍동),https://pcmap.place.naver.com/restaurant/21058954/review/visitor#
686,남양수산,남양수산제주특별자치도 서귀포시 성산읍 고성동서로56번길 11,일반음식점,회집,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11,https://pcmap.place.naver.com/restaurant/16952245/review/visitor#
687,포레스타,포레스타제주특별자치도 서귀포시 칠십리로 264 (토평동),일반음식점,기타,제주특별자치도 서귀포시 칠십리로 264 (토평동),https://pcmap.place.naver.com/restaurant/457763582/review/visitor#
688,난타5000피자강정지구점,난타5000피자강정지구점제주특별자치도 서귀포시 대청로25번길 10-8,일반음식점,한식,제주특별자치도 서귀포시 대청로25번길 10-8,https://pcmap.place.naver.com/restaurant/1577775350/review/visitor#
689,교촌치킨서귀포혁신도시점,교촌치킨서귀포혁신도시점제주특별자치도 서귀포시 신서귀로97번길 55,일반음식점,호프/통닭,제주특별자치도 서귀포시 신서귀로97번길 55,https://pcmap.place.naver.com/restaurant/154594705/review/visitor#
691,이디아장,이디아장제주특별자치도 서귀포시 안덕면 산방로 214,일반음식점,기타,제주특별자치도 서귀포시 안덕면 산방로 214,https://pcmap.place.naver.com/restaurant/1834153229/review/visitor#
692,위미테이블,위미테이블제주특별자치도 서귀포시 남원읍 태위로 180,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 180,https://pcmap.place.naver.com/restaurant/236406990/review/visitor#
693,형제섬보말칼국수,형제섬보말칼국수제주특별자치도 서귀포시 대정읍 형제해안로 258,일반음식점,한식,제주특별자치도 서귀포시 대정읍 형제해안로 258,https://pcmap.place.naver.com/restaurant/149286196/review/visitor#
695,중문예지원,중문예지원제주특별자치도 서귀포시 천제연로 129 (중문동),일반음식점,한식,제주특별자치도 서귀포시 천제연로 129 (중문동),https://pcmap.place.naver.com/restaurant/37417478/review/visitor#
697,해맞이동산,해맞이동산제주특별자치도 서귀포시 표선면 번영로 2658-2,일반음식점,한식,제주특별자치도 서귀포시 표선면 번영로 2658-2,https://pcmap.place.naver.com/restaurant/16963886/review/visitor#
698,첨밀밀양고기,첨밀밀양고기제주특별자치도 서귀포시 표선면 표선동서로 234,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선동서로 234,https://pcmap.place.naver.com/restaurant/1329585863/review/visitor#
700,강희네,강희네제주특별자치도 서귀포시 서문서로55번길 2 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 서문서로55번길 2 (서귀동),https://pcmap.place.naver.com/restaurant/1881013683/review/visitor#
706,뿐이네밥집,뿐이네밥집제주특별자치도 서귀포시 검은여로 178 (토평동),일반음식점,분식,제주특별자치도 서귀포시 검은여로 178 (토평동),https://pcmap.place.naver.com/restaurant/369773345/review/visitor#
707,앤모슬포점,앤모슬포점제주특별자치도 서귀포시 대정읍 상모로 311-1,일반음식점,한식,제주특별자치도 서귀포시 대정읍 상모로 311-1,https://pcmap.place.naver.com/restaurant/803134380/review/visitor#
708,서호반점,서호반점제주특별자치도 서귀포시 신동로67번길 31 (서호동),일반음식점,중국식,제주특별자치도 서귀포시 신동로67번길 31 (서호동),https://pcmap.place.naver.com/restaurant/1024513305/review/visitor#
709,한마음가든,한마음가든제주특별자치도 서귀포시 일주동로 8272 (신효동),일반음식점,한식,제주특별자치도 서귀포시 일주동로 8272 (신효동),https://pcmap.place.naver.com/restaurant/16922480/review/visitor#
712,해피포차,해피포차제주특별자치도 서귀포시 명동로 15 (서귀동),일반음식점,기타,제주특별자치도 서귀포시 명동로 15 (서귀동),https://pcmap.place.naver.com/restaurant/792674965/review/visitor#
714,늘푸른식당,늘푸른식당제주특별자치도 서귀포시 동홍중앙로 8 (동홍동),일반음식점,호프/통닭,제주특별자치도 서귀포시 동홍중앙로 8 (동홍동),https://pcmap.place.naver.com/restaurant/1878888013/review/visitor#
715,늘여름,늘여름제주특별자치도 서귀포시 태평로353번길 22-5 (서귀동),일반음식점,한식,제주특별자치도 서귀포시 태평로353번길 22-5 (서귀동),https://pcmap.place.naver.com/restaurant/1578298964/review/visitor#
717,흑도니,흑도니제주특별자치도 서귀포시 표선면 일주동로 6291,일반음식점,한식,제주특별자치도 서귀포시 표선면 일주동로 6291,https://pcmap.place.naver.com/restaurant/1620364270/review/visitor#
719,신시가지안성식당,신시가지안성식당제주특별자치도 서귀포시 김정문화로 69-1 (서호동),일반음식점,한식,제주특별자치도 서귀포시 김정문화로 69-1 (서호동),https://pcmap.place.naver.com/restaurant/16901734/review/visitor#
720,탐라국꾼,탐라국꾼제주특별자치도 서귀포시 남원읍 태위로 673,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태위로 673,https://pcmap.place.naver.com/restaurant/36963144/review/visitor#
721,해비치블랙,해비치블랙제주특별자치도 서귀포시 표선면 민속해안로 578-4,일반음식점,한식,제주특별자치도 서귀포시 표선면 민속해안로 578-4,https://pcmap.place.naver.com/restaurant/1499798259/review/visitor#
723,겸성식당,겸성식당제주특별자치도 서귀포시 이어도로 918 (법환동),일반음식점,한식,제주특별자치도 서귀포시 이어도로 918 (법환동),https://pcmap.place.naver.com/restaurant/19369759/review/visitor#
725,동성수산,동성수산제주특별자치도 서귀포시 대정읍 최남단해안로 46,일반음식점,횟집,제주특별자치도 서귀포시 대정읍 최남단해안로 46,https://pcmap.place.naver.com/restaurant/12803347/review/visitor#
729,서귀포흑돼지제주집,서귀포흑돼지제주집제주특별자치도 서귀포시 신서귀로51번길 5 (법환동),일반음식점,한식,제주특별자치도 서귀포시 신서귀로51번길 5 (법환동),https://pcmap.place.naver.com/restaurant/1119971343/review/visitor#
732,바른피자,바른피자제주특별자치도 서귀포시 중문관광로 296 (대포동),일반음식점,경양식,제주특별자치도 서귀포시 중문관광로 296 (대포동),https://pcmap.place.naver.com/restaurant/1186406009/review/visitor#
736,자매해장국,자매해장국제주특별자치도 서귀포시 남원읍 남원회관로 97,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원회관로 97,https://pcmap.place.naver.com/restaurant/37348453/review/visitor#
738,에이그라운드,에이그라운드제주특별자치도 서귀포시 성산읍 서성일로 431,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 서성일로 431,https://pcmap.place.naver.com/restaurant/1037684441/review/visitor#
740,주민상회화순점,주민상회화순점제주특별자치도 서귀포시 안덕면 화순로 131,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순로 131,https://pcmap.place.naver.com/restaurant/1774767005/review/visitor#
742,버디클럽스크린골프,버디클럽스크린골프제주특별자치도 서귀포시 대청로 41,일반음식점,분식,제주특별자치도 서귀포시 대청로 41,https://pcmap.place.naver.com/restaurant/1955845168/review/visitor#
743,흑돼지박스,흑돼지박스제주특별자치도 서귀포시 성산읍 신양로 100,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 신양로 100,https://pcmap.place.naver.com/restaurant/1118769711/review/visitor#
