,Unnamed: 0,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,naver_map_url
435,436,성산도시어부회포장,일반음식점,횟집,제주특별자치도 서귀포시 성산읍 고성리 1219-2 ,https://pcmap.place.naver.com/restaurant/1938893949/review/visitor#
436,437,꼼지락도시락,일반음식점,한식,제주특별자치도 서귀포시 중문동 1737-5번지 ,https://pcmap.place.naver.com/restaurant/1607333626/review/visitor#
437,438,힘나는집밥,일반음식점,한식,제주특별자치도 서귀포시 성산읍 오조리 8 ,https://pcmap.place.naver.com/restaurant/1271962684/review/visitor#
438,439,일오구카페,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 덕수리 1929-2 1층 ,https://pcmap.place.naver.com/restaurant/1364940249/review/visitor#
439,440,네이처캔버스,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 남원읍 신례리 829-5번지 ,https://pcmap.place.naver.com/restaurant/1382160810/review/visitor#
440,441,사계생활,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 안덕면 사계리 2819-1번지 ,https://pcmap.place.naver.com/restaurant/1596135121/review/visitor#
441,442,해녀의밥상,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2 109호,https://pcmap.place.naver.com/restaurant/1152125771/review/visitor#
442,443,아주르블루,일반음식점,경양식,제주특별자치도 서귀포시 남원읍 남원리 46-1번지 1층 ,https://pcmap.place.naver.com/restaurant/1969497561/review/visitor#
443,444,역전할머니맥주제주표선점,일반음식점,호프/통닭,제주특별자치도 서귀포시 표선면 표선리 634-8번지 ,https://pcmap.place.naver.com/restaurant/1159429345/review/visitor#
444,445,마녀상회,일반음식점,한식,제주특별자치도 서귀포시 대정읍 무릉리 3815-1 제3동 ,https://pcmap.place.naver.com/restaurant/1561987598/review/visitor#
445,446,허브올레,일반음식점,경양식,제주특별자치도 서귀포시 표선면 성읍리 2669번지 ,https://pcmap.place.naver.com/restaurant/1020309277/review/visitor#
446,447,우리가족오늘반찬,일반음식점,한식,제주특별자치도 서귀포시 강정동 208-2 ,https://pcmap.place.naver.com/restaurant/1828271046/review/visitor#
447,448,누들보쌈배달만족신화월드점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 서광리 1421-4 1층 103호,https://pcmap.place.naver.com/restaurant/1378184624/review/visitor#
448,449,서귀포의아침한식뷔페,일반음식점,호프/통닭,제주특별자치도 서귀포시 호근동 1550-1 서귀포의 아침 ,https://pcmap.place.naver.com/restaurant/1679135741/review/visitor#
449,450,채선당사계리점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 417-2 1층 1동 ,https://pcmap.place.naver.com/restaurant/1570775965/review/visitor#
450,451,산우,일반음식점,일식,제주특별자치도 서귀포시 대정읍 하모리 2126-15번지 ,https://pcmap.place.naver.com/restaurant/1070422566/review/visitor#
451,452,대패가1900(서귀포점),일반음식점,한식,제주특별자치도 서귀포시 서귀동 308-4번지 ,https://pcmap.place.naver.com/restaurant/1287314819/review/visitor#
452,453,정든부대찌개,일반음식점,한식,제주특별자치도 서귀포시 대포동 2612번지 1층 103호,https://pcmap.place.naver.com/restaurant/1636163522/review/visitor#
453,454,곱스럽닭,일반음식점,호프/통닭,제주특별자치도 서귀포시 강정동 207-2 1층 ,https://pcmap.place.naver.com/restaurant/1144449775/review/visitor#
454,455,신화돌담집,일반음식점,한식,제주특별자치도 서귀포시 안덕면 서광리 산 35-16번지 ,https://pcmap.place.naver.com/restaurant/37195363/review/visitor#
455,456,안가뒷고기,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 서홍동 364-2 ,https://pcmap.place.naver.com/restaurant/1940361135/review/visitor#
456,457,깔루아,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 1층 105호,https://pcmap.place.naver.com/restaurant/1696455285/review/visitor#
457,458,더그리니,일반음식점,한식,제주특별자치도 서귀포시 동홍동 1688 ,https://pcmap.place.naver.com/restaurant/1220401397/review/visitor#
458,459,약산촌,일반음식점,한식,제주특별자치도 서귀포시 서홍동 1733-8 1층 ,https://pcmap.place.naver.com/restaurant/1918008903/review/visitor#
459,460,가파도로와,일반음식점,한식,제주특별자치도 서귀포시 대정읍 가파리 380번지 1층 ,https://pcmap.place.naver.com/restaurant/1673084670/review/visitor#
460,461,도토리도시락,일반음식점,한식,제주특별자치도 서귀포시 서귀동 298-4번지 ,https://pcmap.place.naver.com/restaurant/1993481167/review/visitor#
461,462,얼큰이공주칼국수,일반음식점,한식,제주특별자치도 서귀포시 서호동 940-8 ,https://pcmap.place.naver.com/restaurant/1784311178/review/visitor#
462,463,앵두김밥,일반음식점,한식,제주특별자치도 서귀포시 동홍동 60-8 1층 ,https://pcmap.place.naver.com/restaurant/1758820985/review/visitor#
463,464,삼강식당중문점,일반음식점,한식,제주특별자치도 서귀포시 중문동 2133-1번지 ,https://pcmap.place.naver.com/restaurant/32165283/review/visitor#
464,465,코코마마성산점,일반음식점,중국식,제주특별자치도 서귀포시 성산읍 성산리 140-8번지 ,https://pcmap.place.naver.com/restaurant/1693676339/review/visitor#
465,466,1968연희동,일반음식점,한식,제주특별자치도 서귀포시 안덕면 서광리 2462-1번지 ,https://pcmap.place.naver.com/restaurant/1523393642/review/visitor#
466,467,성산일출돈,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 296-3 ,https://pcmap.place.naver.com/restaurant/1435846547/review/visitor#
467,468,부호꼬,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 B동 113호,https://pcmap.place.naver.com/restaurant/1178273012/review/visitor#
468,469,제주호랭이사계점,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계리 2840 ,https://pcmap.place.naver.com/restaurant/1320984906/review/visitor#
469,470,김밥이있는소정,일반음식점,한식,제주특별자치도 서귀포시 동홍동 65-12번지 ,https://pcmap.place.naver.com/restaurant/1198817525/review/visitor#
470,471,숙성도중문,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 색달동 2123 ,https://pcmap.place.naver.com/restaurant/1146342571/review/visitor#
471,472,사계향,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 2075번지 ,https://pcmap.place.naver.com/restaurant/1696288495/review/visitor#
472,473,취중진담,일반음식점,호프/통닭,제주특별자치도 서귀포시 동홍동 192-2번지 ,https://pcmap.place.naver.com/restaurant/1435868993/review/visitor#
473,474,성읍뚱보식당,일반음식점,한식,제주특별자치도 서귀포시 표선면 성읍리 987-1번지 성읍민속마을 남문상가 19호,https://pcmap.place.naver.com/restaurant/1128146543/review/visitor#
474,475,달둥이네식당,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 387-7번지 ,https://pcmap.place.naver.com/restaurant/1040119339/review/visitor#
475,476,키작은삼촌,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성리 1012-1번지 1층 ,https://pcmap.place.naver.com/restaurant/1646587621/review/visitor#
476,477,서울곱창,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 940-6번지 ,https://pcmap.place.naver.com/restaurant/1538577991/review/visitor#
477,478,테디스오,일반음식점,경양식,제주특별자치도 서귀포시 강정동 152 ,https://pcmap.place.naver.com/restaurant/1574000518/review/visitor#
478,479,일리있는,일반음식점,일식,제주특별자치도 서귀포시 안덕면 사계리 126-1번지 ,https://pcmap.place.naver.com/restaurant/1332468522/review/visitor#
479,480,시청소미네식당,일반음식점,한식,제주특별자치도 서귀포시 서홍동 397-88 ,https://pcmap.place.naver.com/restaurant/1905530925/review/visitor#
480,481,1727노리터,일반음식점,분식,제주특별자치도 서귀포시 안덕면 덕수리 1727번지 ,https://pcmap.place.naver.com/restaurant/1730091823/review/visitor#
481,482,해룡흑도새기,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 성산리 285-1번지 ,https://pcmap.place.naver.com/restaurant/1474815149/review/visitor#
482,483,가보세엠케이카페,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 841-32 1층 ,https://pcmap.place.naver.com/restaurant/1393065599/review/visitor#
483,484,안녕모슬포,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 하모리 1071-2 2층 ,https://pcmap.place.naver.com/restaurant/1395180680/review/visitor#
484,485,족발이닭엄마네식당,일반음식점,호프/통닭,제주특별자치도 서귀포시 강정동 2503-1번지 ,https://pcmap.place.naver.com/restaurant/1658798372/review/visitor#
485,486,성산을본갈치,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 296-3 2층 ,https://pcmap.place.naver.com/restaurant/1979855006/review/visitor#
486,487,철이네뼈해장국,일반음식점,한식,제주특별자치도 서귀포시 대정읍 상모리 3983 ,https://pcmap.place.naver.com/restaurant/1555035895/review/visitor#
487,488,엠호프,일반음식점,호프/통닭,제주특별자치도 서귀포시 강정동 2851-3번지 ,https://pcmap.place.naver.com/restaurant/1439110608/review/visitor#
488,489,북경오리화덕구이,일반음식점,중국식,제주특별자치도 서귀포시 서귀동 296-13번지 ,https://pcmap.place.naver.com/restaurant/1219080609/review/visitor#
489,490,멕시카나치킨(송산천지점),일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 780번지 ,https://pcmap.place.naver.com/restaurant/1837239082/review/visitor#
490,491,흑돼지박스산방산점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 2071-1번지 ,https://pcmap.place.naver.com/restaurant/1262244487/review/visitor#
491,492,산방산그때그집,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-1번지 ,https://pcmap.place.naver.com/restaurant/1493290346/review/visitor#
492,493,모드커피,일반음식점,한식,제주특별자치도 서귀포시 남원읍 신흥리 1760-3 ,https://pcmap.place.naver.com/restaurant/1636315076/review/visitor#
493,494,나나김밥,일반음식점,분식,제주특별자치도 서귀포시 대정읍 보성리 463-9번지 ,https://pcmap.place.naver.com/restaurant/1030591493/review/visitor#
494,495,대화해장국본점,일반음식점,한식,제주특별자치도 서귀포시 동홍동 180-1번지 ,https://pcmap.place.naver.com/restaurant/1294724445/review/visitor#
495,496,바라봄,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 224-2번지 ,https://pcmap.place.naver.com/restaurant/1956093286/review/visitor#
496,497,30년할매닭발모슬포점,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 951-3번지 ,https://pcmap.place.naver.com/restaurant/1956663862/review/visitor#
497,498,솜반내횟집,일반음식점,일식,제주특별자치도 서귀포시 서홍동 1222 ,https://pcmap.place.naver.com/restaurant/1717102878/review/visitor#
498,499,조조모모,일반음식점,일식,제주특별자치도 서귀포시 안덕면 창천리 812-1번지 ,https://pcmap.place.naver.com/restaurant/210089608/review/visitor#
499,500,오르바,일반음식점,경양식,"제주특별자치도 서귀포시 보목동 274-9번지 1,2층 ",https://pcmap.place.naver.com/restaurant/1499205225/review/visitor#
500,501,덤포,일반음식점,중국식,제주특별자치도 서귀포시 대정읍 상모리 3854-5번지 ,https://pcmap.place.naver.com/restaurant/1084513855/review/visitor#
501,502,탐복,일반음식점,한식,제주특별자치도 서귀포시 법환동 161-4번지 ,https://pcmap.place.naver.com/restaurant/1192210574/review/visitor#
502,503,대정끗집,일반음식점,한식,제주특별자치도 서귀포시 대정읍 영락리 1335-1번지 ,https://pcmap.place.naver.com/restaurant/1579516861/review/visitor#
503,504,팽이,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선리 634-4 1층 ,https://pcmap.place.naver.com/restaurant/1881627447/review/visitor#
504,505,취향의섬,일반음식점,한식,제주특별자치도 서귀포시 남원읍 위미리 49-4번지 ,https://pcmap.place.naver.com/restaurant/1694312549/review/visitor#
505,506,카페록산느,일반음식점,경양식,제주특별자치도 서귀포시 서홍동 445-32번지 ,https://pcmap.place.naver.com/restaurant/1712351665/review/visitor#
506,507,남쪽바람,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태흥리 1856-1 ,https://pcmap.place.naver.com/restaurant/1944082569/review/visitor#
507,508,몸냥식탁,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 중문동 2117-5번지 1층 ,https://pcmap.place.naver.com/restaurant/1354284057/review/visitor#
508,509,황금돼지국밥,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 1568-9번지 ,https://pcmap.place.naver.com/restaurant/1226220306/review/visitor#
509,510,서가짬뽕,일반음식점,중국식,"제주특별자치도 서귀포시 서귀동 301-3번지 , 중간 ",https://pcmap.place.naver.com/restaurant/1833868024/review/visitor#
510,511,71포차,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 930-1 ,https://pcmap.place.naver.com/restaurant/1217752390/review/visitor#
511,512,하루방순대앤막창,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 99-1번지 ,https://pcmap.place.naver.com/restaurant/1542786197/review/visitor#
512,513,흑미가,일반음식점,한식,제주특별자치도 서귀포시 동홍동 62-1 ,https://pcmap.place.naver.com/restaurant/1109933559/review/visitor#
513,514,삼원정본점,일반음식점,한식,제주특별자치도 서귀포시 색달동 2285-7번지 1층 ,https://pcmap.place.naver.com/restaurant/11595905/review/visitor#
514,515,서대감흑돼지,일반음식점,한식,제주특별자치도 서귀포시 호근동 1297번지 ,https://pcmap.place.naver.com/restaurant/1823481368/review/visitor#
515,516,가파도바다별장,일반음식점,한식,제주특별자치도 서귀포시 대정읍 가파리 206번지 ,https://pcmap.place.naver.com/restaurant/11559407/review/visitor#
516,517,알리바이,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 고성리 531번지 2호,https://pcmap.place.naver.com/restaurant/1142427487/review/visitor#
517,518,삼덕고깃집,일반음식점,한식,제주특별자치도 서귀포시 남원읍 태흥리 153-13번지 ,https://pcmap.place.naver.com/restaurant/1056333379/review/visitor#
518,519,은찬이네카페,일반음식점,정종/대포집/소주방,"제주특별자치도 서귀포시 표선면 표선리 692 , 지하1층 ",https://pcmap.place.naver.com/restaurant/1757251872/review/visitor#
519,520,즐거운아귀찜,일반음식점,한식,제주특별자치도 서귀포시 서귀동 303-3번지 ,https://pcmap.place.naver.com/restaurant/1148277632/review/visitor#
520,521,수심1미터,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 남원읍 위미리 2869-1번지 1층 ,https://pcmap.place.naver.com/restaurant/1507765101/review/visitor#
521,522,브라보비치,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 시흥리 10 1층 ,https://pcmap.place.naver.com/restaurant/1195073144/review/visitor#
522,523,정선옹심이,일반음식점,호프/통닭,제주특별자치도 서귀포시 중문동 2017-2 ,https://pcmap.place.naver.com/restaurant/1832727850/review/visitor#
523,524,라라김밥,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 ,https://pcmap.place.naver.com/restaurant/1918624810/review/visitor#
524,525,미향해장국플레이사계점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2 ,https://pcmap.place.naver.com/restaurant/1786272643/review/visitor#
525,526,애나의숲브런치카페,일반음식점,경양식,제주특별자치도 서귀포시 서귀동 258-1 ,https://pcmap.place.naver.com/restaurant/1216179366/review/visitor#
526,527,해남이네,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성리 1003-12 ,https://pcmap.place.naver.com/restaurant/1194211150/review/visitor#
527,528,액트몬제주푸드박스,일반음식점,분식,제주특별자치도 서귀포시 중문동 2565 지1층 ,https://pcmap.place.naver.com/restaurant/1019694195/review/visitor#
528,529,몬딱백숙,일반음식점,한식,제주특별자치도 서귀포시 토평동 1677-1 ,https://pcmap.place.naver.com/restaurant/1661514851/review/visitor#
529,530,화고보리볏짚초벌구이신시가지,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 강정동 167-6 ,https://pcmap.place.naver.com/restaurant/1833570050/review/visitor#
530,531,더꼬치다서귀포점,일반음식점,분식,제주특별자치도 서귀포시 동홍동 359-2 ,https://pcmap.place.naver.com/restaurant/1583410868/review/visitor#
531,532,상하이예래점,일반음식점,중국식,제주특별자치도 서귀포시 하예동 1841-11 ,https://pcmap.place.naver.com/restaurant/36480246/review/visitor#
532,533,서광마을국수,일반음식점,한식,제주특별자치도 서귀포시 안덕면 서광리 산 24 F004동 ,https://pcmap.place.naver.com/restaurant/1959085313/review/visitor#
533,534,영은맛집,일반음식점,분식,제주특별자치도 서귀포시 법환동 217-5 ,https://pcmap.place.naver.com/restaurant/1827597272/review/visitor#
534,535,어부촌,일반음식점,한식,제주특별자치도 서귀포시 서귀동 788-5 ,https://pcmap.place.naver.com/restaurant/1465670503/review/visitor#
535,536,이공이시,일반음식점,일식,제주특별자치도 서귀포시 색달동 2822-2 ,https://pcmap.place.naver.com/restaurant/1852372643/review/visitor#
536,537,하와이안비치카페,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 고성리 559-17 ,https://pcmap.place.naver.com/restaurant/1022918000/review/visitor#
537,538,영심이네화강발,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 고성리 298-23 ,https://pcmap.place.naver.com/restaurant/1443420556/review/visitor#
538,539,프리튀르,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 서광리 274-9 ,https://pcmap.place.naver.com/restaurant/1442696627/review/visitor#
539,540,가파도봄날에,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 가파리 463-1 ,https://pcmap.place.naver.com/restaurant/1780973176/review/visitor#
540,541,놀부신서귀포점,일반음식점,한식,제주특별자치도 서귀포시 서호동 1443-10 ,https://pcmap.place.naver.com/restaurant/1989850676/review/visitor#
541,542,비긴어게인,일반음식점,한식,제주특별자치도 서귀포시 서귀동 215-2 2층 ,https://pcmap.place.naver.com/restaurant/1726918750/review/visitor#
542,543,형제마라탕,일반음식점,중국식,제주특별자치도 서귀포시 서호동 1551-10 ,https://pcmap.place.naver.com/restaurant/1925677096/review/visitor#
543,544,엄마표밥상,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 91-18 1층 ,https://pcmap.place.naver.com/restaurant/1062211204/review/visitor#
544,545,제미니국수,일반음식점,한식,제주특별자치도 서귀포시 하효동 995-6 ,https://pcmap.place.naver.com/restaurant/1206465600/review/visitor#
545,546,백패커스홈,일반음식점,한식,제주특별자치도 서귀포시 서귀동 315-2 ,https://pcmap.place.naver.com/restaurant/34345716/review/visitor#
546,547,하림이네두루치기,일반음식점,한식,제주특별자치도 서귀포시 도순동 787-1 1층 ,https://pcmap.place.naver.com/restaurant/1590315155/review/visitor#
547,548,섬돈까스,일반음식점,일식,제주특별자치도 서귀포시 서호동 128 1층 ,https://pcmap.place.naver.com/restaurant/1185904346/review/visitor#
548,549,쓰리국밥,일반음식점,한식,제주특별자치도 서귀포시 서귀동 289-23 ,https://pcmap.place.naver.com/restaurant/1337441505/review/visitor#
549,550,매일올레돈,일반음식점,한식,제주특별자치도 서귀포시 서귀동 278-9 ,https://pcmap.place.naver.com/restaurant/1837987811/review/visitor#
550,551,서핑캠퍼,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 표선면 표선리 856 ,https://pcmap.place.naver.com/restaurant/1484320207/review/visitor#
551,552,믿음직화플레이사계점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2 ,https://pcmap.place.naver.com/restaurant/1928780816/review/visitor#
552,553,두마리찜닭두찜서귀포중문점,일반음식점,한식,제주특별자치도 서귀포시 대포동 790 ,https://pcmap.place.naver.com/restaurant/1422827452/review/visitor#
553,554,뉴시마,일반음식점,일식,제주특별자치도 서귀포시 동홍동 437-4 ,https://pcmap.place.naver.com/restaurant/1795182573/review/visitor#
554,555,티그래퍼,일반음식점,경양식,제주특별자치도 서귀포시 호근동 1788-2 ,https://pcmap.place.naver.com/restaurant/1968152788/review/visitor#
555,556,카페갤럭시아,일반음식점,분식,"제주특별자치도 서귀포시 안덕면 사계리 126-1 1,2층 A동 105,206호",https://pcmap.place.naver.com/restaurant/1014021659/review/visitor#
556,557,담모라면가,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 745 ,https://pcmap.place.naver.com/restaurant/1601824922/review/visitor#
557,558,서진돈까스,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 성산리 181-2 ,https://pcmap.place.naver.com/restaurant/1779265810/review/visitor#
558,559,케이트카페&펍,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 안덕면 사계리 875 ,https://pcmap.place.naver.com/restaurant/1094345341/review/visitor#
559,560,버닝치즈,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 창천리 153-56 ,https://pcmap.place.naver.com/restaurant/1973687583/review/visitor#
560,561,새로고침,일반음식점,경양식,제주특별자치도 서귀포시 성산읍 고성리 212-12 ,https://pcmap.place.naver.com/restaurant/1536415429/review/visitor#
561,562,미미회관,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 392 제주 성산 리치유 클래시아 ,https://pcmap.place.naver.com/restaurant/1604847654/review/visitor#
562,563,우리의세계,일반음식점,경양식,제주특별자치도 서귀포시 표선면 표선리 675 ,https://pcmap.place.naver.com/restaurant/1752994054/review/visitor#
563,564,포가츠,일반음식점,일식,제주특별자치도 서귀포시 서귀동 587-35 ,https://pcmap.place.naver.com/restaurant/1614049758/review/visitor#
564,565,돈블럭,일반음식점,한식,제주특별자치도 서귀포시 회수동 980 ,https://pcmap.place.naver.com/restaurant/1240633847/review/visitor#
565,566,장근이네식당,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순리 1243-2 ,https://pcmap.place.naver.com/restaurant/1246195458/review/visitor#
566,567,모슬포에서,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 822-6 ,https://pcmap.place.naver.com/restaurant/37168364/review/visitor#
567,568,구팔(98),일반음식점,한식,제주특별자치도 서귀포시 대포동 830-1 ,https://pcmap.place.naver.com/restaurant/1070979103/review/visitor#
568,569,수란식당,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 52-2 ,https://pcmap.place.naver.com/restaurant/1466372151/review/visitor#
569,570,마토네,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 서홍동 2598 서강파인힐6차 ,https://pcmap.place.naver.com/restaurant/1982647096/review/visitor#
570,571,불턱 버거클럽,일반음식점,한식,제주특별자치도 서귀포시 대포동 628-1 ,https://pcmap.place.naver.com/restaurant/1230056755/review/visitor#
571,572,오태식해바라기치킨대정점,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 하모리 822-19 ,https://pcmap.place.naver.com/restaurant/1908003942/review/visitor#
572,573,단백,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 성산리 164-11 ,https://pcmap.place.naver.com/restaurant/1109402653/review/visitor#
573,574,돈사빠,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 대정읍 보성리 465-14 ,https://pcmap.place.naver.com/restaurant/1803462566/review/visitor#
574,575,빛노을,일반음식점,경양식,제주특별자치도 서귀포시 상예동 3578-3 ,https://pcmap.place.naver.com/restaurant/35837655/review/visitor#
575,576,올레정안회센타,일반음식점,일식,제주특별자치도 서귀포시 강정동 927-1 ,https://pcmap.place.naver.com/restaurant/1601315816/review/visitor#
576,577,우수수,일반음식점,호프/통닭,제주특별자치도 서귀포시 대정읍 신도리 2069-2 ,https://pcmap.place.naver.com/restaurant/1802950804/review/visitor#
577,578,윤가우동서귀동점,일반음식점,분식,제주특별자치도 서귀포시 서귀동 454-41 ,https://pcmap.place.naver.com/restaurant/1974289549/review/visitor#
578,579,크앙분식중문점,일반음식점,분식,제주특별자치도 서귀포시 중문동 1733-5 ,https://pcmap.place.naver.com/restaurant/1050502390/review/visitor#
579,580,랑이(Rangi),일반음식점,한식,제주특별자치도 서귀포시 남원읍 한남리 157 ,https://pcmap.place.naver.com/restaurant/1331009124/review/visitor#
580,581,인정김밥,일반음식점,분식,제주특별자치도 서귀포시 안덕면 서광리 1412 트로이관광농원 ,https://pcmap.place.naver.com/restaurant/1853507169/review/visitor#
581,582,아윤,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신도리 2106-1 ,https://pcmap.place.naver.com/restaurant/1514237484/review/visitor#
582,583,사이오오(4255),일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 삼달리 1510-1 ,https://pcmap.place.naver.com/restaurant/1091094185/review/visitor#
583,584,뚱쓰게스트하우스&키친,일반음식점,한식,제주특별자치도 서귀포시 성산읍 신천리 109-4 탐모라센터 ,https://pcmap.place.naver.com/restaurant/1783266141/review/visitor#
584,585,호프하나,일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 256-20 ,https://pcmap.place.naver.com/restaurant/1534316244/review/visitor#
585,586,모모언니바다간식,일반음식점,기타,제주특별자치도 서귀포시 안덕면 서광리 1419-5 ,https://pcmap.place.naver.com/restaurant/1035148658/review/visitor#
586,587,동백화방,일반음식점,분식,제주특별자치도 서귀포시 남원읍 위미리 890-4 ,https://pcmap.place.naver.com/restaurant/1938080866/review/visitor#
587,588,카페벨루가,일반음식점,한식,제주특별자치도 서귀포시 토평동 2869 ,https://pcmap.place.naver.com/restaurant/1328321210/review/visitor#
588,589,소심한이층,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 성산리 234-16 ,https://pcmap.place.naver.com/restaurant/1872187850/review/visitor#
589,590,강정밥상,일반음식점,한식,제주특별자치도 서귀포시 강정동 4665-1 ,https://pcmap.place.naver.com/restaurant/1433186567/review/visitor#
590,591,제주림스치킨신화월드점,일반음식점,호프/통닭,제주특별자치도 서귀포시 안덕면 서광리 1421-4 ,https://pcmap.place.naver.com/restaurant/1157511033/review/visitor#
591,592,누들·박,일반음식점,중국식,제주특별자치도 서귀포시 대정읍 보성리 2476-10 ,https://pcmap.place.naver.com/restaurant/1760847571/review/visitor#
592,593,살맛나는집벧엘정,일반음식점,한식,제주특별자치도 서귀포시 서귀동 195-2 ,https://pcmap.place.naver.com/restaurant/1111204621/review/visitor#
593,594,한양흑돼지,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 1541-2 ,https://pcmap.place.naver.com/restaurant/1149904865/review/visitor#
594,595,그리너리,일반음식점,분식,제주특별자치도 서귀포시 상예동 2856-1 ,https://pcmap.place.naver.com/restaurant/1275272151/review/visitor#
595,596,부싯돌뷔페,일반음식점,한식,제주특별자치도 서귀포시 표선면 성읍리 3305-25 ,https://pcmap.place.naver.com/restaurant/1915465808/review/visitor#
596,597,섭지해장국,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성리 443-1 ,https://pcmap.place.naver.com/restaurant/1654707999/review/visitor#
597,598,한여사네,일반음식점,한식,제주특별자치도 서귀포시 신효동 196-3 ,https://pcmap.place.naver.com/restaurant/1630686276/review/visitor#
598,599,삼호핫오리12호점,일반음식점,중국식,제주특별자치도 서귀포시 서귀동 288-15 ,https://pcmap.place.naver.com/restaurant/1864317741/review/visitor#
599,600,암사동벼락국물떡볶이서귀포점,일반음식점,한식,제주특별자치도 서귀포시 동홍동 393-1 ,https://pcmap.place.naver.com/restaurant/1683259092/review/visitor#
600,601,효자로등갈비,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 고성리 1399-7 ,https://pcmap.place.naver.com/restaurant/1001415695/review/visitor#
601,602,플로우스,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 상예동 592-1 ,https://pcmap.place.naver.com/restaurant/1182614465/review/visitor#
602,603,신창흑돼지두루치기,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 1436-1 탐라공인중개사 ,https://pcmap.place.naver.com/restaurant/1019635971/review/visitor#
603,604,이서방흑돼지,일반음식점,한식,제주특별자치도 서귀포시 성산읍 시흥리 785-7 ,https://pcmap.place.naver.com/restaurant/37917072/review/visitor#
604,605,성화정,일반음식점,뷔페식,제주특별자치도 서귀포시 안덕면 서광리 산 24-15 ,https://pcmap.place.naver.com/restaurant/1237161798/review/visitor#
