,name,address
1008022,이디카페,"제주특별자치도 서귀포시 이중섭로 3, 지하1층 (서귀동)"
1008025,행복한 시저네,제주특별자치도 서귀포시 막동산로 5-4 (호근동)
1008147,교래흑돼지성산일출봉점,제주특별자치도 서귀포시 성산읍 한도로 23
1008971,쇠소깍오메기식당,제주특별자치도 서귀포시 일주동로 8231 (신효동)
1010111,신참떡볶이서귀포정방점,제주특별자치도 서귀포시 태평로442번길 6 (서귀동)
1010129,국수나무서귀포점,제주특별자치도 서귀포시 동홍남로 54 (동홍동)
1010183,번영숯불갈비,제주특별자치도 서귀포시 일주동로 8508 (토평동)
1010189,맹치동산,제주특별자치도 서귀포시 남원읍 자배오름로139번길 35-68
1010198,돈본날,제주특별자치도 서귀포시 동홍서로 43 (동홍동)
1010207,온평포구식당,제주특별자치도 서귀포시 성산읍 환해장성로 498
1010231,돈다발,제주특별자치도 서귀포시 성산읍 성산중앙로 48
1011671,팡팡식당,제주특별자치도 서귀포시 동홍로 46-2 (동홍동)
1011703,솔오름아구찜,제주특별자치도 서귀포시 동홍로 167 (동홍동)
1011724,마농치킨중앙통닭3호점,제주특별자치도 서귀포시 중앙로62번길 23 (서귀동)
1012398,오가네전복,제주특별자치도 서귀포시 중산간동로 7738 (토평동)
1014728,쇼린마라탕오리목전문점,"제주특별자치도 서귀포시 중정로91번길 56, 1층 (서귀동)"
1014818,메종스시,"제주특별자치도 서귀포시 동홍남로 31, 1층 (동홍동)"
1015006,스마트골프존,제주특별자치도 서귀포시 신중남로 1 (강정동)
1015009,돈내코장원식당,제주특별자치도 서귀포시 516로 466 (상효동)
1015021,황궁쟁반짜장,제주특별자치도 서귀포시 태평로 520 (동홍동)
1015053,땡큐베리,"제주특별자치도 서귀포시 칠십리로 97 (서귀동,1-2층)"
1015139,야호중화포차,제주특별자치도 서귀포시 중문상로 39 (중문동)
1015151,낙지올래,제주특별자치도 서귀포시 천제연로 238-1 (중문동)
1015178,일출봉거북식당,제주특별자치도 서귀포시 성산읍 일출로 270
1015370,충남식당,제주특별자치도 서귀포시 솔동산로 26 (서귀동)
1016558,산내들식당,제주특별자치도 서귀포시 대포로 167 (대포동)
1016573,쇠소깍가든,제주특별자치도 서귀포시 남원읍 하례로166번길 1
1016621,땡겨김밥,제주특별자치도 서귀포시 효돈로 181 (하효동)
1016633,은혜네맛집,제주특별자치도 서귀포시 남원읍 태위로 132
1016673,서귀포목마,제주특별자치도 서귀포시 서문로29번길 30 (서귀동)
1016739,정직한통닭남원점,제주특별자치도 서귀포시 남원읍 태위로 683
1016754,또와국밥,제주특별자치도 서귀포시 남원읍 남조로 26
