Column1,name,address
1491153,카페화가,"제주특별자치도 제주시 한림읍 명상로 53, 1층"
1491195,알엔알,"제주특별자치도 제주시 한림읍 협재1길 29, 1층"
1491283,무아르카페,"제주특별자치도 제주시 한림읍 용금로 1068, 18동 1층"
1491363,구움몽,"제주특별자치도 제주시 한림읍 한림로 359, 1층"
1491479,불타는여고24시한림점,"제주특별자치도 제주시 한림읍 한림상로 279, 1층"
1491491,듬삭한,"제주특별자치도 제주시 한림읍 한림로 450, 1층 101호"
1492079,파스쿠찌한림점,"제주특별자치도 제주시 한림읍 한림남1길 3, 1,2층 101, 205호"
1492121,오아시스,제주특별자치도 제주시 노연로 81 (연동)
1497203,다래,"제주특별자치도 제주시 중앙로5길 1 (일도일동,(해짓골1로3))"
1497347,호로록,제주특별자치도 제주시 서광로26길 1 (삼도일동)
1501163,미풍해장국,"제주특별자치도 제주시 연신로 89, 1층 (이도이동)"
1502483,시골밥상,제주특별자치도 제주시 조천읍 선진길 7-19
1504883,동이트는집,제주특별자치도 제주시 신산로 71 (일도이동)
1507313,제주해룡,제주특별자치도 제주시 번영로 476 (봉개동)
1507565,김군빌리지,"제주특별자치도 제주시 어영길 1-1, 1층 (용담삼동)"
1507575,웨이브,"제주특별자치도 제주시 신성로 101, 1층 (이도이동)"
1507935,국수사랑,제주특별자치도 제주시 일주동로 236 (화북일동)
1507983,야래향,제주특별자치도 제주시 동문로10길 6 (일도일동)
1509683,하효소머리국밥,"제주특별자치도 제주시 인다4길 4, 1층 (아라일동)"
1510363,갯바위횟집,"제주특별자치도 제주시 흥운길 99, 1~2층 (용담이동)"
1510619,심야식당,제주특별자치도 제주시 전농로 30 (삼도일동)
1511451,겐,"제주특별자치도 제주시 달마루길 10-1 (노형동,(2층))"
1511755,돌아온놀부네,"제주특별자치도 제주시 도남로4길 28-1, 1층 (도남동)"
1511803,귤하르방,"제주특별자치도 제주시 동문로4길 18, 1층 (일도일동)"
1514179,전라도식당,제주특별자치도 제주시 신광로 75 (연동)
1515103,모카,제주특별자치도 제주시 광양13길 2 (이도이동)
1515183,최고집,제주특별자치도 제주시 수덕9길 85 (노형동)
1516353,신전떡볶이,제주특별자치도 제주시 남광로2길 19 (이도이동)
1516433,왕천파닭,"제주특별자치도 제주시 화삼북로 143, 1층 (삼양이동)"
1516469,카페인,"제주특별자치도 제주시 신성로10길 30, 1층 (도남동)"
1516841,신도시정육식당,제주특별자치도 제주시 국기로2길 2-11 (연동)
1517129,사거리포차,제주특별자치도 제주시 동광로 129 (일도이동)
1517153,장백산,"제주특별자치도 제주시 월광로 113-1, 1층 (노형동)"
1517405,테왁,"제주특별자치도 제주시 서해안로 155, 1층 (도두일동)"
1518077,황금손가락,"제주특별자치도 제주시 1100로 2961, 1층 (노형동)"
1526690,모이라,"제주특별자치도 제주시 연동8길 7, 1층 (연동)"
1528796,청춘포차,제주특별자치도 제주시 서사로 35 (삼도이동)
1528904,화룡양꼬치,제주특별자치도 제주시 신대로16길 40 (연동)
1529112,카페송키,"제주특별자치도 제주시 무근성안길 16, 1층 (삼도이동)"
1529140,팔도실비집아라점,"제주특별자치도 제주시 중앙로 581, 에이동 1층 (아라일동)"
1529141,봉플라봉뱅,"제주특별자치도 제주시 문송1길 6-1, 정인하우스 1층 (연동)"
1529375,아라포차,"제주특별자치도 제주시 중앙로 573, 1층 (아라일동)"
1529384,스톤아일랜드탭하우스,"제주특별자치도 제주시 삼무로7길 16, 1층 (연동)"
1529436,연두랑고갈비,"제주특별자치도 제주시 도남로 107-2, 1층 (도남동)"
1529442,우차도리,"제주특별자치도 제주시 건주로6길 42, 1층 (도련일동)"
1529444,와르다레스토랑,"제주특별자치도 제주시 관덕로8길 24-1, 1층 (삼도이동)"
1529494,연화양꼬치,"제주특별자치도 제주시 연동8길 28, 1층 105,106호 (연동)"
