,사업장명,사업장명add,업종구분대분류,업종구분소분류,주소,naver_map_url
1,이스트힐스카페테리아,이스트힐스카페테리아제주특별자치도 제주시 조천읍 종인내길 323,일반음식점,한식,제주특별자치도 제주시 조천읍 종인내길 323,https://pcmap.place.naver.com/restaurant/1309166134/review/visitor#
3,큰맘할매순대국밥,큰맘할매순대국밥제주특별자치도 제주시 구남동5길 42 (아라이동),일반음식점,한식,제주특별자치도 제주시 구남동5길 42 (아라이동),https://pcmap.place.naver.com/restaurant/1987422309/review/visitor#
6,제주통큰장어,제주통큰장어제주특별자치도 제주시 청귤로3길 50 (이도이동),일반음식점,한식,제주특별자치도 제주시 청귤로3길 50 (이도이동),https://pcmap.place.naver.com/restaurant/32782551/review/visitor#
8,휴식공간,휴식공간제주특별자치도 제주시 한경면 낙수로 85,일반음식점,한식,제주특별자치도 제주시 한경면 낙수로 85,https://pcmap.place.naver.com/restaurant/1565713915/review/visitor#
9,숙이네국수,숙이네국수제주특별자치도 제주시 고마로 29,일반음식점,한식,제주특별자치도 제주시 고마로 29,https://pcmap.place.naver.com/restaurant/36835989/review/visitor#
10,세화리움,세화리움제주특별자치도 제주시 구좌읍 해녀박물관길 29,일반음식점,경양식,제주특별자치도 제주시 구좌읍 해녀박물관길 29,https://pcmap.place.naver.com/restaurant/37687260/review/visitor#
11,평대성게국수,평대성게국수제주특별자치도 제주시 구좌읍 해맞이해안로 1172,일반음식점,한식,제주특별자치도 제주시 구좌읍 해맞이해안로 1172,https://pcmap.place.naver.com/restaurant/36864711/review/visitor#
15,미양양,미양양제주특별자치도 제주시 도남로 62,일반음식점,식육(숯불구이),제주특별자치도 제주시 도남로 62,https://pcmap.place.naver.com/restaurant/1543358916/review/visitor#
16,장우보양탕,장우보양탕제주특별자치도 제주시 신산로 42 (일도이동),일반음식점,탕류(보신용),제주특별자치도 제주시 신산로 42 (일도이동),https://pcmap.place.naver.com/restaurant/16690540/review/visitor#
18,하귀1629,하귀1629제주특별자치도 제주시 애월읍 하귀12길 22,일반음식점,기타,제주특별자치도 제주시 애월읍 하귀12길 22,https://pcmap.place.naver.com/restaurant/934516195/review/visitor#
19,로우허판,로우허판제주특별자치도 제주시 성신로 15,일반음식점,중국식,제주특별자치도 제주시 성신로 15,https://pcmap.place.naver.com/restaurant/654375866/review/visitor#
21,오늘은고기한림점,오늘은고기한림점제주특별자치도 제주시 한림읍 한림중앙로 46,일반음식점,식육(숯불구이),제주특별자치도 제주시 한림읍 한림중앙로 46,https://pcmap.place.naver.com/restaurant/1434191204/review/visitor#
22,금자매포차,금자매포차제주특별자치도 제주시 비월길 3,일반음식점,한식,제주특별자치도 제주시 비월길 3,https://pcmap.place.naver.com/restaurant/1165998291/review/visitor#
25,밥이보약,밥이보약제주특별자치도 제주시 도령로 11 (노형동),일반음식점,한식,제주특별자치도 제주시 도령로 11 (노형동),https://pcmap.place.naver.com/restaurant/13444870/review/visitor#
26,맛드림,맛드림제주특별자치도 제주시 일주동로 350-2,일반음식점,기타,제주특별자치도 제주시 일주동로 350-2,https://pcmap.place.naver.com/restaurant/1017053815/review/visitor#
27,복자네,복자네제주특별자치도 제주시 진동로3길 34,일반음식점,한식,제주특별자치도 제주시 진동로3길 34,https://pcmap.place.naver.com/restaurant/238569178/review/visitor#
28,파스쿠찌탑동점,파스쿠찌탑동점제주특별자치도 제주시 중앙로 27-26,일반음식점,기타,제주특별자치도 제주시 중앙로 27-26,https://pcmap.place.naver.com/restaurant/1628277237/review/visitor#
29,순여네국수,순여네국수제주특별자치도 제주시 애월읍 고하상로 125-1,일반음식점,한식,제주특별자치도 제주시 애월읍 고하상로 125-1,https://pcmap.place.naver.com/restaurant/1862883292/review/visitor#
30,라운딩,라운딩제주특별자치도 제주시 국기로4길 16,일반음식점,기타,제주특별자치도 제주시 국기로4길 16,https://pcmap.place.naver.com/restaurant/37914535/review/visitor#
33,투다리노형점,투다리노형점제주특별자치도 제주시 성신로1길 11 (연동,일반음식점,호프/통닭,제주특별자치도 제주시 성신로1길 11 (연동,https://pcmap.place.naver.com/restaurant/11762356/review/visitor#
34,정직한통닭용담점,정직한통닭용담점제주특별자치도 제주시 용담로 41 (용담삼동),일반음식점,한식,제주특별자치도 제주시 용담로 41 (용담삼동),https://pcmap.place.naver.com/restaurant/1449662099/review/visitor#
35,석정삼계탕,석정삼계탕제주특별자치도 제주시 진서로 33-3 (화북일동),일반음식점,한식,제주특별자치도 제주시 진서로 33-3 (화북일동),https://pcmap.place.naver.com/restaurant/37475057/review/visitor#
37,어하영,어하영제주특별자치도 제주시 임항로 266,일반음식점,한식,제주특별자치도 제주시 임항로 266,https://pcmap.place.naver.com/restaurant/16737812/review/visitor#
38,큰가름본점,큰가름본점제주특별자치도 제주시 도남로 65,일반음식점,탕류(보신용),제주특별자치도 제주시 도남로 65,https://pcmap.place.naver.com/restaurant/37552463/review/visitor#
39,알콜달콜,알콜달콜제주특별자치도 제주시 원노형로 22 (노형동),일반음식점,호프/통닭,제주특별자치도 제주시 원노형로 22 (노형동),https://pcmap.place.naver.com/restaurant/16790310/review/visitor#
40,민경이네,민경이네제주특별자치도 제주시 한림읍 비양도길 275,일반음식점,한식,제주특별자치도 제주시 한림읍 비양도길 275,https://pcmap.place.naver.com/restaurant/38291021/review/visitor#
43,수구레해장국5호점,수구레해장국5호점제주특별자치도 제주시 한림읍 한림로3길 8-9,일반음식점,한식,제주특별자치도 제주시 한림읍 한림로3길 8-9,https://pcmap.place.naver.com/restaurant/721014316/review/visitor#
45,추렴,추렴제주특별자치도 제주시 조천읍 신북로 24-1,일반음식점,식육(숯불구이),제주특별자치도 제주시 조천읍 신북로 24-1,https://pcmap.place.naver.com/restaurant/1679728733/review/visitor#
47,렌소,렌소제주특별자치도 제주시 구좌읍 상도북4길 3,일반음식점,한식,제주특별자치도 제주시 구좌읍 상도북4길 3,https://pcmap.place.naver.com/restaurant/1286487086/review/visitor#
49,통큰뼈감탕,통큰뼈감탕제주특별자치도 제주시 애월읍 하귀동남1길 50-9,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀동남1길 50-9,https://pcmap.place.naver.com/restaurant/37020069/review/visitor#
50,시청시장통닭,시청시장통닭제주특별자치도 제주시 중앙로 254,일반음식점,중국식,제주특별자치도 제주시 중앙로 254,https://pcmap.place.naver.com/restaurant/1004755244/review/visitor#
51,추자향기,추자향기제주특별자치도 제주시 추자면 추자로 42,일반음식점,한식,제주특별자치도 제주시 추자면 추자로 42,https://pcmap.place.naver.com/restaurant/1039648829/review/visitor#
55,송당해장국,송당해장국제주특별자치도 제주시 구좌읍 중산간동로 2270,일반음식점,통닭(치킨),제주특별자치도 제주시 구좌읍 중산간동로 2270,https://pcmap.place.naver.com/restaurant/1027027798/review/visitor#
56,새하네식탁,새하네식탁제주특별자치도 제주시 한림읍 한림해안로 460,일반음식점,까페,제주특별자치도 제주시 한림읍 한림해안로 460,https://pcmap.place.naver.com/restaurant/1815484043/review/visitor#
57,구엄애초밥,구엄애초밥제주특별자치도 제주시 애월읍 애월해안로 715,일반음식점,식육(숯불구이),제주특별자치도 제주시 애월읍 애월해안로 715,https://pcmap.place.naver.com/restaurant/1142935913/review/visitor#
58,울돌목광양,울돌목광양제주특별자치도 제주시 광양13길 24 (이도이동),일반음식점,한식,제주특별자치도 제주시 광양13길 24 (이도이동),https://pcmap.place.naver.com/restaurant/1433679780/review/visitor#
59,선이네밥집,선이네밥집제주특별자치도 제주시 조천읍 신북로 262,일반음식점,한식,제주특별자치도 제주시 조천읍 신북로 262,https://pcmap.place.naver.com/restaurant/36896929/review/visitor#
61,올레스시초밥전문점,올레스시초밥전문점제주특별자치도 제주시 진군중길 9 (노형동),일반음식점,호프/통닭,제주특별자치도 제주시 진군중길 9 (노형동),https://pcmap.place.naver.com/restaurant/1291380681/review/visitor#
62,스카이리더스,스카이리더스제주특별자치도 제주시 신광로 106,일반음식점,경양식,제주특별자치도 제주시 신광로 106,https://pcmap.place.naver.com/restaurant/1279973099/review/visitor#
63,함덕대박횟집,함덕대박횟집제주특별자치도 제주시 조천읍 조함해안로 441,일반음식점,회집,제주특별자치도 제주시 조천읍 조함해안로 441,https://pcmap.place.naver.com/restaurant/34014820/review/visitor#
64,김자매아구찜,김자매아구찜제주특별자치도 제주시 신성로 47 (도남동),일반음식점,한식,제주특별자치도 제주시 신성로 47 (도남동),https://pcmap.place.naver.com/restaurant/1645282546/review/visitor#
65,종달리엔심야식당,종달리엔심야식당제주특별자치도 제주시 구좌읍 종달로7길 15,일반음식점,한식,제주특별자치도 제주시 구좌읍 종달로7길 15,https://pcmap.place.naver.com/restaurant/78505031/review/visitor#
66,대오,대오제주특별자치도 제주시 조천읍 남조로 2349,일반음식점,한식,제주특별자치도 제주시 조천읍 남조로 2349,https://pcmap.place.naver.com/restaurant/96192678/review/visitor#
67,이인자뼈다귀해장국,이인자뼈다귀해장국제주특별자치도 제주시 다랑곶2길 7 (노형동,일반음식점,탕류(보신용),제주특별자치도 제주시 다랑곶2길 7 (노형동,https://pcmap.place.naver.com/restaurant/16794483/review/visitor#
69,이여도산아,이여도산아제주특별자치도 제주시 구좌읍 세평항로 46-4,일반음식점,한식,제주특별자치도 제주시 구좌읍 세평항로 46-4,https://pcmap.place.naver.com/restaurant/36531850/review/visitor#
71,아란치오,아란치오제주특별자치도 제주시 서해안로 234,일반음식점,회집,제주특별자치도 제주시 서해안로 234,https://pcmap.place.naver.com/restaurant/16810337/review/visitor#
72,엄가네,엄가네제주특별자치도 제주시 애월읍 일주서로 6281,일반음식점,한식,제주특별자치도 제주시 애월읍 일주서로 6281,https://pcmap.place.naver.com/restaurant/16889280/review/visitor#
74,이산저산,이산저산제주특별자치도 제주시 관덕로8길 9 (이도일동),일반음식점,한식,제주특별자치도 제주시 관덕로8길 9 (이도일동),https://pcmap.place.naver.com/restaurant/16983217/review/visitor#
75,돈짝시청점,돈짝시청점제주특별자치도 제주시 중앙로 260 (이도이동),일반음식점,기타,제주특별자치도 제주시 중앙로 260 (이도이동),https://pcmap.place.naver.com/restaurant/1608374644/review/visitor#
79,더올레,더올레제주특별자치도 제주시 월랑로10길 2 (노형동),일반음식점,한식,제주특별자치도 제주시 월랑로10길 2 (노형동),https://pcmap.place.naver.com/restaurant/31862066/review/visitor#
80,우도봉중식,우도봉중식제주특별자치도 제주시 우도면 우도봉길 47,일반음식점,한식,제주특별자치도 제주시 우도면 우도봉길 47,https://pcmap.place.naver.com/restaurant/1909469948/review/visitor#
86,미미이자카야,미미이자카야제주특별자치도 제주시 우정로11길 5,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 제주시 우정로11길 5,https://pcmap.place.naver.com/restaurant/1594615738/review/visitor#
88,만나고쪽갈비제주노형점,만나고쪽갈비제주노형점제주특별자치도 제주시 다랑곶4길 14,일반음식점,식육(숯불구이),제주특별자치도 제주시 다랑곶4길 14,https://pcmap.place.naver.com/restaurant/1345720035/review/visitor#
89,명가천지연무태장어,명가천지연무태장어제주특별자치도 제주시 아연로 438-22,일반음식점,한식,제주특별자치도 제주시 아연로 438-22,https://pcmap.place.naver.com/restaurant/394082392/review/visitor#
90,애월포구횟집,애월포구횟집제주특별자치도 제주시 애월읍 애월로11길 22,일반음식점,식육(숯불구이),제주특별자치도 제주시 애월읍 애월로11길 22,https://pcmap.place.naver.com/restaurant/1970930937/review/visitor#
91,연어도둑,연어도둑제주특별자치도 제주시 박성내서길 8,일반음식점,한식,제주특별자치도 제주시 박성내서길 8,https://pcmap.place.naver.com/restaurant/1743481734/review/visitor#
92,어멍네,어멍네제주특별자치도 제주시 한경면 불그못로 99,일반음식점,한식,제주특별자치도 제주시 한경면 불그못로 99,https://pcmap.place.naver.com/restaurant/13467780/review/visitor#
93,이서순대국밥,이서순대국밥제주특별자치도 제주시 한림읍 한림해안로 162,일반음식점,한식,제주특별자치도 제주시 한림읍 한림해안로 162,https://pcmap.place.naver.com/restaurant/37470399/review/visitor#
94,소주앤비어,소주앤비어제주특별자치도 제주시 흥운길 33 (용담이동),일반음식점,통닭(치킨),제주특별자치도 제주시 흥운길 33 (용담이동),https://pcmap.place.naver.com/restaurant/1176477950/review/visitor#
95,부자국수,부자국수제주특별자치도 제주시 원노형남1길 17 (노형동,일반음식점,한식,제주특별자치도 제주시 원노형남1길 17 (노형동,https://pcmap.place.naver.com/restaurant/1559311332/review/visitor#
98,기차역,기차역제주특별자치도 제주시 다랑곶4길 20 (노형동),일반음식점,호프/통닭,제주특별자치도 제주시 다랑곶4길 20 (노형동),https://pcmap.place.naver.com/restaurant/21759563/review/visitor#
99,우리두리,우리두리제주특별자치도 제주시 구좌읍 김녕로 173,일반음식점,한식,제주특별자치도 제주시 구좌읍 김녕로 173,https://pcmap.place.naver.com/restaurant/35579098/review/visitor#
100,비양도,비양도제주특별자치도 제주시 한림읍 한림로 167,일반음식점,일식,제주특별자치도 제주시 한림읍 한림로 167,https://pcmap.place.naver.com/restaurant/17023204/review/visitor#
101,동승호,동승호제주특별자치도 제주시 신성로7길 16 (도남동),일반음식점,횟집,제주특별자치도 제주시 신성로7길 16 (도남동),https://pcmap.place.naver.com/restaurant/32160658/review/visitor#
105,수원왕갈비통닭,수원왕갈비통닭제주특별자치도 제주시 용화로 37,일반음식점,한식,제주특별자치도 제주시 용화로 37,https://pcmap.place.naver.com/restaurant/1950586459/review/visitor#
108,함덕골목,함덕골목제주특별자치도 제주시 조천읍 함덕7길 6-14,일반음식점,한식,제주특별자치도 제주시 조천읍 함덕7길 6-14,https://pcmap.place.naver.com/restaurant/32164641/review/visitor#
110,재진이네,재진이네제주특별자치도 제주시 구남로7길 35 (이도이동,일반음식점,분식,제주특별자치도 제주시 구남로7길 35 (이도이동,https://pcmap.place.naver.com/restaurant/1004687914/review/visitor#
111,누룽지,누룽지제주특별자치도 제주시 고산동산6길 15-1 (이도이동),일반음식점,한식,제주특별자치도 제주시 고산동산6길 15-1 (이도이동),https://pcmap.place.naver.com/restaurant/33876709/review/visitor#
112,창흥,창흥제주특별자치도 제주시 조천읍 함덕16길 15,일반음식점,한식,제주특별자치도 제주시 조천읍 함덕16길 15,https://pcmap.place.naver.com/restaurant/16886875/review/visitor#
113,인스,인스제주특별자치도 제주시 과원북4길 95,일반음식점,까페,제주특별자치도 제주시 과원북4길 95,https://pcmap.place.naver.com/restaurant/1892704911/review/visitor#
114,춘풍,춘풍제주특별자치도 제주시 화남로 47 (화북일동),일반음식점,한식,제주특별자치도 제주시 화남로 47 (화북일동),https://pcmap.place.naver.com/restaurant/16990123/review/visitor#
116,독개물항,독개물항제주특별자치도 제주시 한림읍 한림로 478,일반음식점,일식,제주특별자치도 제주시 한림읍 한림로 478,https://pcmap.place.naver.com/restaurant/17021628/review/visitor#
119,본가장수촌,본가장수촌제주특별자치도 제주시 정원로 33,일반음식점,한식,제주특별자치도 제주시 정원로 33,https://pcmap.place.naver.com/restaurant/1930256277/review/visitor#
121,황금알맛집,황금알맛집제주특별자치도 제주시 도두항서7길 2 (도두일동),일반음식점,호프/통닭,제주특별자치도 제주시 도두항서7길 2 (도두일동),https://pcmap.place.naver.com/restaurant/1986929459/review/visitor#
122,한림바다생태체험마을,한림바다생태체험마을제주특별자치도 제주시 한림읍 한림해안로 200,일반음식점,일식,제주특별자치도 제주시 한림읍 한림해안로 200,https://pcmap.place.naver.com/restaurant/16867375/review/visitor#
125,카고크루즈,카고크루즈제주특별자치도 제주시 탑동로 43 (삼도이동,일반음식점,한식,제주특별자치도 제주시 탑동로 43 (삼도이동,https://pcmap.place.naver.com/restaurant/1540886862/review/visitor#
130,순화,순화제주특별자치도 제주시 원노형8길 26 (노형동,일반음식점,분식,제주특별자치도 제주시 원노형8길 26 (노형동,https://pcmap.place.naver.com/restaurant/16787249/review/visitor#
134,산들,산들제주특별자치도 제주시 신산로 109 (일도이동,일반음식점,분식,제주특별자치도 제주시 신산로 109 (일도이동,https://pcmap.place.naver.com/restaurant/16693789/review/visitor#
135,우원,우원제주특별자치도 제주시 고마로 129 (일도이동,일반음식점,한식,제주특별자치도 제주시 고마로 129 (일도이동,https://pcmap.place.naver.com/restaurant/16693750/review/visitor#
136,알통치킨앤강정외도점,알통치킨앤강정외도점제주특별자치도 제주시 우정로11길 17 (외도일동),일반음식점,통닭(치킨),제주특별자치도 제주시 우정로11길 17 (외도일동),https://pcmap.place.naver.com/restaurant/1093713843/review/visitor#
138,통큰막창,통큰막창제주특별자치도 제주시 성화로 23 (용담이동,일반음식점,한식,제주특별자치도 제주시 성화로 23 (용담이동,https://pcmap.place.naver.com/restaurant/31963447/review/visitor#
141,김밥나라중앙점,김밥나라중앙점제주특별자치도 제주시 중앙로 77 (이도일동),일반음식점,김밥(도시락),제주특별자치도 제주시 중앙로 77 (이도일동),https://pcmap.place.naver.com/restaurant/16704469/review/visitor#
148,소문난먹거리,소문난먹거리제주특별자치도 제주시 사장길 21,일반음식점,한식,제주특별자치도 제주시 사장길 21,https://pcmap.place.naver.com/restaurant/1440226514/review/visitor#
149,컬러링도남점,컬러링도남점제주특별자치도 제주시 서광로20길 36,일반음식점,호프/통닭,제주특별자치도 제주시 서광로20길 36,https://pcmap.place.naver.com/restaurant/32030120/review/visitor#
150,대금,대금제주특별자치도 제주시 한림읍 옹포1길 6,일반음식점,한식,제주특별자치도 제주시 한림읍 옹포1길 6,https://pcmap.place.naver.com/restaurant/11860756/review/visitor#
151,불타는오징어,불타는오징어제주특별자치도 제주시 다랑곶길 13 (노형동),일반음식점,한식,제주특별자치도 제주시 다랑곶길 13 (노형동),https://pcmap.place.naver.com/restaurant/1839742232/review/visitor#
152,비에이치씨신연동점,비에이치씨신연동점제주특별자치도 제주시 연화로 16,일반음식점,통닭(치킨),제주특별자치도 제주시 연화로 16,https://pcmap.place.naver.com/restaurant/33331749/review/visitor#
153,토계정,토계정제주특별자치도 제주시 조천읍 교래3길 1,일반음식점,한식,제주특별자치도 제주시 조천읍 교래3길 1,https://pcmap.place.naver.com/restaurant/11795768/review/visitor#
154,홍콩미각,홍콩미각제주특별자치도 제주시 천수로 11 (이도이동),일반음식점,한식,제주특별자치도 제주시 천수로 11 (이도이동),https://pcmap.place.naver.com/restaurant/32152709/review/visitor#
155,수리조아라,수리조아라제주특별자치도 제주시 임항로 280 (건입동),일반음식점,호프/통닭,제주특별자치도 제주시 임항로 280 (건입동),https://pcmap.place.naver.com/restaurant/32154933/review/visitor#
156,단물,단물제주특별자치도 제주시 임항로 271,일반음식점,기타,제주특별자치도 제주시 임항로 271,https://pcmap.place.naver.com/restaurant/16738741/review/visitor#
158,돈까스가있는풍경,돈까스가있는풍경제주특별자치도 제주시 정원로 39-1 (노형동),일반음식점,경양식,제주특별자치도 제주시 정원로 39-1 (노형동),https://pcmap.place.naver.com/restaurant/16792856/review/visitor#
159,오늘도갈비,오늘도갈비제주특별자치도 제주시 서광로32길 23 (이도이동),일반음식점,호프/통닭,제주특별자치도 제주시 서광로32길 23 (이도이동),https://pcmap.place.naver.com/restaurant/1714874274/review/visitor#
161,국수나무노형점,국수나무노형점제주특별자치도 제주시 1100로 3308,일반음식점,기타,제주특별자치도 제주시 1100로 3308,https://pcmap.place.naver.com/restaurant/1490214980/review/visitor#
162,피자헤븐신제주점,피자헤븐신제주점제주특별자치도 제주시 노연로 37-1,일반음식점,기타,제주특별자치도 제주시 노연로 37-1,https://pcmap.place.naver.com/restaurant/1290000632/review/visitor#
164,이치진외도직영점,이치진외도직영점제주특별자치도 제주시 우정로4길 3-5,일반음식점,기타,제주특별자치도 제주시 우정로4길 3-5,https://pcmap.place.naver.com/restaurant/1960837427/review/visitor#
165,연동누룽지,연동누룽지제주특별자치도 제주시 과원북4길 86-1 (연동),일반음식점,한식,제주특별자치도 제주시 과원북4길 86-1 (연동),https://pcmap.place.naver.com/restaurant/16835090/review/visitor#
167,미스터세븐,미스터세븐제주특별자치도 제주시 선사로 31 (삼양이동),일반음식점,호프/통닭,제주특별자치도 제주시 선사로 31 (삼양이동),https://pcmap.place.naver.com/restaurant/16767979/review/visitor#
168,사랑터,사랑터제주특별자치도 제주시 제원4길 6 (연동,일반음식점,한식,제주특별자치도 제주시 제원4길 6 (연동,https://pcmap.place.naver.com/restaurant/32162553/review/visitor#
170,배두리광장,배두리광장제주특별자치도 제주시 삼무로 60,일반음식점,한식,제주특별자치도 제주시 삼무로 60,https://pcmap.place.naver.com/restaurant/1749250752/review/visitor#
171,아삼육,아삼육제주특별자치도 제주시 남녕로6길 6,일반음식점,한식,제주특별자치도 제주시 남녕로6길 6,https://pcmap.place.naver.com/restaurant/1335097896/review/visitor#
173,낭만노가리용담점,낭만노가리용담점제주특별자치도 제주시 용담로 50 (용담이동),일반음식점,한식,제주특별자치도 제주시 용담로 50 (용담이동),https://pcmap.place.naver.com/restaurant/1209330736/review/visitor#
175,월랑봉,월랑봉제주특별자치도 제주시 구좌읍 구좌로 25,일반음식점,분식,제주특별자치도 제주시 구좌읍 구좌로 25,https://pcmap.place.naver.com/restaurant/21761094/review/visitor#
176,뼈대감,뼈대감제주특별자치도 제주시 한림읍 한림중앙로 61-2,일반음식점,한식,제주특별자치도 제주시 한림읍 한림중앙로 61-2,https://pcmap.place.naver.com/restaurant/16862893/review/visitor#
180,금성문,금성문제주특별자치도 제주시 조천읍 신북로 400,일반음식점,한식,제주특별자치도 제주시 조천읍 신북로 400,https://pcmap.place.naver.com/restaurant/16887544/review/visitor#
181,괸당네파전,괸당네파전제주특별자치도 제주시 동광로6길 13 (이도이동),일반음식점,정종/대포집/소주방,제주특별자치도 제주시 동광로6길 13 (이도이동),https://pcmap.place.naver.com/restaurant/21761452/review/visitor#
182,프라이드프라이드,프라이드프라이드제주특별자치도 제주시 진남로6길 11 (화북일동),일반음식점,통닭(치킨),제주특별자치도 제주시 진남로6길 11 (화북일동),https://pcmap.place.naver.com/restaurant/36442049/review/visitor#
183,전주콩나루콩나물국밥신제주점,전주콩나루콩나물국밥신제주점제주특별자치도 제주시 신대로10길 16 (연동),일반음식점,한식,제주특별자치도 제주시 신대로10길 16 (연동),https://pcmap.place.naver.com/restaurant/12762007/review/visitor#
186,경풍,경풍제주특별자치도 제주시 오일장중길 55 (도두일동),일반음식점,한식,제주특별자치도 제주시 오일장중길 55 (도두일동),https://pcmap.place.naver.com/restaurant/16810103/review/visitor#
187,순자소주방,순자소주방제주특별자치도 제주시 용담로 115 (용담일동),일반음식점,호프/통닭,제주특별자치도 제주시 용담로 115 (용담일동),https://pcmap.place.naver.com/restaurant/261269466/review/visitor#
190,남성해장국,남성해장국제주특별자치도 제주시 한림읍 한림상로 230,일반음식점,한식,제주특별자치도 제주시 한림읍 한림상로 230,https://pcmap.place.naver.com/restaurant/1246925579/review/visitor#
192,태후,태후제주특별자치도 제주시 서광로32길 17-1,일반음식점,한식,제주특별자치도 제주시 서광로32길 17-1,https://pcmap.place.naver.com/restaurant/1817602204/review/visitor#
194,요리랄라,요리랄라제주특별자치도 제주시 수덕5길 42,일반음식점,식육(숯불구이),제주특별자치도 제주시 수덕5길 42,https://pcmap.place.naver.com/restaurant/1779090617/review/visitor#
195,다미순대,다미순대제주특별자치도 제주시 삼무로 47 (연동),일반음식점,한식,제주특별자치도 제주시 삼무로 47 (연동),https://pcmap.place.naver.com/restaurant/1128048335/review/visitor#
196,여유,여유제주특별자치도 제주시 원노형로 23 (노형동,일반음식점,까페,제주특별자치도 제주시 원노형로 23 (노형동,https://pcmap.place.naver.com/restaurant/16793740/review/visitor#
197,제주본토박이,제주본토박이제주특별자치도 제주시 오복1길 14-1,일반음식점,한식,제주특별자치도 제주시 오복1길 14-1,https://pcmap.place.naver.com/restaurant/32153050/review/visitor#
198,샐러드마씸,샐러드마씸제주특별자치도 제주시 원노형남1길 25 (노형동),일반음식점,호프/통닭,제주특별자치도 제주시 원노형남1길 25 (노형동),https://pcmap.place.naver.com/restaurant/1295499400/review/visitor#
199,조약돌,조약돌제주특별자치도 제주시 임항로 255 (건입동),일반음식점,한식,제주특별자치도 제주시 임항로 255 (건입동),https://pcmap.place.naver.com/restaurant/16740893/review/visitor#
201,피오레,피오레제주특별자치도 제주시 삼무로 61 (연동),일반음식점,경양식,제주특별자치도 제주시 삼무로 61 (연동),https://pcmap.place.naver.com/restaurant/16827939/review/visitor#
202,금수강산바다장어,금수강산바다장어제주특별자치도 제주시 한림읍 사가동길 17,일반음식점,한식,제주특별자치도 제주시 한림읍 사가동길 17,https://pcmap.place.naver.com/restaurant/37898650/review/visitor#
203,우디,우디제주특별자치도 제주시 신대로10길 23,일반음식점,까페,제주특별자치도 제주시 신대로10길 23,https://pcmap.place.naver.com/restaurant/38710863/review/visitor#
204,꼬메르치킨서중점,꼬메르치킨서중점제주특별자치도 제주시 월랑로6길 42 (노형동,일반음식점,통닭(치킨),제주특별자치도 제주시 월랑로6길 42 (노형동,https://pcmap.place.naver.com/restaurant/16783167/review/visitor#
205,본초불닭발함덕점,본초불닭발함덕점제주특별자치도 제주시 조천읍 신북로 564,일반음식점,한식,제주특별자치도 제주시 조천읍 신북로 564,https://pcmap.place.naver.com/restaurant/709438455/review/visitor#
210,동해루,동해루제주특별자치도 제주시 추자면 추자로 58,일반음식점,중국식,제주특별자치도 제주시 추자면 추자로 58,https://pcmap.place.naver.com/restaurant/11697009/review/visitor#
211,대마족발,대마족발제주특별자치도 제주시 신대로10길 41,일반음식점,호프/통닭,제주특별자치도 제주시 신대로10길 41,https://pcmap.place.naver.com/restaurant/1647307684/review/visitor#
212,케이,케이제주특별자치도 제주시 천수로 68,일반음식점,호프/통닭,제주특별자치도 제주시 천수로 68,https://pcmap.place.naver.com/restaurant/141783654/review/visitor#
213,해피해피데이,해피해피데이제주특별자치도 제주시 신광로10길 20,일반음식점,호프/통닭,제주특별자치도 제주시 신광로10길 20,https://pcmap.place.naver.com/restaurant/1065563064/review/visitor#
217,제주돔베막국수,제주돔베막국수제주특별자치도 제주시 한경면 고산로 35,일반음식점,한식,제주특별자치도 제주시 한경면 고산로 35,https://pcmap.place.naver.com/restaurant/21645057/review/visitor#
220,춘천혜성,춘천혜성제주특별자치도 제주시 월랑로 54 (노형동),일반음식점,한식,제주특별자치도 제주시 월랑로 54 (노형동),https://pcmap.place.naver.com/restaurant/32158917/review/visitor#
221,이서림2호점,이서림2호점제주특별자치도 제주시 은남3길 38 (연동),일반음식점,한식,제주특별자치도 제주시 은남3길 38 (연동),https://pcmap.place.naver.com/restaurant/38622986/review/visitor#
222,놈삐,놈삐제주특별자치도 제주시 서광로22길 7 (삼도일동,일반음식점,한식,제주특별자치도 제주시 서광로22길 7 (삼도일동,https://pcmap.place.naver.com/restaurant/1540030193/review/visitor#
223,한라샘,한라샘제주특별자치도 제주시 한라대학로 77 (노형동,일반음식점,한식,제주특별자치도 제주시 한라대학로 77 (노형동,https://pcmap.place.naver.com/restaurant/16786562/review/visitor#
224,겐짱야,겐짱야제주특별자치도 제주시 월광로 140,일반음식점,한식,제주특별자치도 제주시 월광로 140,https://pcmap.place.naver.com/restaurant/1915894547/review/visitor#
225,김명자굴국밥,김명자굴국밥제주특별자치도 제주시 연북로 168 (연동),일반음식점,한식,제주특별자치도 제주시 연북로 168 (연동),https://pcmap.place.naver.com/restaurant/16835548/review/visitor#
226,팍차이나시청점,팍차이나시청점제주특별자치도 제주시 광양13길 11 (이도이동),일반음식점,식육(숯불구이),제주특별자치도 제주시 광양13길 11 (이도이동),https://pcmap.place.naver.com/restaurant/1165627557/review/visitor#
227,신농,신농제주특별자치도 제주시 과원로 39 (연동),일반음식점,한식,제주특별자치도 제주시 과원로 39 (연동),https://pcmap.place.naver.com/restaurant/36215418/review/visitor#
